,Unnamed: 0,id,Education,FamSES,Income,Age,Gender,Ethnicity,Kids_1,KidsHome_1,Fav,FavPpl,FavActivity,UStotal,UTtotal,UTrural,UTurban,UTdist,SBtotal,Orient,Route,SA,BFExtraverted,BFAgreeableness,BFConscient,BFEmoStabil,BFOpennness,SOIbehavior,SOIattitude,SOIdesire,SOItotal,ATOTpleasure,ATOTnopleasure,Q1,Q3,Q4,Q5,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q18,Q19,Q20,Q25,Q27,Q29,Q32,Q39,Q40,Q42,Q45,Q47,Q49,Q50,Q51,Q52,Q54,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q65,Q66,Q67,Q68,Q69,Q72,Q73,Map,WithinRtPt,BetweenRtPt,WithinRtPtAllo,BetweenRtPtAllo,WithinDist,BetweenDist,date,MRT,PSAS
30,31,Utah_133,3,2,2,18,Male,Latino or Hispanic,0,1,Home,Family,watch tv and talk,7,,,,,4.5333333333333306,2.3636363636363598,4.16666666666667,1.625,6.0,4.0,5.5,6.0,6.5,0.0,1.33333333333333,2.3333333333333304,1.22222222222222,4.8,2.0,3,2,3,1,2,1,1,5,1,3,5,2,5,3,5,3,4,2,2,2,4,5,4,4,4,1,2,3,4,5,1,1,1,4,5,3,2,3,2,1,3,1,2,123.73063079851299,27.930321476114642,29.503875699967516,47.817180026707604,107.02830604177099,86.53677841039699,86.8987353126884,2017-09-08 14:13:02 -0700,74.0,2.8125
31,32,Utah_134,3,2,1,20,Female,Caucasian,0,0,Montana,Family,"Hike, Concerts, Eat out",10,,,,,3.13333333333333,2.81818181818182,3.5,1.875,4.0,7.0,2.0,5.0,5.0,1.0,5.33333333333333,4.66666666666667,3.6666666666666696,4.4,3.6,3,4,3,2,2,3,3,3,1,2,4,4,4,3,5,4,4,2,4,1,4,3,4,2,4,4,2,2,4,1,2,1,3,2,4,1,1,3,1,3,1,1,1,243.57676862650501,16.22847342413782,55.920728317620544,62.0644999051643,79.9949082397096,103.77564082226,74.88190699175921,2017-09-08 14:27:11 -0700,32.0,3.0625
32,33,Utah_135,3,6,1,20,Male,Caucasian,0,0,California,"Family, friends",Go to the beach,9,,,,,5.33333333333333,3.54545454545455,2.8333333333333304,2.5,5.0,4.0,4.5,6.0,4.5,8.33333333333333,9.0,5.66666666666667,7.66666666666667,4.8,2.4,5,5,3,2,1,1,3,2,1,3,5,3,5,3,3,4,3,2,4,5,4,5,5,4,4,4,5,4,5,4,2,1,1,2,4,1,2,2,1,3,1,1,1,378.56091540137,41.87546754539076,64.11354559265732,84.4770446217881,92.6874038244367,100.110344581749,66.97062598341199,2017-09-11 12:34:37 -0700,22.0,4.8125
33,34,Utah_136,3,5,1,19,Female,Caucasian,0,0,Colorado,Family/ Significant other,Explore,15,,,,,2.4,2.45454545454545,4.66666666666667,3.75,4.0,3.0,6.0,6.0,6.0,5.0,9.0,1.33333333333333,5.111111111111111,4.6,3.4,6,8,8,2,1,2,3,2,1,5,5,3,4,4,1,1,4,2,4,4,3,3,3,5,2,1,4,2,4,2,2,1,1,4,5,4,1,1,4,4,1,1,1,282.291178658079,25.989859900693617,66.99603257479083,75.5828417239408,93.81336923925221,137.762609804307,118.709971199019,2017-09-15 09:34:41 -0700,42.0,2.1875
34,35,Utah_137,2,5,2,21,Female,Asian/Pacific-Islanders,0,0,"The Museum of Fine Arts, Cafe",Alone but occasionally with one friend,"Study, and chill.",3,,,,,5.4666666666666694,3.81818181818182,4.66666666666667,2.125,4.5,5.5,5.0,4.5,5.5,1.0,4.0,3.3333333333333304,2.77777777777778,4.6,1.8,2,6,4,2,1,2,1,4,1,4,5,3,5,4,5,3,3,1,1,1,4,5,5,5,4,4,4,4,4,2,1,1,4,5,4,1,1,3,1,2,5,2,2,126.899333776118,9.392558963221047,23.712715565729546,63.143841850747606,59.977499404384794,92.2126531777503,73.9166448562661,2017-09-15 10:13:07 -0700,20.0,4.125
35,36,Utah_138,3,3,5,18,Male,Caucasian,0,2,Mexico,My family,"Relax, beach, food.",9,,,,,4.26666666666667,3.2727272727272703,3.1666666666666696,2.375,6.5,7.0,4.0,6.0,6.0,1.33333333333333,1.0,1.0,1.11111111111111,4.0,3.2,3,4,2,1,1,1,3,2,1,2,4,3,3,4,4,5,4,2,4,2,5,4,4,5,4,5,5,4,4,4,1,1,4,2,3,1,1,1,3,4,4,1,4,159.07948964926902,39.70019825274726,89.31113406627213,51.0980015062282,76.5797286402151,80.5408895141274,59.9833946894195,2017-09-15 10:50:21 -0700,62.0,2.75
36,37,Utah_139,3,6,2,20,Female,Caucasian,0,0,Hawaii,Family,Relax,40,,,,,3.86666666666667,1.72727272727273,4.0,3.125,5.0,5.5,7.0,5.5,5.5,5.33333333333333,2.3333333333333304,1.33333333333333,3.0,2.8,3.0,3,3,4,1,1,1,3,3,1,3,3,3,2,2,2,4,5,2,5,4,3,2,3,4,3,1,4,4,4,2,2,1,3,2,3,4,2,2,1,2,2,2,1,280.43758760523104,17.745332651330497,63.48540632941443,66.7853395976149,94.6793310159993,104.220239423918,268.36086738382403,2017-09-15 13:07:56 -0700,48.0,3.5
37,38,Utah_140,2,6,1,19,Female,Caucasian,0,0,Texas,My sister,My parents moved there a year ago so we visit them,6,,,,,3.46666666666667,2.18181818181818,3.3333333333333304,2.25,3.0,5.0,6.5,5.5,6.0,1.33333333333333,5.66666666666667,1.0,2.6666666666666696,4.0,2.4,3,4,3,2,1,1,3,3,1,3,4,4,4,4,1,3,4,3,4,1,5,4,4,4,2,3,3,3,3,3,3,1,2,3,5,2,2,2,1,3,2,2,1,416.205013134459,44.55454770112933,66.7984222754321,40.4134318469017,86.5418540862648,159.942381815603,193.16344357694302,2017-09-18 07:03:42 -0700,74.0,5.0625
38,39,Utah_141,2,3,1,18,Male,Asian/Pacific-Islanders,0,0,The Marriott Library at the University of Utah.,"Mostly it's just me, but occasionally, once or twice a week, I go there with friends.","When I'm by myself, the library is my study haven. When with friends, it's probably to attend some event held by Crimson Gaming, or to get together for our weekly Dungeons and Dragons session.",8,,,,,3.53333333333333,3.18181818181818,5.0,4.0,4.0,5.0,5.0,2.5,5.5,1.0,3.3333333333333304,4.66666666666667,3.0,4.6,4.4,2,3,2,1,1,2,1,5,1,4,4,3,4,3,4,5,4,4,2,1,1,3,4,2,2,1,5,4,1,1,3,2,2,3,5,3,1,2,2,5,5,4,5,288.673849255508,34.54026161518038,61.516966085459806,89.44834009385009,81.6783606570402,161.436605301886,219.56832514489201,2017-09-19 13:03:19 -0700,32.0,4.125
39,40,Utah_142,3,6,1,18,Female,Caucasian,0,0,The Community Library ,Myself,"Read, study, or just think",19,,,,,3.4,2.18181818181818,4.5,3.0,7.0,4.5,6.0,3.0,5.0,2.3333333333333304,7.0,2.3333333333333304,3.88888888888889,4.6,3.0,3,7,5,1,1,2,5,5,1,3,5,2,5,4,5,3,4,3,4,4,5,5,5,4,2,1,2,4,4,1,4,2,2,4,5,1,2,4,2,3,4,3,1,253.903797833256,26.091717694628496,63.28264875930716,63.7685403202934,70.1582925521875,135.248077713282,118.60448764087099,2017-09-19 13:54:07 -0700,26.0,4.25
40,41,Utah_143,2,5,1,18,Male,Caucasian,0,0,The San Juan Islands in northern Washington.,Family,"Fish, hike, kayak, draw, take pictures, make videos, and feel happy",18,,,,,2.6,1.8181818181818201,3.5,1.375,6.5,4.5,6.0,6.0,6.5,3.0,6.0,4.0,4.33333333333333,3.2,2.0,2,3,3,2,1,2,5,2,1,4,5,3,5,2,3,2,2,2,3,3,2,4,4,3,2,2,1,2,3,2,2,1,1,4,4,4,2,3,1,2,2,3,3,222.443702252035,37.10029239903571,78.88603801788722,88.7080294803331,96.6196130203302,111.53464697966601,182.846953838031,2017-09-19 14:37:59 -0700,20.0,4.0625
41,42,Utah_144,4,5,1,19,Androgynous,Other,0,0,Ireland,My family,Explore and relax,25,17.0,7.0,10.0,1389.0,4.06666666666667,2.09090909090909,4.83333333333333,4.0,6.5,4.0,4.5,3.0,6.5,1.0,4.33333333333333,2.3333333333333304,2.55555555555556,3.0,3.6,2,1,5,1,1,1,3,2,1,4,5,4,5,5,5,2,2,2,3,2,4,5,5,2,4,4,2,4,5,2,2,1,2,4,5,1,4,4,1,2,2,1,1,231.62700452678902,33.98841590286089,35.19071775186765,57.901102758483,92.1361413311207,126.82692062137501,97.6339312933045,2017-09-20 14:42:01 -0700,52.0,4.1875
42,43,Utah_145,4,5,3,31,Male,Caucasian,0,0,California,Family/friends,Vacation,31,23.0,11.0,9.0,2755.0,5.06666666666667,3.09090909090909,3.1666666666666696,1.125,6.0,4.5,6.0,6.5,6.5,2.0,0.666666666666667,2.6666666666666696,1.77777777777778,5.2,1.4,3,2,3,2,1,2,3,2,1,2,5,2,5,3,4,2,2,1,1,3,3,4,4,4,4,5,4,5,4,4,1,1,2,5,5,5,4,4,1,3,2,2,1,215.297925092767,25.608178007567943,62.75859516674768,51.1738933186374,102.90534671853901,58.5336824202135,66.36981052280379,2017-09-21 14:40:54 -0700,64.0,5.3125
43,44,Utah_146,3,3,6,34,Female,Caucasian,1,1,Camping in S. Eastern Utah,Family,"Hike, go out to eat, shop, see a game/event",14,11.0,5.0,5.0,1381.7,5.73333333333333,3.7272727272727297,3.1666666666666696,1.5,5.5,4.0,6.5,5.0,4.5,4.0,6.33333333333333,4.66666666666667,5.0,5.2,1.8,5,2,5,2,1,2,3,1,1,4,5,4,5,3,4,3,5,1,5,4,4,2,2,5,5,4,5,4,5,1,1,1,1,4,5,4,2,2,5,2,5,4,3,137.68205079274202,44.6235556601895,52.3997148551318,70.9553433561013,56.1675478117481,99.66343843863571,135.19024260189198,2017-09-22 09:30:24 -0700,20.0,4.6875
44,45,Utah_147,3,5,1,22,Female,Caucasian,0,0,Pittsburgh,Usually my parents and brother,Spend time with extended family and see the city.,25,19.0,6.0,12.0,1378.1,3.3333333333333304,2.45454545454545,4.66666666666667,3.0,1.0,4.5,5.5,4.0,5.5,1.0,1.0,2.0,1.33333333333333,4.4,5.0,3,2,3,2,1,1,3,2,1,3,5,3,5,2,4,3,2,4,4,2,4,2,1,4,1,5,3,3,2,2,4,1,1,3,4,4,4,2,1,3,4,1,2,432.09234092475197,41.51235983089261,44.65022464865383,62.655528922367495,92.82705771167922,108.22626718808701,131.278092690561,2017-09-22 10:23:16 -0700,36.0,3.5625
45,46,Utah_148,4,5,1,22,Male,Caucasian,0,0,Hawaii,Family and Friends,Go to the beach and tours,17,12.0,5.0,5.0,1313.2,4.2,2.90909090909091,3.6666666666666696,1.0,1.5,5.0,5.5,6.0,5.5,3.0,8.66666666666667,7.33333333333333,6.33333333333333,3.0,2.8,2,3,5,1,3,3,3,2,1,3,4,3,4,3,4,4,4,4,2,2,4,3,3,5,4,4,4,3,4,3,1,1,1,4,4,4,2,2,2,2,4,4,2,435.82955536103,52.83084154236318,59.94915247447402,72.82099755769059,91.5646391590385,152.328359221719,413.840494934177,2017-09-22 13:24:27 -0700,8.0,3.375
46,47,Utah_149,3,6,1,19,Female,Caucasian,0,0,Hawaii,family,relax,10,7.0,3.0,2.0,1213.2,3.8,2.7272727272727297,4.33333333333333,3.625,3.0,4.0,6.0,4.0,4.0,1.0,3.3333333333333304,1.0,1.77777777777778,4.4,2.6,6,5,3,2,1,2,1,2,1,2,4,3,4,3,5,3,3,2,3,1,4,4,5,4,5,4,4,3,4,4,2,5,2,5,5,4,4,2,2,4,2,1,1,316.38704902967004,65.00924850539045,83.55786826786263,82.1055400621748,58.8657350945326,111.116133061953,99.8690791782666,2017-09-25 06:12:58 -0700,48.0,3.1875
47,48,Utah_150,2,4,4,20,Male,Latino or Hispanic,0,0,at home ,family and friends ,have fun,22,17.0,9.0,6.0,1949.3,3.6,2.2727272727272703,3.0,1.75,4.0,4.5,6.0,4.0,4.0,1.0,1.0,3.0,1.6666666666666698,3.6,2.0,3,5,3,2,2,2,3,3,1,3,4,3,4,4,3,3,1,2,2,4,3,4,4,3,3,2,4,2,3,3,2,1,1,4,5,4,1,1,1,2,4,2,1,302.287017576423,50.21749963754718,67.69538153558173,87.430717361215,72.226819210876,125.89700199104799,262.461313426795,2017-09-25 06:57:22 -0700,48.0,4.0
48,49,Utah_151,3,4,1,20,Male,Caucasian,0,3,California,family,Relax and visit places,19,15.0,6.0,7.0,1400.0,3.06666666666667,1.45454545454545,2.6666666666666696,3.5,4.0,5.0,4.0,4.5,5.0,1.0,3.6666666666666696,3.0,2.55555555555556,3.2,2.6,4,5,4,2,2,2,3,3,1,2,4,3,4,3,4,3,3,4,4,2,4,3,3,4,3,3,3,4,4,3,3,1,1,3,4,4,4,2,3,2,2,1,2,439.779709889329,50.62613179082621,76.40036584251885,60.193889408532705,107.81927965442699,102.594644700361,123.26661193561701,2017-09-25 07:41:43 -0700,64.0,2.75
49,50,Utah_152,2,5,1,18,Male,Caucasian,0,0,Mountains,Myself,listen to music or hike,15,11.0,5.0,5.0,1615.0,2.8,2.90909090909091,3.6666666666666696,3.875,5.0,3.5,2.0,3.5,5.0,1.0,5.66666666666667,5.66666666666667,4.11111111111111,3.6,4.2,5,4,3,1,2,3,3,1,1,2,3,4,4,4,4,3,2,4,5,4,1,2,3,2,2,4,2,2,4,3,4,1,2,4,5,4,3,1,2,4,4,1,2,375.83875397058296,30.716109492166712,60.88538671309977,82.3419494070049,70.9348326338682,91.12254657694841,112.690553288909,2017-09-27 13:16:00 -0700,50.0,4.9375
50,51,Utah_153,3,5,2,20,Male,Caucasian,0,0,At a my families cabin in montana,family and close friends,"hike, boat, bike, visit nature places",19,12.0,7.0,3.0,1901.9,4.6,4.0,3.1666666666666696,1.375,2.0,4.0,5.0,7.0,6.0,2.6666666666666696,7.33333333333333,2.0,4.0,4.8,2.8,5,5,3,1,2,2,3,2,1,3,4,3,4,3,4,4,3,2,3,4,2,3,4,5,3,5,4,4,4,4,1,1,1,3,4,2,3,2,2,3,2,2,1,217.194353393703,32.96673896593491,51.186291634807226,49.688354677113,84.2055843183854,114.282351964533,119.546915501257,2017-09-27 14:17:34 -0700,54.0,4.375
51,52,Utah_154,3,2,5,19,Female,Caucasian,0,0,Disneyland,Family and Partners,Hang out as a group,8,4.0,3.0,1.0,698.3,2.2,2.3636363636363598,4.16666666666667,4.0,6.5,3.5,3.0,2.5,5.5,1.0,1.0,3.6666666666666696,1.88888888888889,3.6,4.2,3,2,2,2,1,1,3,3,1,3,3,5,3,5,2,5,4,4,5,2,2,2,3,2,1,4,3,1,1,1,4,1,2,2,4,3,2,5,2,3,4,1,1,172.047757351026,18.076325363089726,29.924966848998125,62.1111187464769,71.94967544530171,89.1670869120908,81.9148982221444,2017-09-29 08:28:37 -0700,-24.0,3.875
52,53,Utah_155,4,5,1,41,Male,Other,0,0,at home,no one,Study and play on computer,14,12.0,5.0,5.0,1639.5,4.13333333333333,2.6363636363636402,2.3333333333333304,1.375,2.0,2.0,5.0,5.0,6.0,2.0,8.66666666666667,7.33333333333333,6.0,4.2,1.0,1,1,1,1,1,1,2,5,2,1,4,2,5,3,3,4,1,1,3,4,1,3,4,4,3,5,4,4,3,4,1,4,5,4,4,2,4,2,3,2,1,1,1,261.785494725926,69.56995194593014,58.61858987282083,74.66708626794001,92.5223336740172,156.232231393029,96.04243938219228,2017-09-29 12:55:39 -0700,38.0,3.625
53,54,Utah_156,2,2,3,21,Female,Asian/Pacific-Islanders,0,0,Hawaii,myself,go to the beach,9,6.0,3.0,1.0,1027.7,3.8,4.09090909090909,4.66666666666667,1.625,3.0,5.0,6.0,5.5,7.0,1.0,1.33333333333333,1.33333333333333,1.22222222222222,4.6,1.8,2,4,3,3,1,3,1,3,1,3,5,2,5,2,4,4,2,2,2,1,5,4,5,5,5,5,3,2,4,3,1,1,1,5,5,5,1,1,5,3,5,5,3,229.967163689202,58.74235657583088,75.3072228647016,69.9817394941246,82.8095822297942,130.143614576756,248.36352408291,2017-10-02 06:12:28 -0700,28.0,4.125
54,55,Utah_157,4,4,4,34,Male,Caucasian,0,0,Oregon,My wife,visit family,13,9.0,5.0,3.0,1271.2,4.13333333333333,3.18181818181818,4.16666666666667,2.5,3.0,6.5,5.5,5.5,6.5,1.6666666666666698,8.33333333333333,2.3333333333333304,4.11111111111111,4.8,3.8,1,1,2,1,1,2,3,4,1,2,5,5,4,5,5,4,3,3,4,4,1,2,2,3,1,4,3,4,2,2,2,1,1,4,5,4,4,1,1,1,1,2,1,243.62646094238,49.90277514534324,79.85545796050249,68.6862710690721,82.9969475469528,195.531913424776,240.32279140249,2017-10-02 09:06:59 -0700,52.0,5.6875
55,56,Utah_158,5,5,10,36,Female,Asian/Pacific-Islanders,2,2,beach,family,"swim, picnic, expore, check animals",19,12.0,6.0,4.0,1688.9,4.13333333333333,3.2727272727272703,4.0,5.0,5.5,4.5,7.0,5.5,6.5,1.6666666666666698,3.6666666666666696,1.0,2.1111111111111103,3.0,3.0,7,4,7,4,3,2,4,4,1,4,5,4,4,3,5,3,3,4,3,2,3,3,3,4,3,3,3,4,3,4,5,2,2,3,5,5,3,3,5,3,3,3,3,287.614074680671,60.781927630721476,76.85560789861788,66.2505063557406,78.60461198320729,217.66194857122298,512.2705392498269,2017-10-03 08:31:02 -0700,8.0,5.5625
56,57,Utah_159,3,5,2,18,Male,Caucasian,0,0,at home,my friends,play video games and board games,17,14.0,6.0,7.0,963.2,4.4666666666666694,2.81818181818182,4.0,1.375,1.5,4.0,4.5,5.0,6.0,1.6666666666666698,8.33333333333333,6.0,5.33333333333333,5.2,2.4,4,4,3,2,1,3,5,4,1,4,4,3,4,3,3,4,3,1,3,1,4,3,4,5,5,1,4,4,4,5,2,3,2,3,4,2,4,2,1,4,1,1,1,51.6529198591836,26.160702960313706,19.925058335094057,54.0443504967877,56.9245026971429,67.0870285475684,78.0578574520758,2017-10-03 13:50:52 -0700,30.0,5.125
57,58,Utah_160,2,3,3,18,Male,Caucasian,0,0,Home,Nobody,"Study, play videogames",6,5.0,1.0,4.0,65.4,3.0,2.54545454545455,3.5,2.75,1.0,4.0,5.0,3.0,2.5,1.0,1.6666666666666698,1.33333333333333,1.33333333333333,3.2,3.2,5,2,3,2,2,2,5,4,1,4,3,4,4,4,3,4,3,2,2,2,1,1,2,2,1,4,2,5,3,3,5,1,4,4,3,2,2,2,2,2,1,1,1,307.77693049086,20.891603253537983,29.815183518483128,71.9454099039259,62.2511397022635,99.39535414249809,57.309644048225096,2017-10-04 14:45:49 -0700,26.0,2.6875
58,59,Utah_161,3,4,5,47,Female,Caucasian,4,3,Home,My family,Spend time together,29,23.0,10.0,11.0,2175.6,3.3333333333333304,1.45454545454545,3.8333333333333304,3.75,6.0,6.5,6.5,3.5,5.0,1.0,1.0,1.0,1.0,2.4,5.6,2,2,6,1,1,1,3,2,1,3,4,4,4,4,4,4,5,4,5,4,4,4,4,2,2,2,1,4,4,2,3,1,2,4,5,4,4,1,1,5,1,1,1,,74.39737416361977,82.7424546158164,68.1438693940016,81.6167827154753,221.902782805659,507.842093148843,2017-10-04 15:35:23 -0700,42.0,4.125
59,60,Utah_162,3,5,2,19,Male,Caucasian,0,0,The Mountains,Close Friends,"Camp, Have a fire, Listen to music",14,11.0,8.0,2.0,1457.1,5.4,4.545454545454549,4.66666666666667,2.125,4.5,4.0,5.5,5.5,6.5,2.0,2.3333333333333304,6.66666666666667,3.6666666666666696,4.4,2.0,6,4,3,1,3,2,1,2,1,2,5,3,5,2,5,1,1,1,2,4,5,5,5,5,4,5,4,5,4,2,1,1,1,5,5,3,1,1,1,2,4,3,2,376.24170207137,17.998300195623518,37.81737391100387,74.15889708483171,96.2254031359845,83.31740031581509,138.237326581764,2017-10-06 08:20:34 -0700,66.0,1.625
60,61,Utah_163,3,3,1,18,Female,Asian/Pacific-Islanders,0,0,My room,No one,"homework, study, sleep",6,5.0,3.0,1.0,878.5,3.0,2.2727272727272703,4.16666666666667,4.125,2.0,5.0,5.5,4.0,5.5,1.0,1.6666666666666698,1.0,1.22222222222222,3.4,4.4,2,2,2,1,1,1,3,4,1,4,4,4,5,5,2,5,5,4,4,1,2,4,4,1,4,2,4,1,2,1,2,2,3,4,2,1,5,5,3,4,1,1,2,119.675896336455,54.36829393677803,65.66745718528378,53.3965473133858,93.162179360848,106.809296855313,193.998882435806,2017-10-06 09:33:56 -0700,36.0,3.875
61,62,Utah_164,5,5,2,22,Male,Asian/Pacific-Islanders,0,0,Beach ,"Family, Friends ","Relax, Explore ",12,9.0,3.0,4.0,1050.1,4.73333333333333,3.6363636363636402,4.0,2.25,2.0,4.5,5.5,5.5,3.5,1.33333333333333,3.6666666666666696,2.6666666666666696,2.55555555555556,3.4,3.4,5,3,2,2,2,2,3,2,1,3,4,3,5,2,3,3,3,3,3,1,4,4,3,4,5,4,4,4,5,2,1,1,1,3,4,3,3,2,2,4,4,3,3,101.372908072925,25.8928322471823,29.869095244953357,54.335883083191604,67.70231468168899,62.6093500517919,78.0946211313594,2017-10-06 10:01:35 -0700,42.0,4.25
62,63,Utah_165,3,3,3,18,Female,Caucasian,0,5,Anywhere outside with nature,My family and friends,Relax and play around.,8,5.0,2.0,2.0,698.2,3.7333333333333303,3.7272727272727297,4.33333333333333,2.875,6.5,6.5,5.0,5.5,6.5,1.0,1.0,1.6666666666666698,1.22222222222222,4.8,4.0,3,5,3,2,1,2,3,4,1,4,5,4,5,2,5,2,3,2,2,2,4,4,4,4,3,2,3,3,3,3,4,1,2,4,5,3,2,2,3,2,3,1,1,483.219287218124,29.40625821559384,47.396290706933826,73.2648789331679,81.0191460745511,100.218866220217,69.135683153971,2017-10-06 12:36:52 -0700,32.0,4.9375
63,64,Utah_166,3,5,8,25,Male,Caucasian,0,2,At a lake,Family or friends,Boating activities,14,33.0,12.0,19.0,2791.9,3.46666666666667,2.09090909090909,3.5,1.0,3.5,5.0,4.0,5.0,6.0,1.0,1.0,5.33333333333333,2.44444444444444,3.0,3.0,3,2,3,1,2,4,3,3,1,3,4,4,4,3,2,4,4,2,1,4,3,2,2,3,2,3,2,3,3,4,3,1,2,2,5,4,1,4,2,1,3,2,1,179.49017181633099,39.7006526517168,67.80612647166521,73.7665899788155,79.17148555586141,73.42381939791059,91.5995333131015,2017-10-06 13:54:27 -0700,74.0,4.9375
64,65,Utah_167,3,3,2,19,Male,Caucasian,0,0,"Any forest, mountains, woods, or wilderness.",Family,"Wander, or follow a trail to find an interesting landmark.",3,18.0,4.0,13.0,1308.4,3.53333333333333,2.6363636363636402,4.33333333333333,2.5,4.5,7.0,5.0,4.5,7.0,1.0,1.0,2.0,1.33333333333333,3.2,1.8,1,3,2,2,2,2,4,5,1,1,5,3,5,2,5,2,5,1,3,3,4,3,4,4,4,2,4,5,3,5,1,1,2,4,5,4,5,5,2,2,1,1,5,393.872382550517,27.285840971087985,64.66769879614938,54.06914609840901,88.4289230596019,75.66027739336141,116.05130726178001,2017-10-06 14:41:41 -0700,24.0,4.5625
65,66,Utah_168,2,5,1,18,Male,Asian/Pacific-Islanders,0,0,Home,No one,"Write code, compile and update every once in a while to the newest version of the Linux kernel, do homework, nothing particularly outstanding.",5,3.0,0.0,3.0,32.7,3.2666666666666697,2.45454545454545,4.5,2.0,1.5,2.0,3.5,6.5,4.5,1.0,2.6666666666666696,1.0,1.55555555555556,3.8,3.6,3,3,2,1,1,1,5,5,1,2,3,4,4,4,1,5,3,4,3,2,4,1,2,4,4,1,3,2,3,2,2,1,4,1,1,1,4,4,2,4,2,1,1,307.11727310321,45.87005068512265,73.48975845214113,66.8126973314202,77.9767787903708,89.62721313819941,120.312119960946,2017-10-10 08:00:29 -0700,22.0,4.9375
66,67,Utah_169,4,2,1,27,Male,Caucasian,0,0,"Outdoors, a forest","friends, family","take pictures, explore",9,7.0,2.0,4.0,916.9,4.4666666666666694,4.454545454545451,4.83333333333333,4.25,3.0,6.5,4.0,5.0,4.5,2.0,4.66666666666667,4.66666666666667,3.77777777777778,5.6,5.4,1,3,2,2,2,2,3,1,1,3,4,5,5,3,5,4,2,2,5,2,4,5,5,5,4,5,5,4,5,1,2,2,1,4,5,5,2,4,4,2,1,1,1,352.72909879047097,23.53875838131066,65.92425001526556,63.496640229133504,75.5138728965225,92.3279433848437,287.338258099759,2017-10-10 08:18:59 -0700,24.0,4.5625
67,68,Utah_170,3,4,2,20,Male,Caucasian,0,0,Home,My fiance,"Watch shows, play games, do homework, read",4,24.0,6.0,18.0,1355.9,4.93333333333333,3.09090909090909,4.0,1.875,5.5,6.0,4.5,6.0,6.5,3.3333333333333304,6.66666666666667,7.33333333333333,5.77777777777778,4.2,2.2,7,8,3,2,1,2,3,1,1,3,4,4,4,5,5,5,2,2,2,5,4,5,5,5,4,4,4,5,5,4,2,1,1,4,5,1,1,1,1,2,5,5,5,485.452685968429,31.70626845265327,81.59292234245078,61.6581471060714,95.94427982561209,47.8807456528531,156.769467863621,2017-10-10 15:20:32 -0700,80.0,6.25
68,69,Utah_171,4,5,1,20,Female,Asian/Pacific-Islanders,0,0,Coffee Shops ,Friends ,Homework ,27,23.0,9.0,13.0,1942.2,3.3333333333333304,2.18181818181818,4.33333333333333,3.375,6.0,6.5,6.5,3.0,6.5,1.33333333333333,3.3333333333333304,2.0,2.22222222222222,3.8,4.4,4,4,4,2,1,1,5,5,1,4,5,5,5,5,5,2,5,1,4,3,5,3,3,4,3,2,4,2,4,1,4,1,1,5,5,5,2,1,1,3,5,3,2,284.046073078091,86.20576671577751,69.67128150634284,55.0925563733398,86.1744227671937,155.713649666214,129.955171283739,2017-10-16 09:16:35 -0700,24.0,3.75
69,70,Utah_172,3,5,2,20,Male,Caucasian,0,0,California ,"Friends, family","relax, shop, swim",9,32.0,11.0,19.0,2441.4,4.73333333333333,3.3636363636363598,3.6666666666666696,3.375,7.0,5.0,5.5,4.5,4.0,2.3333333333333304,9.0,4.33333333333333,5.22222222222222,4.0,2.8,3,4,2,1,2,2,3,3,1,3,5,4,5,4,4,4,2,3,3,4,4,3,4,5,5,4,5,3,4,4,1,1,2,3,5,1,1,1,1,1,1,1,1,197.470542867827,53.908599181096044,48.04758274289167,59.3191441184349,81.5965412318465,86.16631135225859,130.905235854285,2017-10-16 10:05:12 -0700,26.0,4.5625
70,71,Utah_173,3,5,1,18,Male,Caucasian,0,0,Japan,My grandparents,Go to many different places and explore,7,19.0,7.0,11.0,1862.1,4.4,3.45454545454545,3.5,1.0,1.5,4.0,5.0,1.5,1.5,1.0,4.66666666666667,6.66666666666667,4.11111111111111,5.2,2.8,5,4,4,1,1,2,1,2,1,4,4,5,5,3,4,4,4,2,1,3,4,1,1,5,4,5,4,4,4,5,1,1,1,1,4,1,1,4,3,3,4,1,1,202.404075616945,40.23911015446666,61.17902358321398,60.75959877681729,83.08559535003769,79.03439883098099,118.592572950563,2017-10-16 11:09:30 -0700,26.0,5.25
71,72,Utah_174,2,4,1,18,Male,Asian/Pacific-Islanders,0,0,A restaurant called Tastea,Friends and Family,Eat food and drink boba,12,7.0,2.0,5.0,614.0,5.0,3.45454545454545,2.8333333333333304,3.0,5.5,7.0,6.5,6.5,6.5,1.0,2.3333333333333304,3.0,2.1111111111111103,3.6,2.6,3,3,6,2,1,2,1,4,1,3,5,4,4,4,4,4,4,3,4,1,4,4,4,3,3,5,4,4,3,4,2,1,1,4,4,4,3,4,2,2,2,3,3,405.190961017805,35.50287925581168,59.386595872922065,88.1093952693838,60.5977067161872,85.1212426027901,296.95756110394797,2017-10-16 14:19:32 -0700,10.0,4.1875
