,Unnamed: 0,id,Education,FamSES,Income,Age,Gender,Ethnicity,Kids_1,KidsHome_1,Fav,FavPpl,FavActivity,UStotal,UTtotal,UTrural,UTurban,UTdist,SBtotal,Orient,Route,SA,BFExtraverted,BFAgreeableness,BFConscient,BFEmoStabil,BFOpennness,SOIbehavior,SOIattitude,SOIdesire,SOItotal,ATOTpleasure,ATOTnopleasure,Q1,Q3,Q4,Q5,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q18,Q19,Q20,Q25,Q27,Q29,Q32,Q39,Q40,Q42,Q45,Q47,Q49,Q50,Q51,Q52,Q54,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q65,Q66,Q67,Q68,Q69,Q72,Q73,Map,WithinRtPt,BetweenRtPt,WithinRtPtAllo,BetweenRtPtAllo,WithinDist,BetweenDist,date,MRT,PSAS
114,115,Utah_218,3,3,1,22,Female,Asian/Pacific-Islanders,0,0,California,Family,visit family and hot spots ,3,10.0,1.0,9.0,249.0,3.06666666666667,2.09090909090909,3.8333333333333304,2.875,2.5,4.5,4.0,2.5,4.0,1.0,1.33333333333333,5.66666666666667,2.6666666666666696,3.8,3.6,2,2,2,1,1,1,3,5,1,4,3,3,4,4,3,4,3,2,4,1,4,5,3,2,2,1,5,4,2,4,4,2,2,4,4,3,4,4,1,4,4,1,1,539.180833055998,28.324570611040865,31.820247905197494,68.9740941954836,70.7868806632937,50.517945492094,80.57078218658759,2017-11-16 15:38:22 -0800,20.0,3.4375
115,116,Utah_219,3,3,2,20,Male,Caucasian,0,0,The Cottonwood canyons,My close friends or by myself,"hike, hammock, read, or otherwise enjoy the scenery",14,29.0,12.0,15.0,2836.2,6.0,3.6363636363636402,2.3333333333333304,1.625,2.5,3.0,6.5,3.5,6.0,1.33333333333333,9.0,2.3333333333333304,4.2222222222222205,5.8,1.8,3,2,2,1,1,2,3,1,1,3,5,2,5,1,5,2,1,1,5,3,3,3,3,5,5,5,5,5,5,2,1,1,1,4,5,1,1,1,2,2,4,1,1,84.091491838137,14.419891152151944,20.214179300429237,51.4189720243995,61.1008862406699,90.46744304880372,88.4572664826311,2017-11-16 16:39:31 -0800,18.0,4.3125
116,117,Utah_221,3,3,1,19,Female,Caucasian,0,0,in the mountains,friends,"hike, hammock, photograph",35,35.0,15.0,19.0,2613.1,3.7333333333333303,3.54545454545455,4.33333333333333,2.0,7.0,7.0,5.0,3.0,7.0,2.6666666666666696,2.3333333333333304,1.6666666666666698,2.22222222222222,6.0,1.8,6,4,8,2,3,3,3,4,1,4,5,2,5,1,3,1,1,1,1,4,5,4,5,5,2,4,4,5,4,5,5,1,2,3,5,4,2,4,2,2,3,1,1,321.790705929779,49.85744444537869,49.615862547567595,81.7605722422364,88.1269208676781,183.014657769489,156.92329116334,2017-11-17 10:01:00 -0800,28.0,4.3125
117,118,Utah_222,3,5,1,19,Female,Caucasian,0,0,the mountains or the beach or my bed,friends or by my self,think and talk,12,15.0,2.0,13.0,341.3,4.5333333333333306,3.2727272727272703,4.33333333333333,2.375,7.0,7.0,6.0,4.5,6.5,1.0,3.6666666666666696,6.33333333333333,3.6666666666666696,4.6,2.2,6,6,7,1,1,1,3,2,1,4,5,4,5,3,5,2,4,2,1,2,5,5,5,4,5,2,4,2,5,1,1,2,1,1,4,2,3,4,3,3,1,1,1,263.666830780532,40.81990866582463,71.50754814638742,48.9951944963696,80.1381855541417,103.93010395703199,173.513007959436,2017-11-17 10:50:46 -0800,26.0,3.75
118,119,Utah_223,3,5,1,26,Male,Caucasian,0,0,"Near Mirror lake, in the Uintas.","Typically alone, occasionally with a single friend or sibling.","Talk, relax, walk, take photographs, read, take LSD, camp, eat.",12,28.0,10.0,18.0,2171.8,3.06666666666667,2.6363636363636402,3.6666666666666696,3.25,2.0,1.5,5.5,2.0,6.0,2.6666666666666696,6.33333333333333,3.3333333333333304,4.11111111111111,3.2,3.6,3,3,3,2,1,2,3,2,1,3,4,4,4,3,3,4,4,3,4,1,2,1,3,2,2,2,3,3,2,3,3,1,1,5,5,4,1,1,1,3,2,1,1,251.13316162746798,50.817632865278775,60.723201365972564,76.1756874730257,94.05894798357849,111.105280328669,240.287487877821,2017-11-17 11:02:08 -0800,50.0,4.3125
119,120,Utah_224,3,5,8,18,Female,Caucasian,0,0,California,Friends,relax!,3,18.0,3.0,14.0,957.6,2.4,2.6363636363636402,4.66666666666667,3.875,5.5,5.0,6.5,6.5,5.0,1.0,0.0,0.0,0.33333333333333304,3.6,5.0,6,4,3,2,1,1,3,5,1,4,4,4,4,3,3,3,5,4,5,2,1,4,4,1,1,5,2,1,2,1,5,1,1,1,4,4,4,4,2,4,5,2,1,274.400875395363,45.718507703249024,62.38086370584541,85.4706319585235,88.6818003972462,212.61094198999902,247.15582315152,2017-11-17 11:47:28 -0800,-10.0,3.8125
120,121,Utah_225,2,4,2,18,Male,Caucasian,0,0,The pool,"Family, co-workers",Swim underwater for extended periods,6,25.0,9.0,15.0,1877.6,4.4,3.54545454545455,4.33333333333333,1.375,5.0,5.0,5.0,6.0,6.0,1.0,1.0,4.0,2.0,5.2,2.8,5,4,3,1,1,2,3,2,1,2,5,3,4,3,5,4,2,2,1,3,3,3,5,5,4,5,4,5,4,3,2,1,2,4,5,2,2,4,3,3,3,1,4,286.802386180697,32.688556055899795,43.780169167553616,84.1519504952191,89.5012523294875,96.38990764633509,158.56655539507,2017-11-20 06:19:59 -0800,52.0,5.0625
121,122,Utah_226,4,5,5,27,Male,Caucasian,3,3,In the mountains,"Myself, my wife, family, or friends","Explore, hike around, enjoy the scenery",15,33.0,11.0,19.0,3093.5,4.2,3.81818181818182,3.0,1.5,3.5,6.5,6.5,5.0,7.0,1.0,1.0,1.0,1.0,5.6,1.6,4,4,4,1,1,1,3,2,1,2,4,3,4,3,4,4,2,1,1,1,5,1,2,5,4,5,3,5,5,5,1,1,1,4,5,2,4,4,2,5,4,1,1,462.652997035594,19.76948268265146,48.22483349623568,76.2132510538372,66.7793395532885,101.613418168282,92.4910270879506,2017-11-20 15:45:00 -0800,32.0,4.875
122,123,Utah_227,5,4,5,30,Female,Caucasian,0,0,"Anywhere with family or friends.  (at their homes, dinner or trying out new activities.  I also like to spend time outdoors)",Boyfriend or my sister or my closer friends,"Explore, talk, play games, laugh, try new foods",22,28.0,9.0,17.0,1822.1,4.73333333333333,3.7272727272727297,4.5,1.875,4.5,5.0,4.0,5.0,6.0,1.0,1.0,1.0,1.0,5.4,2.8,3,7,8,2,1,2,3,2,1,3,5,3,5,3,4,3,3,1,2,2,5,5,4,5,4,5,4,5,3,4,3,1,1,2,5,1,1,1,5,2,1,1,1,389.17154824444395,22.071854697825593,51.0741848423133,64.92026105187861,82.4091592125757,110.572248492124,88.74907821962351,2017-11-20 15:47:38 -0800,28.0,5.375
123,124,Utah_228,3,6,1,19,Male,African-American,0,0,Washington,Myself,Spend time with my mom and brother,12,3.0,0.0,3.0,71.5,3.0,1.54545454545455,3.3333333333333304,2.5,2.0,6.5,4.0,6.5,5.5,1.33333333333333,3.0,2.6666666666666696,2.3333333333333304,2.6,3.4,5,3,3,1,1,1,5,5,1,4,4,4,3,3,3,5,3,4,1,1,2,1,1,3,2,3,3,2,2,2,2,1,1,3,4,1,1,2,3,1,1,1,1,232.6452334066,39.514518550159266,49.043173813184595,81.56154485615009,68.6033828601541,100.747854334849,105.628961704221,2017-11-20 16:47:29 -0800,56.0,4.1875
124,125,Utah_229,3,4,4,19,Female,Caucasian,0,0,My living room couch with my friends,my friends,"watch tv, talk, listen to music, do homework, etc. ",1,29.0,9.0,18.0,2411.3,4.93333333333333,3.54545454545455,3.5,1.0,6.0,4.0,6.0,6.0,6.0,3.0,6.33333333333333,6.0,5.111111111111111,5.6,1.0,2,4,4,1,2,1,3,2,1,4,4,4,5,1,5,5,1,2,2,1,4,4,4,5,5,5,4,4,5,4,1,1,1,1,5,1,1,1,1,1,1,1,1,366.028994630559,61.89902981862597,70.07057976484859,89.2668305789265,97.23433513916781,184.03885911240002,199.2513409264,2017-11-21 06:13:39 -0800,26.0,5.3125
125,126,Utah_230,2,3,2,19,Female,Caucasian,0,0,Outside,Friends,Talk/exercise,9,24.0,7.0,17.0,1275.6,3.06666666666667,2.09090909090909,3.8333333333333304,1.875,6.0,6.5,5.5,5.5,7.0,3.6666666666666696,5.66666666666667,6.33333333333333,5.22222222222222,3.4,1.6,5,4,3,2,1,2,3,2,1,3,5,4,4,2,4,2,3,3,1,4,4,5,5,4,3,4,3,2,2,4,4,1,1,5,5,3,2,1,1,1,2,2,1,326.908003487305,64.99388088116429,61.44314236375055,57.3624840260353,108.294801385231,146.853547030016,300.648571536463,2017-11-21 06:15:36 -0800,0.0,4.3125
126,127,Utah_231,2,2,1,19,Female,African-American,0,0,California ,alone,visit my boyfriend,7,24.0,6.0,18.0,1459.6,4.0,3.0,3.3333333333333304,3.0,4.5,5.5,5.0,5.5,4.0,1.6666666666666698,3.0,1.33333333333333,2.0,3.4,3.8,4,4,2,1,1,1,3,2,1,3,5,4,3,3,3,3,3,2,3,2,2,4,4,3,3,4,3,2,3,2,2,1,1,2,5,2,1,1,2,2,1,5,1,250.71598198920898,62.08955512605772,74.6918714454199,87.54466161402641,82.32285888574009,173.86921248152402,227.86119375253102,2017-11-21 08:20:29 -0800,22.0,5.1875
127,128,Utah_232,2,5,1,18,Male,Caucasian,0,0,"Locally Big Cottonwood Canyon (skiing, mtn. biking) My favorite traveling (California, Hawaii, London)",Family and Friends,"Explore, ski, mountain bike, hike, visit landmarks",15,33.0,14.0,17.0,3297.4,4.26666666666667,3.09090909090909,4.16666666666667,2.875,4.5,5.5,5.5,5.5,6.0,1.0,5.33333333333333,3.3333333333333304,3.22222222222222,4.8,2.8,3,4,4,2,2,3,2,2,1,5,5,4,5,4,5,2,3,2,4,2,5,4,3,5,4,5,4,4,4,3,2,1,2,5,5,5,3,4,1,3,2,2,1,234.084366603282,26.986901975824395,67.71888379755973,56.7390128387691,81.3373537657602,103.38388082961599,145.39087617139901,2017-11-21 15:43:35 -0800,48.0,5.125
128,129,Utah_233,5,5,1,22,Male,Asian/Pacific-Islanders,0,0,At home,None,"Web surfing, gaming, resting",6,3.0,0.0,3.0,11.7,4.2,3.18181818181818,3.5,2.25,3.0,5.5,5.0,6.5,3.5,1.0,3.6666666666666696,1.6666666666666698,2.1111111111111103,3.8,2.6,1,3,3,1,1,1,5,5,1,4,3,4,4,4,3,4,3,3,4,2,1,3,2,4,4,4,3,3,4,3,2,2,2,3,2,3,3,4,2,2,2,2,2,257.17804664607496,35.997527460289014,52.268018934916775,65.9162402644018,68.2955675316319,93.9244415800027,131.993079206068,2017-11-21 16:34:36 -0800,72.0,5.0
129,130,Utah_234,3,3,1,20,Female,African-American,0,0,The Beach,Family and Friends ,"Surf, lay out ",13,26.0,9.0,15.0,1943.9,3.13333333333333,1.6363636363636398,3.8333333333333304,3.25,6.0,4.0,7.0,4.0,5.5,1.0,1.0,3.3333333333333304,1.77777777777778,2.8,3.6,6,4,2,1,1,1,3,2,1,4,4,4,4,4,4,4,4,3,5,1,4,3,4,2,3,1,1,1,4,2,2,1,1,1,5,5,1,1,2,4,1,1,1,327.237548018364,38.538973765971036,70.81066051898023,66.1293373012509,80.0061014424031,151.116281889058,205.64485324263802,2017-11-22 06:18:54 -0800,10.0,3.875
130,131,Utah_235,3,4,6,23,Female,Native American or Aleut,1,1,coffee shop,my sister,"drink coffee, and talk",6,14.0,2.0,12.0,605.0,3.0,3.09090909090909,3.8333333333333304,4.125,6.0,4.5,6.5,3.0,3.5,4.33333333333333,7.0,2.3333333333333304,4.55555555555556,3.4,3.8,4,1,4,1,1,1,4,4,1,3,4,3,4,3,4,2,3,4,4,2,3,3,4,3,3,3,2,3,2,4,4,4,1,5,5,5,4,4,3,4,3,1,1,453.34467261299403,42.87704765730344,55.58540050885533,56.852412307169196,95.84314147909929,186.82188174101398,107.82566443701401,2017-11-22 06:55:37 -0800,2.0,3.0
131,132,Utah_236,3,5,2,19,Female,Caucasian,0,0,"Seattle, Washington",Usually by myself and stay with family,"Explore the city, spend time with family",13,27.0,9.0,17.0,1618.9,2.86666666666667,2.2727272727272703,4.5,2.75,3.5,6.0,6.0,4.5,6.0,1.0,4.0,1.6666666666666698,2.22222222222222,3.8,2.4,4,4,3,2,1,1,3,3,1,4,5,3,5,3,4,3,4,3,4,4,2,4,4,2,1,4,1,1,2,2,5,1,1,4,5,2,1,2,2,2,2,2,1,249.16594345926399,58.67346112560473,54.333440601029984,75.6908640077514,83.27490814068659,126.225253375793,214.109116360387,2017-11-22 07:38:07 -0800,-8.0,4.0
132,133,Utah_237,3,4,1,22,Female,Latino or Hispanic,0,0,Big Cottonwood Canyon,My boyfriend,Hike,13,33.0,11.0,19.0,2574.9,2.2666666666666697,1.90909090909091,4.0,3.5,2.5,4.0,7.0,7.0,7.0,1.0,1.0,1.33333333333333,1.11111111111111,2.4,4.6,5,3,5,2,1,1,3,2,1,4,5,5,2,4,5,5,2,5,4,1,5,4,4,4,1,2,1,2,1,1,5,1,1,4,5,5,4,1,1,4,1,1,2,303.81703253046396,54.81708094062063,53.41996144451065,65.9512483652628,106.850414956275,172.75297682922698,322.380298597327,2017-11-22 08:15:39 -0800,-4.0,3.5
133,134,Utah_238,3,6,1,19,Female,Caucasian,0,8,Lake Powell,My family,Boating,1,36.0,13.0,20.0,3196.3,2.93333333333333,2.6363636363636402,4.33333333333333,3.125,5.5,4.5,5.5,4.0,6.0,1.33333333333333,1.0,1.6666666666666698,1.33333333333333,2.4,3.6,3,4,6,2,1,2,3,3,1,4,4,5,4,4,4,3,3,3,2,3,4,5,5,2,2,5,3,2,2,1,5,1,1,5,4,5,1,1,1,2,3,4,1,442.643707673129,52.345432626356754,60.71616087001436,93.33965168395359,126.28408050413799,115.462562717558,97.98365658786341,2017-11-27 06:19:08 -0800,-2.0,3.5
134,135,Utah_239,3,3,1,21,Female,Latino or Hispanic,0,0,Home,My boyfriend,"Watch tv, eat, spend time together",4,20.0,6.0,13.0,1402.1,3.46666666666667,2.0,4.33333333333333,3.375,1.5,6.0,6.5,4.5,5.0,1.33333333333333,1.0,1.0,1.11111111111111,3.8,3.4,3,2,2,1,1,1,3,3,1,3,5,4,3,2,4,4,4,3,2,1,2,2,2,4,3,4,4,4,4,4,2,1,2,4,5,4,4,2,1,3,1,1,1,409.336789327847,65.26390483929626,77.08059515490004,49.8054015214241,88.49953164711941,136.506411614263,248.407846344795,2017-11-27 07:01:29 -0800,62.0,4.625
135,136,Utah_240,3,6,1,43,Female,Caucasian,4,3,The beach,spouse/kids,relax,17,25.0,6.0,17.0,1892.9,2.0,2.09090909090909,4.16666666666667,2.75,2.5,6.0,2.5,6.0,4.0,1.33333333333333,3.0,2.3333333333333304,2.22222222222222,2.8,3.2,4,3,3,1,1,1,3,2,1,3,3,4,4,2,2,4,4,4,2,3,4,2,2,2,1,1,1,2,2,3,4,4,5,1,3,1,4,3,2,2,1,1,1,195.002243433135,41.77790563723341,79.77193050361927,67.81362759770411,88.65389725653358,105.316434494357,87.95177685438308,2017-11-27 08:47:30 -0800,16.0,3.25
136,137,Utah_241,3,5,2,22,Male,Caucasian,0,0,Outside ,Friends who also enjoy spending time outside,"climb, bike, hike",18,33.0,14.0,17.0,3060.5,4.26666666666667,4.0,4.0,2.875,6.0,6.5,6.0,5.5,6.5,4.33333333333333,6.33333333333333,6.33333333333333,5.66666666666667,4.6,2.0,7,6,5,2,3,4,3,3,1,3,5,4,5,3,5,2,4,2,2,4,4,4,5,5,4,5,5,5,4,4,1,1,1,5,5,3,1,1,1,1,3,4,1,305.562251319317,25.547668317121662,39.34815073872638,69.8917556082945,96.4730405041455,133.334731686798,112.898738436994,2017-11-27 08:43:33 -0800,60.0,4.9375
137,138,Utah_242,3,5,2,22,Male,Other,0,0,Home,Significant Other,"Homework, games",16,34.0,13.0,19.0,2933.4,2.46666666666667,2.18181818181818,3.8333333333333304,2.5,3.0,5.0,3.5,6.0,4.0,1.6666666666666698,9.0,3.3333333333333304,4.66666666666667,2.6,4.2,2,4,3,1,1,1,3,3,1,4,4,5,3,5,4,5,4,4,4,1,2,3,3,4,2,4,2,2,2,1,4,1,1,4,3,4,2,4,2,3,1,1,1,226.894493213102,17.361850751956315,30.705027033403365,78.2700592191643,71.4190418417698,92.6972409194142,85.876631933693,2017-11-27 15:24:02 -0800,78.0,3.3125
138,139,Utah_243,4,2,1,28,Female,Caucasian,0,0,Austin Texas,My Family,"Swin, visit Family, go out to eat",17,29.0,13.0,15.0,2667.3,2.0,1.8181818181818201,4.33333333333333,3.875,5.5,5.5,2.0,1.5,3.5,5.33333333333333,5.0,4.33333333333333,4.888888888888889,3.4,4.8,4,6,2,2,1,1,3,1,1,5,4,3,4,5,4,3,5,3,5,5,1,4,4,2,1,2,1,1,2,1,5,1,4,5,4,5,1,1,1,4,4,1,2,372.55433092297994,63.13253453758482,75.53107154383395,52.9965439145129,105.05860015161801,188.278709276284,287.49404014001,2017-11-27 15:41:02 -0800,-4.0,2.625
139,140,Utah_244,2,6,1,18,Female,Caucasian,0,4,Alaska,my dad,fishing,9,18.0,7.0,10.0,1701.9,2.4,3.0,3.8333333333333304,3.5,5.5,5.5,5.5,5.5,5.5,1.0,2.0,1.0,1.33333333333333,3.6,2.8,3,3,3,2,1,1,3,2,1,4,5,3,5,4,3,3,4,4,3,2,3,4,5,3,2,3,2,1,4,2,4,1,2,2,5,2,1,2,1,2,1,1,1,250.151393582899,43.984106786868644,68.98946086768689,72.9294783894906,87.7453425559225,112.367650205714,199.044304637517,2017-11-28 06:24:23 -0800,10.0,4.625
140,141,Utah_245,3,4,2,23,Male,Caucasian,0,0,Library,By myself,Thinking/relaxing,5,10.0,2.0,8.0,127.0,4.06666666666667,3.3636363636363598,2.6666666666666696,2.375,1.0,3.5,6.0,4.5,5.0,1.0,4.0,2.0,2.3333333333333304,3.2,2.4,5,2,2,1,1,1,5,5,1,3,3,2,4,2,4,4,1,1,2,3,1,3,2,4,3,3,4,4,4,4,2,1,1,3,3,4,4,3,1,4,3,1,1,298.258729326609,41.91301874981075,84.57594118460753,79.29772763590891,91.23006064380492,88.22667656951108,82.5145570161416,2017-11-28 07:07:06 -0800,32.0,4.3125
141,142,Utah_246,2,6,1,18,Female,Caucasian,0,0,Hawaii,Family,Go to the beach ,12,19.0,4.0,15.0,1165.5,2.6666666666666696,1.72727272727273,3.1666666666666696,2.75,6.5,5.0,6.0,5.0,6.0,1.33333333333333,1.33333333333333,1.6666666666666698,1.44444444444444,3.2,3.6,3,4,5,2,1,2,3,2,1,4,5,4,5,4,5,2,4,2,2,4,4,4,4,2,3,1,3,2,3,3,4,1,2,4,5,4,2,3,1,1,1,1,1,320.666392827127,52.54476687324699,66.32164581890476,72.8177110758627,92.1867021882345,99.88693756525271,168.796209520319,2017-11-28 08:10:31 -0800,6.0,3.9375
142,143,Utah_247,5,5,5,23,Female,Asian/Pacific-Islanders,0,6,My room,Siblings,"Eat, Sleep, Homework",10,19.0,6.0,13.0,1356.9,2.46666666666667,1.54545454545455,3.0,3.75,3.5,6.0,5.0,4.5,6.0,2.0,5.0,3.0,3.3333333333333304,3.4,4.4,3,4,4,2,2,2,3,2,1,5,3,5,2,4,3,5,2,4,5,4,1,1,4,2,1,1,2,2,2,1,4,2,3,2,3,2,2,2,2,3,2,3,4,367.787152201655,51.233113774174214,78.03216062371644,70.89936071546829,72.63335839273971,134.374600331972,330.505901838635,2017-11-28 14:39:12 -0800,-4.0,3.1875
143,144,Utah_248,3,6,3,19,Male,Caucasian,0,2,Hiking in the wilderness,Friends or significant other,explore,14,24.0,8.0,15.0,1657.3,3.6666666666666696,3.0,3.0,2.625,5.5,3.0,6.5,6.0,5.5,3.3333333333333304,6.66666666666667,2.3333333333333304,4.11111111111111,5.0,2.4,4,4,4,2,2,2,3,2,1,3,5,4,4,4,1,3,1,2,1,4,5,1,2,2,4,5,4,4,4,5,2,1,1,5,4,5,1,1,1,2,3,1,1,312.574375517672,71.43095585482439,63.57391777552154,82.04584128598971,71.2867026379993,181.630500141226,148.022225972097,2017-11-28 15:35:01 -0800,32.0,4.5
144,145,Utah_249,5,7,1,20,Female,Asian/Pacific-Islanders,0,0,California,friends,shopping,6,6.0,1.0,4.0,498.2,4.0,2.7272727272727297,3.1666666666666696,3.125,4.0,4.0,4.5,5.5,4.0,0.0,1.6666666666666698,0.0,0.555555555555556,3.2,3.4,4,4,2,2,2,2,4,4,2,4,3,4,4,3,3,4,3,3,4,4,2,3,3,3,3,2,3,3,4,4,2,1,2,4,4,3,3,3,3,3,3,4,2,412.34721028761703,55.53816618831372,76.35973660131768,103.85536498894399,77.1956599648448,160.995159849314,154.464025587388,2017-11-28 16:29:13 -0800,24.0,4.1875
145,146,Utah_250,3,4,3,24,Female,Latino or Hispanic,0,0,Home,FAMILY,HANG OUT,13,31.0,9.0,20.0,1743.3,1.9333333333333302,1.54545454545455,4.5,4.0,6.5,5.5,5.5,3.0,5.5,2.0,3.6666666666666696,2.0,2.55555555555556,2.8,4.4,3,2,3,2,1,1,3,4,1,5,4,5,4,4,5,2,5,2,5,4,5,4,3,5,1,1,2,2,2,2,5,1,4,3,4,3,1,1,1,5,4,1,1,421.96844722869906,50.37506189346982,67.14034327383442,56.510549094625596,101.69287178188601,114.364878739925,275.047066809777,2017-11-28 16:49:26 -0800,14.0,4.0
146,147,Utah_251,3,3,1,20,Male,Caucasian,0,0,Homes and/or Retreats of friends or family,Friends and Family,"Share stories, play games, tell jokes, make a lot of food, eat said food, plan trips",8,30.0,12.0,17.0,2406.8,2.8,2.90909090909091,3.8333333333333304,2.0,4.0,6.0,3.5,6.5,6.5,2.0,4.66666666666667,6.33333333333333,4.33333333333333,3.8,2.6,3,4,4,2,1,2,1,5,2,1,5,3,5,2,3,2,2,1,2,3,4,4,4,2,3,1,3,4,2,4,4,2,1,2,4,2,1,1,4,4,5,2,5,501.41220912932704,53.89097301378407,68.73147399268717,78.7769636957951,48.145082266189796,86.71102702292141,119.210950924095,2017-11-29 07:20:38 -0800,56.0,3.375
147,148,Utah_253,3,2,1,21,Female,Caucasian,0,2,forest,brother,"hike, meditate",6,31.0,12.0,18.0,2180.5,5.6,3.7272727272727297,2.6666666666666696,2.625,2.0,6.5,4.5,3.0,4.0,1.0,1.0,1.0,1.0,4.2,2.2,1,1,4,1,1,2,3,3,2,1,5,4,4,3,5,3,4,1,3,1,3,3,3,4,5,4,5,4,5,2,2,4,4,2,5,1,5,3,4,5,1,1,1,348.641607413506,15.515248863088072,16.939276797980387,50.1624284194551,58.9506028020111,126.84009174071899,72.6287128885046,2017-11-30 07:16:22 -0800,20.0,3.6875
148,149,Utah_254,3,4,3,21,Male,Caucasian,0,0,Alaska,family,fish,13,25.0,7.0,16.0,2124.5,4.8,2.3636363636363598,3.3333333333333304,1.875,6.0,4.0,5.5,6.0,6.0,1.33333333333333,5.66666666666667,2.3333333333333304,3.11111111111111,4.4,2.2,4,1,2,1,2,2,3,1,1,2,4,4,4,2,4,4,2,2,2,1,2,2,1,5,4,5,5,5,4,5,1,1,1,1,5,4,4,1,1,4,1,1,4,232.401149950171,37.73644685456849,78.40596702424682,62.428529337942706,108.097082454112,162.813765309269,107.915884870335,2017-11-30 08:03:53 -0800,54.0,4.625
149,150,Utah_256,3,4,1,18,Male,Asian/Pacific-Islanders,0,0,Home,No one,Relax/Homework,3,27.0,12.0,14.0,2684.1,3.3333333333333304,2.7272727272727297,3.3333333333333304,2.625,1.5,4.0,6.0,5.0,5.5,1.0,3.6666666666666696,2.6666666666666696,2.44444444444444,3.0,3.0,1,3,3,1,1,2,3,4,1,4,3,4,4,2,2,4,2,2,2,1,3,2,2,2,2,2,2,3,2,2,3,2,1,4,4,2,3,4,3,2,4,3,3,259.953318545755,26.412539401862066,44.51350719365814,42.8110095943896,105.521836068861,71.3131365325923,119.052987179438,2017-11-30 15:33:02 -0800,64.0,4.125
150,151,Utah_257,3,6,1,18,Female,Caucasian,0,0,At home,My friends/family,"Hang out, watch movies, do homework",17,27.0,8.0,18.0,2402.2,5.0,3.6363636363636402,4.33333333333333,1.875,4.5,6.5,6.5,4.5,5.5,1.0,2.3333333333333304,2.0,1.77777777777778,4.2,2.8,3,2,2,2,1,2,1,3,1,4,5,4,4,3,4,4,2,2,3,1,5,2,4,4,4,4,4,5,4,5,1,1,2,4,5,4,3,1,3,3,2,1,1,77.83955761760859,8.26564389728936,14.636716021095381,51.389042407705,55.418859692528706,66.14415624269989,143.733462678172,2017-12-01 08:47:37 -0800,46.0,4.6875
151,152,Utah_258,2,5,1,19,Female,Latino or Hispanic,0,3,The mountains ,Family ,Explore and ride horses ,10,5.0,2.0,3.0,144.2,3.93333333333333,2.6363636363636402,3.5,2.125,5.5,6.0,5.0,4.5,5.5,1.0,6.0,2.6666666666666696,3.22222222222222,4.2,2.8,3,4,2,1,2,3,3,3,1,3,5,4,5,2,5,3,2,3,4,2,4,4,5,3,3,4,3,4,4,3,2,1,2,2,5,2,2,2,2,4,4,1,2,313.022614726354,15.426755931200496,75.28162708384616,67.6495593665063,88.9998372011627,65.11915232898829,89.1914552583229,2017-12-01 09:33:47 -0800,34.0,2.875
152,153,Utah_259,3,7,2,20,Male,Caucasian,0,0,At Resteraunts,My Friends,Eat,11,16.0,2.0,14.0,327.2,3.13333333333333,1.6363636363636398,3.0,2.5,4.0,6.5,7.0,6.0,4.0,2.6666666666666696,9.0,6.0,5.888888888888889,3.6,2.8,1,1,1,1,1,1,3,4,1,4,4,5,4,5,4,4,3,3,4,1,1,2,2,4,3,3,1,2,4,3,3,1,1,2,5,1,2,5,1,5,1,1,3,174.81354290491902,33.873313249015155,56.94009807426309,81.1748615717746,74.676681578864,163.502132448617,149.11975398581498,2017-12-01 09:52:42 -0800,-8.0,4.0625
153,154,Utah_260,3,1,1,21,Female,Latino or Hispanic,0,0,park,friends,walk,5,3.0,0.0,3.0,57.5,1.6,2.6363636363636402,5.0,2.5,7.0,6.5,3.5,2.0,6.5,1.0,1.0,1.6666666666666698,1.22222222222222,4.2,2.4,2,3,2,1,1,1,3,1,1,5,4,4,5,3,3,3,2,2,2,4,1,3,3,4,2,1,2,2,2,1,2,1,1,1,5,1,1,1,1,5,1,1,1,444.59584639465993,80.70743218222503,73.48768036991459,90.8732973586911,88.09056038777429,163.72978710202298,310.699600472949,2017-12-01 10:21:35 -0800,4.0,3.875
154,155,Utah_261,3,6,2,19,Female,Caucasian,0,0,Utah,Friends,Explore,19,23.0,5.0,16.0,1931.6,3.46666666666667,2.81818181818182,3.3333333333333304,2.125,6.5,5.0,4.0,4.0,5.0,3.0,5.0,2.0,3.3333333333333304,4.6,2.2,4,2,7,2,3,3,3,4,1,3,5,2,5,3,5,1,1,1,4,1,4,5,5,2,3,4,2,4,2,3,2,1,1,4,5,4,2,2,1,2,2,1,1,267.348390842482,76.22747211657506,71.95672165240734,98.1483577921028,71.73416543021709,139.707844067567,257.768106602936,2017-12-01 10:53:34 -0800,58.0,4.375
155,156,Utah_262,2,6,1,18,Male,Caucasian,0,3,New York,family,shop and hang out,14,18.0,6.0,12.0,1211.9,3.53333333333333,3.2727272727272703,3.5,2.375,3.5,4.0,4.5,5.5,5.5,0.666666666666667,5.33333333333333,0.666666666666667,2.22222222222222,3.4,3.0,3,4,6,2,2,2,3,3,1,3,4,3,3,3,4,3,2,2,3,4,2,2,3,4,2,2,2,3,3,3,2,1,2,3,3,3,2,2,3,2,2,2,1,367.681623236351,40.95835869392634,72.6321793353608,91.5793906721079,94.21185762049039,101.153863345514,176.40369486611303,2017-12-01 11:13:58 -0800,56.0,4.5
