"participant","date","distance test","start landmark","target landmark","estimated distance","actual distance","same or different route","spss level"
"u1075688","2018-01-30 09:09:10 -0800","0","Lynch Station","Tobler Museum","529","469.4262455381037","different","0different"
"u1075688","2018-01-30 09:09:10 -0800","0","Lynch Station","Harris Hall","197","221.472345903501","same","0same"
"u1075688","2018-01-30 09:09:10 -0800","0","Lynch Station","Snow Church","530","670.4811705036914","different","0different"
"u1075688","2018-01-30 09:09:10 -0800","0","Lynch Station","Sauer Center","551","624.0640992718617","different","0different"
"u1075688","2018-01-30 09:09:10 -0800","0","Lynch Station","Batty House","39","123.06502346320826","same","0same"
"u1075688","2018-01-30 09:09:10 -0800","0","Lynch Station","Golledge Hall","477","583.5923234587651","different","0different"
"u1075688","2018-01-30 09:09:10 -0800","0","Batty House","Lynch Station","59","123.06502346320826","same","0same"
"u1075688","2018-01-30 09:09:10 -0800","0","Batty House","Harvey House","379","321.6286678764814","same","0same"
"u1075688","2018-01-30 09:09:10 -0800","0","Batty House","Tobler Museum","668","484.08470333196857","different","0different"
"u1075688","2018-01-30 09:09:10 -0800","0","Batty House","Sauer Center","668","658.8846636551802","different","0different"
"u1075688","2018-01-30 09:09:10 -0800","0","Batty House","Harris Hall","199","207.18349355100662","same","0same"
"u1075688","2018-01-30 09:09:10 -0800","0","Batty House","Golledge Hall","600","572.1057594536171","different","0different"
"u1075688","2018-01-30 09:09:10 -0800","0","Harvey House","Golledge Hall","147","379.0118731649445","different","0different"
"u1075688","2018-01-30 09:09:10 -0800","0","Harvey House","Lynch Station","287","409.0110022970042","same","0same"
"u1075688","2018-01-30 09:09:10 -0800","0","Harvey House","Tobler Museum","192","382.8276374558138","different","0different"
"u1075688","2018-01-30 09:09:10 -0800","0","Harvey House","Harris Hall","157","239.70815588961506","same","0same"
"u1075688","2018-01-30 09:09:10 -0800","0","Harvey House","Sauer Center","209","568.4804306218465","different","0different"
"u1075688","2018-01-30 09:09:10 -0800","0","Harvey House","Snow Church","198","482.63547320933634","different","0different"
"u1075688","2018-01-30 09:09:10 -0800","0","Harris Hall","Snow Church","361","463.0","different","0different"
"u1075688","2018-01-30 09:09:10 -0800","0","Harris Hall","Sauer Center","414","457.68329661459137","different","0different"
"u1075688","2018-01-30 09:09:10 -0800","0","Harris Hall","Lynch Station","170","221.472345903501","same","0same"
"u1075688","2018-01-30 09:09:10 -0800","0","Harris Hall","Tobler Museum","391","277.7642885613628","different","0different"
"u1075688","2018-01-30 09:09:10 -0800","0","Harris Hall","Harvey House","201","239.70815588961506","same","0same"
"u1075688","2018-01-30 09:09:10 -0800","0","Harris Hall","Golledge Hall","317","369.2830892418444","different","0different"
"u1075688","2018-01-30 09:09:10 -0800","0","Tobler Museum","Harvey House","149","382.8276374558138","different","0different"
"u1075688","2018-01-30 09:09:10 -0800","0","Tobler Museum","Harris Hall","328","277.7642885613628","different","0different"
"u1075688","2018-01-30 09:09:10 -0800","0","Tobler Museum","Lynch Station","451","469.4262455381037","different","0different"
"u1075688","2018-01-30 09:09:10 -0800","0","Tobler Museum","Snow Church","81","208.21623375712088","same","0same"
"u1075688","2018-01-30 09:09:10 -0800","0","Tobler Museum","Sauer Center","91","189.76037521042164","same","0same"
"u1075688","2018-01-30 09:09:10 -0800","0","Tobler Museum","Golledge Hall","115","150.98675438593943","same","0same"
"u1075688","2018-01-30 09:09:10 -0800","0","Golledge Hall","Lynch Station","550","583.5923234587651","different","0different"
"u1075688","2018-01-30 09:09:10 -0800","0","Golledge Hall","Harris Hall","482","369.2830892418444","different","0different"
"u1075688","2018-01-30 09:09:10 -0800","0","Golledge Hall","Batty House","583","572.1057594536171","different","0different"
"u1075688","2018-01-30 09:09:10 -0800","0","Golledge Hall","Snow Church","50","104.38869670610895","same","0same"
"u1075688","2018-01-30 09:09:10 -0800","0","Golledge Hall","Sauer Center","107","238.8723508487326","same","0same"
"u1075688","2018-01-30 09:09:10 -0800","0","Golledge Hall","Tobler Museum","86","150.98675438593943","same","0same"
"u1075688","2018-01-30 09:09:10 -0800","0","Snow Church","Sauer Center","94","198.8793604173143","same","0same"
"u1075688","2018-01-30 09:09:10 -0800","0","Snow Church","Tobler Museum","113","208.21623375712088","same","0same"
"u1075688","2018-01-30 09:09:10 -0800","0","Snow Church","Harvey House","250","482.63547320933634","different","0different"
"u1075688","2018-01-30 09:09:10 -0800","0","Snow Church","Harris Hall","0","463.0","different","0different"
"u1075688","2018-01-30 09:09:10 -0800","0","Snow Church","Batty House","670","668.6733133601191","different","0different"
"u1075688","2018-01-30 09:09:10 -0800","0","Snow Church","Golledge Hall","109","104.38869670610895","same","0same"
"u1075688","2018-01-30 09:09:10 -0800","0","Sauer Center","Snow Church","118","198.8793604173143","same","0same"
"u1075688","2018-01-30 09:09:10 -0800","0","Sauer Center","Lynch Station","639","624.0640992718617","different","0different"
"u1075688","2018-01-30 09:09:10 -0800","0","Sauer Center","Golledge Hall","143","238.8723508487326","same","0same"
"u1075688","2018-01-30 09:09:10 -0800","0","Sauer Center","Tobler Museum","124","189.76037521042164","same","0same"
"u1075688","2018-01-30 09:09:10 -0800","0","Sauer Center","Harvey House","236","568.4804306218465","different","0different"
"u1075688","2018-01-30 09:09:10 -0800","0","Sauer Center","Harris Hall","461","457.68329661459137","different","0different"
"UT_141","2017-09-19 13:54:07 -0700","0","Harris Hall","Batty House","463","207.18349355100662","same","0same"
"UT_141","2017-09-19 13:54:07 -0700","0","Harris Hall","Snow Church","313","463.0","different","0different"
"UT_141","2017-09-19 13:54:07 -0700","0","Harris Hall","Lynch Station","418","221.472345903501","same","0same"
"UT_141","2017-09-19 13:54:07 -0700","0","Harris Hall","Tobler Museum","372","277.7642885613628","different","0different"
"UT_141","2017-09-19 13:54:07 -0700","0","Harris Hall","Sauer Center","355","457.68329661459137","different","0different"
"UT_141","2017-09-19 13:54:07 -0700","0","Harris Hall","Golledge Hall","308","369.2830892418444","different","0different"
"UT_141","2017-09-19 13:54:07 -0700","0","Snow Church","Harvey House","415","482.63547320933634","different","0different"
"UT_141","2017-09-19 13:54:07 -0700","0","Snow Church","Batty House","598","668.6733133601191","different","0different"
"UT_141","2017-09-19 13:54:07 -0700","0","Snow Church","Tobler Museum","209","208.21623375712088","same","0same"
"UT_141","2017-09-19 13:54:07 -0700","0","Snow Church","Sauer Center","286","198.8793604173143","same","0same"
"UT_141","2017-09-19 13:54:07 -0700","0","Snow Church","Lynch Station","575","670.4811705036914","different","0different"
"UT_141","2017-09-19 13:54:07 -0700","0","Snow Church","Harris Hall","401","463.0","different","0different"
"UT_141","2017-09-19 13:54:07 -0700","0","Batty House","Snow Church","511","668.6733133601191","different","0different"
"UT_141","2017-09-19 13:54:07 -0700","0","Batty House","Golledge Hall","545","572.1057594536171","different","0different"
"UT_141","2017-09-19 13:54:07 -0700","0","Batty House","Sauer Center","444","658.8846636551802","different","0different"
"UT_141","2017-09-19 13:54:07 -0700","0","Batty House","Tobler Museum","503","484.08470333196857","different","0different"
"UT_141","2017-09-19 13:54:07 -0700","0","Batty House","Harvey House","662","321.6286678764814","same","0same"
"UT_141","2017-09-19 13:54:07 -0700","0","Batty House","Harris Hall","608","207.18349355100662","same","0same"
"UT_141","2017-09-19 13:54:07 -0700","0","Harvey House","Tobler Museum","373","382.8276374558138","different","0different"
"UT_141","2017-09-19 13:54:07 -0700","0","Harvey House","Harris Hall","71","239.70815588961506","same","0same"
"UT_141","2017-09-19 13:54:07 -0700","0","Harvey House","Golledge Hall","311","379.0118731649445","different","0different"
"UT_141","2017-09-19 13:54:07 -0700","0","Harvey House","Snow Church","264","482.63547320933634","different","0different"
"UT_141","2017-09-19 13:54:07 -0700","0","Harvey House","Lynch Station","459","409.0110022970042","same","0same"
"UT_141","2017-09-19 13:54:07 -0700","0","Harvey House","Sauer Center","419","568.4804306218465","different","0different"
"UT_141","2017-09-19 13:54:07 -0700","0","Tobler Museum","Batty House","413","484.08470333196857","different","0different"
"UT_141","2017-09-19 13:54:07 -0700","0","Tobler Museum","Snow Church","106","208.21623375712088","same","0same"
"UT_141","2017-09-19 13:54:07 -0700","0","Tobler Museum","Sauer Center","46","189.76037521042164","same","0same"
"UT_141","2017-09-19 13:54:07 -0700","0","Tobler Museum","Lynch Station","394","469.4262455381037","different","0different"
"UT_141","2017-09-19 13:54:07 -0700","0","Tobler Museum","Harris Hall","340","277.7642885613628","different","0different"
"UT_141","2017-09-19 13:54:07 -0700","0","Tobler Museum","Golledge Hall","205","150.98675438593943","same","0same"
"UT_141","2017-09-19 13:54:07 -0700","0","Lynch Station","Batty House","61","123.06502346320826","same","0same"
"UT_141","2017-09-19 13:54:07 -0700","0","Lynch Station","Harvey House","543","409.0110022970042","same","0same"
"UT_141","2017-09-19 13:54:07 -0700","0","Lynch Station","Harris Hall","497","221.472345903501","same","0same"
"UT_141","2017-09-19 13:54:07 -0700","0","Lynch Station","Tobler Museum","0","469.4262455381037","different","0different"
"UT_141","2017-09-19 13:54:07 -0700","0","Lynch Station","Golledge Hall","360","583.5923234587651","different","0different"
"UT_141","2017-09-19 13:54:07 -0700","0","Lynch Station","Snow Church","397","670.4811705036914","different","0different"
"UT_141","2017-09-19 13:54:07 -0700","0","Sauer Center","Batty House","602","658.8846636551802","different","0different"
"UT_141","2017-09-19 13:54:07 -0700","0","Sauer Center","Harris Hall","493","457.68329661459137","different","0different"
"UT_141","2017-09-19 13:54:07 -0700","0","Sauer Center","Golledge Hall","303","238.8723508487326","same","0same"
"UT_141","2017-09-19 13:54:07 -0700","0","Sauer Center","Snow Church","241","198.8793604173143","same","0same"
"UT_141","2017-09-19 13:54:07 -0700","0","Sauer Center","Tobler Museum","65","189.76037521042164","same","0same"
"UT_141","2017-09-19 13:54:07 -0700","0","Sauer Center","Lynch Station","497","624.0640992718617","different","0different"
"UT_141","2017-09-19 13:54:07 -0700","0","Golledge Hall","Harvey House","233","379.0118731649445","different","0different"
"UT_141","2017-09-19 13:54:07 -0700","0","Golledge Hall","Lynch Station","515","583.5923234587651","different","0different"
"UT_141","2017-09-19 13:54:07 -0700","0","Golledge Hall","Snow Church","44","104.38869670610895","same","0same"
"UT_141","2017-09-19 13:54:07 -0700","0","Golledge Hall","Sauer Center","112","238.8723508487326","same","0same"
"UT_141","2017-09-19 13:54:07 -0700","0","Golledge Hall","Tobler Museum","136","150.98675438593943","same","0same"
"UT_141","2017-09-19 13:54:07 -0700","0","Golledge Hall","Harris Hall","226","369.2830892418444","different","0different"
"UT_141","2017-09-19 13:03:19 -0700","0","Batty House","Sauer Center","267","658.8846636551802","different","0different"
"UT_141","2017-09-19 13:03:19 -0700","0","Batty House","Tobler Museum","357","484.08470333196857","different","0different"
"UT_141","2017-09-19 13:03:19 -0700","0","Batty House","Harvey House","659","321.6286678764814","same","0same"
"UT_141","2017-09-19 13:03:19 -0700","0","Batty House","Golledge Hall","46","572.1057594536171","different","0different"
"UT_141","2017-09-19 13:03:19 -0700","0","Batty House","Harris Hall","197","207.18349355100662","same","0same"
"UT_141","2017-09-19 13:03:19 -0700","0","Batty House","Snow Church","477","668.6733133601191","different","0different"
"UT_141","2017-09-19 13:03:19 -0700","0","Harris Hall","Golledge Hall","184","369.2830892418444","different","0different"
"UT_141","2017-09-19 13:03:19 -0700","0","Harris Hall","Lynch Station","77","221.472345903501","same","0same"
"UT_141","2017-09-19 13:03:19 -0700","0","Harris Hall","Snow Church","321","463.0","different","0different"
"UT_141","2017-09-19 13:03:19 -0700","0","Harris Hall","Tobler Museum","246","277.7642885613628","different","0different"
"UT_141","2017-09-19 13:03:19 -0700","0","Harris Hall","Harvey House","318","239.70815588961506","same","0same"
"UT_141","2017-09-19 13:03:19 -0700","0","Harris Hall","Sauer Center","217","457.68329661459137","different","0different"
"UT_141","2017-09-19 13:03:19 -0700","0","Lynch Station","Harvey House","214","409.0110022970042","same","0same"
"UT_141","2017-09-19 13:03:19 -0700","0","Lynch Station","Batty House","433","123.06502346320826","same","0same"
"UT_141","2017-09-19 13:03:19 -0700","0","Lynch Station","Golledge Hall","391","583.5923234587651","different","0different"
"UT_141","2017-09-19 13:03:19 -0700","0","Lynch Station","Snow Church","171","670.4811705036914","different","0different"
"UT_141","2017-09-19 13:03:19 -0700","0","Lynch Station","Harris Hall","435","221.472345903501","same","0same"
"UT_141","2017-09-19 13:03:19 -0700","0","Lynch Station","Tobler Museum","287","469.4262455381037","different","0different"
"UT_141","2017-09-19 13:03:19 -0700","0","Golledge Hall","Snow Church","101","104.38869670610895","same","0same"
"UT_141","2017-09-19 13:03:19 -0700","0","Golledge Hall","Harris Hall","211","369.2830892418444","different","0different"
"UT_141","2017-09-19 13:03:19 -0700","0","Golledge Hall","Harvey House","583","379.0118731649445","different","0different"
"UT_141","2017-09-19 13:03:19 -0700","0","Golledge Hall","Sauer Center","361","238.8723508487326","same","0same"
"UT_141","2017-09-19 13:03:19 -0700","0","Golledge Hall","Lynch Station","261","583.5923234587651","different","0different"
"UT_141","2017-09-19 13:03:19 -0700","0","Golledge Hall","Tobler Museum","464","150.98675438593943","same","0same"
"UT_141","2017-09-19 13:03:19 -0700","0","Sauer Center","Batty House","394","658.8846636551802","different","0different"
"UT_141","2017-09-19 13:03:19 -0700","0","Sauer Center","Tobler Museum","102","189.76037521042164","same","0same"
"UT_141","2017-09-19 13:03:19 -0700","0","Sauer Center","Harris Hall","260","457.68329661459137","different","0different"
"UT_141","2017-09-19 13:03:19 -0700","0","Sauer Center","Golledge Hall","459","238.8723508487326","same","0same"
"UT_141","2017-09-19 13:03:19 -0700","0","Sauer Center","Harvey House","205","568.4804306218465","different","0different"
"UT_141","2017-09-19 13:03:19 -0700","0","Sauer Center","Snow Church","54","198.8793604173143","same","0same"
"UT_141","2017-09-19 13:03:19 -0700","0","Harvey House","Tobler Museum","331","382.8276374558138","different","0different"
"UT_141","2017-09-19 13:03:19 -0700","0","Harvey House","Golledge Hall","473","379.0118731649445","different","0different"
"UT_141","2017-09-19 13:03:19 -0700","0","Harvey House","Batty House","537","321.6286678764814","same","0same"
"UT_141","2017-09-19 13:03:19 -0700","0","Harvey House","Snow Church","143","482.63547320933634","different","0different"
"UT_141","2017-09-19 13:03:19 -0700","0","Harvey House","Lynch Station","226","409.0110022970042","same","0same"
"UT_141","2017-09-19 13:03:19 -0700","0","Harvey House","Sauer Center","102","568.4804306218465","different","0different"
"UT_141","2017-09-19 13:03:19 -0700","0","Tobler Museum","Snow Church","55","208.21623375712088","same","0same"
"UT_141","2017-09-19 13:03:19 -0700","0","Tobler Museum","Golledge Hall","355","150.98675438593943","same","0same"
"UT_141","2017-09-19 13:03:19 -0700","0","Tobler Museum","Batty House","325","484.08470333196857","different","0different"
"UT_141","2017-09-19 13:03:19 -0700","0","Tobler Museum","Harris Hall","207","277.7642885613628","different","0different"
"UT_141","2017-09-19 13:03:19 -0700","0","Tobler Museum","Sauer Center","91","189.76037521042164","same","0same"
"UT_141","2017-09-19 13:03:19 -0700","0","Tobler Museum","Harvey House","269","382.8276374558138","different","0different"
"UT_141","2017-09-19 13:03:19 -0700","0","Snow Church","Sauer Center","68","198.8793604173143","same","0same"
"UT_141","2017-09-19 13:03:19 -0700","0","Snow Church","Lynch Station","533","670.4811705036914","different","0different"
"UT_141","2017-09-19 13:03:19 -0700","0","Snow Church","Tobler Museum","115","208.21623375712088","same","0same"
"UT_141","2017-09-19 13:03:19 -0700","0","Snow Church","Golledge Hall","236","104.38869670610895","same","0same"
"UT_141","2017-09-19 13:03:19 -0700","0","Snow Church","Harvey House","532","482.63547320933634","different","0different"
"UT_141","2017-09-19 13:03:19 -0700","0","Snow Church","Harris Hall","239","463.0","different","0different"
"UT_143","2017-09-19 14:37:59 -0700","0","Lynch Station","Batty House","92","123.06502346320826","same","0same"
"UT_143","2017-09-19 14:37:59 -0700","0","Lynch Station","Harris Hall","404","221.472345903501","same","0same"
"UT_143","2017-09-19 14:37:59 -0700","0","Lynch Station","Harvey House","185","409.0110022970042","same","0same"
"UT_143","2017-09-19 14:37:59 -0700","0","Lynch Station","Snow Church","359","670.4811705036914","different","0different"
"UT_143","2017-09-19 14:37:59 -0700","0","Lynch Station","Sauer Center","488","624.0640992718617","different","0different"
"UT_143","2017-09-19 14:37:59 -0700","0","Lynch Station","Golledge Hall","518","583.5923234587651","different","0different"
"UT_143","2017-09-19 14:37:59 -0700","0","Sauer Center","Snow Church","302","198.8793604173143","same","0same"
"UT_143","2017-09-19 14:37:59 -0700","0","Sauer Center","Batty House","475","658.8846636551802","different","0different"
"UT_143","2017-09-19 14:37:59 -0700","0","Sauer Center","Harvey House","414","568.4804306218465","different","0different"
"UT_143","2017-09-19 14:37:59 -0700","0","Sauer Center","Lynch Station","437","624.0640992718617","different","0different"
"UT_143","2017-09-19 14:37:59 -0700","0","Sauer Center","Harris Hall","329","457.68329661459137","different","0different"
"UT_143","2017-09-19 14:37:59 -0700","0","Sauer Center","Golledge Hall","209","238.8723508487326","same","0same"
"UT_143","2017-09-19 14:37:59 -0700","0","Golledge Hall","Sauer Center","268","238.8723508487326","same","0same"
"UT_143","2017-09-19 14:37:59 -0700","0","Golledge Hall","Harvey House","389","379.0118731649445","different","0different"
"UT_143","2017-09-19 14:37:59 -0700","0","Golledge Hall","Tobler Museum","214","150.98675438593943","same","0same"
"UT_143","2017-09-19 14:37:59 -0700","0","Golledge Hall","Lynch Station","373","583.5923234587651","different","0different"
"UT_143","2017-09-19 14:37:59 -0700","0","Golledge Hall","Batty House","414","572.1057594536171","different","0different"
"UT_143","2017-09-19 14:37:59 -0700","0","Golledge Hall","Snow Church","232","104.38869670610895","same","0same"
"UT_143","2017-09-19 14:37:59 -0700","0","Tobler Museum","Snow Church","290","208.21623375712088","same","0same"
"UT_143","2017-09-19 14:37:59 -0700","0","Tobler Museum","Batty House","329","484.08470333196857","different","0different"
"UT_143","2017-09-19 14:37:59 -0700","0","Tobler Museum","Sauer Center","179","189.76037521042164","same","0same"
"UT_143","2017-09-19 14:37:59 -0700","0","Tobler Museum","Harvey House","277","382.8276374558138","different","0different"
"UT_143","2017-09-19 14:37:59 -0700","0","Tobler Museum","Lynch Station","196","469.4262455381037","different","0different"
"UT_143","2017-09-19 14:37:59 -0700","0","Tobler Museum","Harris Hall","0","277.7642885613628","different","0different"
"UT_143","2017-09-19 14:37:59 -0700","0","Snow Church","Batty House","413","668.6733133601191","different","0different"
"UT_143","2017-09-19 14:37:59 -0700","0","Snow Church","Harvey House","223","482.63547320933634","different","0different"
"UT_143","2017-09-19 14:37:59 -0700","0","Snow Church","Tobler Museum","373","208.21623375712088","same","0same"
"UT_143","2017-09-19 14:37:59 -0700","0","Snow Church","Harris Hall","287","463.0","different","0different"
"UT_143","2017-09-19 14:37:59 -0700","0","Snow Church","Lynch Station","246","670.4811705036914","different","0different"
"UT_143","2017-09-19 14:37:59 -0700","0","Snow Church","Sauer Center","373","198.8793604173143","same","0same"
"UT_143","2017-09-19 14:37:59 -0700","0","Harvey House","Harris Hall","344","239.70815588961506","same","0same"
"UT_143","2017-09-19 14:37:59 -0700","0","Harvey House","Tobler Museum","401","382.8276374558138","different","0different"
"UT_143","2017-09-19 14:37:59 -0700","0","Harvey House","Snow Church","254","482.63547320933634","different","0different"
"UT_143","2017-09-19 14:37:59 -0700","0","Harvey House","Lynch Station","51","409.0110022970042","same","0same"
"UT_143","2017-09-19 14:37:59 -0700","0","Harvey House","Golledge Hall","233","379.0118731649445","different","0different"
"UT_143","2017-09-19 14:37:59 -0700","0","Harvey House","Batty House","331","321.6286678764814","same","0same"
"UT_143","2017-09-19 14:37:59 -0700","0","Harris Hall","Batty House","179","207.18349355100662","same","0same"
"UT_143","2017-09-19 14:37:59 -0700","0","Harris Hall","Lynch Station","290","221.472345903501","same","0same"
"UT_143","2017-09-19 14:37:59 -0700","0","Harris Hall","Tobler Museum","328","277.7642885613628","different","0different"
"UT_143","2017-09-19 14:37:59 -0700","0","Harris Hall","Snow Church","259","463.0","different","0different"
"UT_143","2017-09-19 14:37:59 -0700","0","Harris Hall","Golledge Hall","178","369.2830892418444","different","0different"
"UT_143","2017-09-19 14:37:59 -0700","0","Harris Hall","Sauer Center","245","457.68329661459137","different","0different"
"UT_143","2017-09-19 14:37:59 -0700","0","Batty House","Golledge Hall","435","572.1057594536171","different","0different"
"UT_143","2017-09-19 14:37:59 -0700","0","Batty House","Harris Hall","355","207.18349355100662","same","0same"
"UT_143","2017-09-19 14:37:59 -0700","0","Batty House","Harvey House","110","321.6286678764814","same","0same"
"UT_143","2017-09-19 14:37:59 -0700","0","Batty House","Snow Church","245","668.6733133601191","different","0different"
"UT_143","2017-09-19 14:37:59 -0700","0","Batty House","Tobler Museum","450","484.08470333196857","different","0different"
"UT_143","2017-09-19 14:37:59 -0700","0","Batty House","Lynch Station","42","123.06502346320826","same","0same"
"UT_168","2017-10-10 08:00:29 -0700","0","Harvey House","Batty House","339","321.6286678764814","same","0same"
"UT_168","2017-10-10 08:00:29 -0700","0","Harvey House","Lynch Station","374","409.0110022970042","same","0same"
"UT_168","2017-10-10 08:00:29 -0700","0","Harvey House","Harris Hall","206","239.70815588961506","same","0same"
"UT_168","2017-10-10 08:00:29 -0700","0","Harvey House","Tobler Museum","354","382.8276374558138","different","0different"
"UT_168","2017-10-10 08:00:29 -0700","0","Harvey House","Sauer Center","392","568.4804306218465","different","0different"
"UT_168","2017-10-10 08:00:29 -0700","0","Harvey House","Golledge Hall","310","379.0118731649445","different","0different"
"UT_168","2017-10-10 08:00:29 -0700","0","Harris Hall","Harvey House","375","239.70815588961506","same","0same"
"UT_168","2017-10-10 08:00:29 -0700","0","Harris Hall","Snow Church","258","463.0","different","0different"
"UT_168","2017-10-10 08:00:29 -0700","0","Harris Hall","Lynch Station","346","221.472345903501","same","0same"
"UT_168","2017-10-10 08:00:29 -0700","0","Harris Hall","Golledge Hall","113","369.2830892418444","different","0different"
"UT_168","2017-10-10 08:00:29 -0700","0","Harris Hall","Tobler Museum","463","277.7642885613628","different","0different"
"UT_168","2017-10-10 08:00:29 -0700","0","Harris Hall","Batty House","294","207.18349355100662","same","0same"
"UT_168","2017-10-10 08:00:29 -0700","0","Sauer Center","Snow Church","242","198.8793604173143","same","0same"
"UT_168","2017-10-10 08:00:29 -0700","0","Sauer Center","Harvey House","590","568.4804306218465","different","0different"
"UT_168","2017-10-10 08:00:29 -0700","0","Sauer Center","Tobler Museum","234","189.76037521042164","same","0same"
"UT_168","2017-10-10 08:00:29 -0700","0","Sauer Center","Golledge Hall","493","238.8723508487326","same","0same"
"UT_168","2017-10-10 08:00:29 -0700","0","Sauer Center","Batty House","658","658.8846636551802","different","0different"
"UT_168","2017-10-10 08:00:29 -0700","0","Sauer Center","Harris Hall","454","457.68329661459137","different","0different"
"UT_168","2017-10-10 08:00:29 -0700","0","Golledge Hall","Snow Church","332","104.38869670610895","same","0same"
"UT_168","2017-10-10 08:00:29 -0700","0","Golledge Hall","Harris Hall","165","369.2830892418444","different","0different"
"UT_168","2017-10-10 08:00:29 -0700","0","Golledge Hall","Harvey House","583","379.0118731649445","different","0different"
"UT_168","2017-10-10 08:00:29 -0700","0","Golledge Hall","Batty House","236","572.1057594536171","different","0different"
"UT_168","2017-10-10 08:00:29 -0700","0","Golledge Hall","Lynch Station","208","583.5923234587651","different","0different"
"UT_168","2017-10-10 08:00:29 -0700","0","Golledge Hall","Sauer Center","314","238.8723508487326","same","0same"
"UT_168","2017-10-10 08:00:29 -0700","0","Batty House","Tobler Museum","548","484.08470333196857","different","0different"
"UT_168","2017-10-10 08:00:29 -0700","0","Batty House","Golledge Hall","440","572.1057594536171","different","0different"
"UT_168","2017-10-10 08:00:29 -0700","0","Batty House","Snow Church","617","668.6733133601191","different","0different"
"UT_168","2017-10-10 08:00:29 -0700","0","Batty House","Harvey House","568","321.6286678764814","same","0same"
"UT_168","2017-10-10 08:00:29 -0700","0","Batty House","Harris Hall","338","207.18349355100662","same","0same"
"UT_168","2017-10-10 08:00:29 -0700","0","Batty House","Sauer Center","668","658.8846636551802","different","0different"
"UT_168","2017-10-10 08:00:29 -0700","0","Snow Church","Batty House","670","668.6733133601191","different","0different"
"UT_168","2017-10-10 08:00:29 -0700","0","Snow Church","Tobler Museum","250","208.21623375712088","same","0same"
"UT_168","2017-10-10 08:00:29 -0700","0","Snow Church","Sauer Center","100","198.8793604173143","same","0same"
"UT_168","2017-10-10 08:00:29 -0700","0","Snow Church","Golledge Hall","210","104.38869670610895","same","0same"
"UT_168","2017-10-10 08:00:29 -0700","0","Snow Church","Lynch Station","602","670.4811705036914","different","0different"
"UT_168","2017-10-10 08:00:29 -0700","0","Snow Church","Harvey House","498","482.63547320933634","different","0different"
"UT_168","2017-10-10 08:00:29 -0700","0","Lynch Station","Harvey House","429","409.0110022970042","same","0same"
"UT_168","2017-10-10 08:00:29 -0700","0","Lynch Station","Batty House","52","123.06502346320826","same","0same"
"UT_168","2017-10-10 08:00:29 -0700","0","Lynch Station","Tobler Museum","529","469.4262455381037","different","0different"
"UT_168","2017-10-10 08:00:29 -0700","0","Lynch Station","Golledge Hall","286","583.5923234587651","different","0different"
"UT_168","2017-10-10 08:00:29 -0700","0","Lynch Station","Harris Hall","191","221.472345903501","same","0same"
"UT_168","2017-10-10 08:00:29 -0700","0","Lynch Station","Sauer Center","625","624.0640992718617","different","0different"
"UT_168","2017-10-10 08:00:29 -0700","0","Tobler Museum","Batty House","270","484.08470333196857","different","0different"
"UT_168","2017-10-10 08:00:29 -0700","0","Tobler Museum","Golledge Hall","176","150.98675438593943","same","0same"
"UT_168","2017-10-10 08:00:29 -0700","0","Tobler Museum","Lynch Station","327","469.4262455381037","different","0different"
"UT_168","2017-10-10 08:00:29 -0700","0","Tobler Museum","Harris Hall","254","277.7642885613628","different","0different"
"UT_168","2017-10-10 08:00:29 -0700","0","Tobler Museum","Harvey House","484","382.8276374558138","different","0different"
"UT_168","2017-10-10 08:00:29 -0700","0","Tobler Museum","Snow Church","173","208.21623375712088","same","0same"
"Utah140","2017-09-18 07:03:42 -0700","0","Batty House","Harvey House","167","321.6286678764814","same","0same"
"Utah140","2017-09-18 07:03:42 -0700","0","Batty House","Snow Church","257","668.6733133601191","different","0different"
"Utah140","2017-09-18 07:03:42 -0700","0","Batty House","Lynch Station","53","123.06502346320826","same","0same"
"Utah140","2017-09-18 07:03:42 -0700","0","Batty House","Sauer Center","0","658.8846636551802","different","0different"
"Utah140","2017-09-18 07:03:42 -0700","0","Batty House","Golledge Hall","234","572.1057594536171","different","0different"
"Utah140","2017-09-18 07:03:42 -0700","0","Batty House","Harris Hall","145","207.18349355100662","same","0same"
"Utah140","2017-09-18 07:03:42 -0700","0","Lynch Station","Snow Church","269","670.4811705036914","different","0different"
"Utah140","2017-09-18 07:03:42 -0700","0","Lynch Station","Harris Hall","123","221.472345903501","same","0same"
"Utah140","2017-09-18 07:03:42 -0700","0","Lynch Station","Sauer Center","0","624.0640992718617","different","0different"
"Utah140","2017-09-18 07:03:42 -0700","0","Lynch Station","Harvey House","179","409.0110022970042","same","0same"
"Utah140","2017-09-18 07:03:42 -0700","0","Lynch Station","Golledge Hall","238","583.5923234587651","different","0different"
"Utah140","2017-09-18 07:03:42 -0700","0","Lynch Station","Tobler Museum","415","469.4262455381037","different","0different"
"Utah140","2017-09-18 07:03:42 -0700","0","Harvey House","Golledge Hall","46","379.0118731649445","different","0different"
"Utah140","2017-09-18 07:03:42 -0700","0","Harvey House","Snow Church","111","482.63547320933634","different","0different"
"Utah140","2017-09-18 07:03:42 -0700","0","Harvey House","Harris Hall","0","239.70815588961506","same","0same"
"Utah140","2017-09-18 07:03:42 -0700","0","Harvey House","Tobler Museum","404","382.8276374558138","different","0different"
