"participant","date","distance test","start landmark","target landmark","estimated distance","actual distance","same or different route","spss level"
"Utah_193","2017-10-23 14:33:29 -0700","0","Harris Hall","Golledge Hall","387","369.2830892418444","different","0different"
"Utah_193","2017-10-23 14:33:29 -0700","0","Lynch Station","Harvey House","247","409.0110022970042","same","0same"
"Utah_193","2017-10-23 14:33:29 -0700","0","Lynch Station","Snow Church","576","670.4811705036914","different","0different"
"Utah_193","2017-10-23 14:33:29 -0700","0","Lynch Station","Sauer Center","534","624.0640992718617","different","0different"
"Utah_193","2017-10-23 14:33:29 -0700","0","Lynch Station","Tobler Museum","433","469.4262455381037","different","0different"
"Utah_193","2017-10-23 14:33:29 -0700","0","Lynch Station","Harris Hall","220","221.472345903501","same","0same"
"Utah_193","2017-10-23 14:33:29 -0700","0","Lynch Station","Golledge Hall","515","583.5923234587651","different","0different"
"Utah_193","2017-10-23 14:33:29 -0700","0","Batty House","Harvey House","278","321.6286678764814","same","0same"
"Utah_193","2017-10-23 14:33:29 -0700","0","Batty House","Lynch Station","101","123.06502346320826","same","0same"
"Utah_193","2017-10-23 14:33:29 -0700","0","Batty House","Tobler Museum","519","484.08470333196857","different","0different"
"Utah_193","2017-10-23 14:33:29 -0700","0","Batty House","Golledge Hall","504","572.1057594536171","different","0different"
"Utah_193","2017-10-23 14:33:29 -0700","0","Batty House","Snow Church","480","668.6733133601191","different","0different"
"Utah_193","2017-10-23 14:33:29 -0700","0","Batty House","Sauer Center","533","658.8846636551802","different","0different"
"Utah_193","2017-10-23 14:33:29 -0700","0","Snow Church","Sauer Center","138","198.8793604173143","same","0same"
"Utah_193","2017-10-23 14:33:29 -0700","0","Snow Church","Lynch Station","540","670.4811705036914","different","0different"
"Utah_193","2017-10-23 14:33:29 -0700","0","Snow Church","Harris Hall","494","463.0","different","0different"
"Utah_193","2017-10-23 14:33:29 -0700","0","Snow Church","Tobler Museum","290","208.21623375712088","same","0same"
"Utah_193","2017-10-23 14:33:29 -0700","0","Snow Church","Harvey House","564","482.63547320933634","different","0different"
"Utah_193","2017-10-23 14:33:29 -0700","0","Snow Church","Batty House","641","668.6733133601191","different","0different"
"Utah_193","2017-10-23 14:33:29 -0700","0","Tobler Museum","Harris Hall","299","277.7642885613628","different","0different"
"Utah_193","2017-10-23 14:33:29 -0700","0","Tobler Museum","Batty House","416","484.08470333196857","different","0different"
"Utah_193","2017-10-23 14:33:29 -0700","0","Tobler Museum","Sauer Center","114","189.76037521042164","same","0same"
"Utah_193","2017-10-23 14:33:29 -0700","0","Tobler Museum","Snow Church","233","208.21623375712088","same","0same"
"Utah_193","2017-10-23 14:33:29 -0700","0","Tobler Museum","Lynch Station","372","469.4262455381037","different","0different"
"Utah_193","2017-10-23 14:33:29 -0700","0","Tobler Museum","Harvey House","334","382.8276374558138","different","0different"
"Utah_194","2017-10-26 14:42:00 -0700","0","Batty House","Harvey House","499","321.6286678764814","same","0same"
"Utah_194","2017-10-26 14:42:00 -0700","0","Batty House","Harris Hall","294","207.18349355100662","same","0same"
"Utah_194","2017-10-26 14:42:00 -0700","0","Batty House","Lynch Station","45","123.06502346320826","same","0same"
"Utah_194","2017-10-26 14:42:00 -0700","0","Batty House","Tobler Museum","88","484.08470333196857","different","0different"
"Utah_194","2017-10-26 14:42:00 -0700","0","Batty House","Sauer Center","236","658.8846636551802","different","0different"
"Utah_194","2017-10-26 14:42:00 -0700","0","Batty House","Snow Church","447","668.6733133601191","different","0different"
"Utah_194","2017-10-26 14:42:00 -0700","0","Golledge Hall","Harris Hall","57","369.2830892418444","different","0different"
"Utah_194","2017-10-26 14:42:00 -0700","0","Golledge Hall","Sauer Center","201","238.8723508487326","same","0same"
"Utah_194","2017-10-26 14:42:00 -0700","0","Golledge Hall","Snow Church","64","104.38869670610895","same","0same"
"Utah_194","2017-10-26 14:42:00 -0700","0","Golledge Hall","Harvey House","366","379.0118731649445","different","0different"
"Utah_194","2017-10-26 14:42:00 -0700","0","Golledge Hall","Tobler Museum","319","150.98675438593943","same","0same"
"Utah_194","2017-10-26 14:42:00 -0700","0","Golledge Hall","Batty House","495","572.1057594536171","different","0different"
"Utah_194","2017-10-26 14:42:00 -0700","0","Snow Church","Tobler Museum","185","208.21623375712088","same","0same"
"Utah_194","2017-10-26 14:42:00 -0700","0","Snow Church","Harvey House","286","482.63547320933634","different","0different"
"Utah_194","2017-10-26 14:42:00 -0700","0","Snow Church","Batty House","479","668.6733133601191","different","0different"
"Utah_194","2017-10-26 14:42:00 -0700","0","Snow Church","Harris Hall","422","463.0","different","0different"
"Utah_194","2017-10-26 14:42:00 -0700","0","Snow Church","Sauer Center","79","198.8793604173143","same","0same"
"Utah_194","2017-10-26 14:42:00 -0700","0","Snow Church","Lynch Station","364","670.4811705036914","different","0different"
"Utah_194","2017-10-26 14:42:00 -0700","0","Harvey House","Harris Hall","49","239.70815588961506","same","0same"
"Utah_194","2017-10-26 14:42:00 -0700","0","Harvey House","Sauer Center","390","568.4804306218465","different","0different"
"Utah_194","2017-10-26 14:42:00 -0700","0","Harvey House","Snow Church","316","482.63547320933634","different","0different"
"Utah_194","2017-10-26 14:42:00 -0700","0","Harvey House","Golledge Hall","227","379.0118731649445","different","0different"
"Utah_194","2017-10-26 14:42:00 -0700","0","Harvey House","Lynch Station","325","409.0110022970042","same","0same"
"Utah_194","2017-10-26 14:42:00 -0700","0","Harvey House","Tobler Museum","515","382.8276374558138","different","0different"
"Utah_194","2017-10-26 14:42:00 -0700","0","Sauer Center","Batty House","658","658.8846636551802","different","0different"
"Utah_194","2017-10-26 14:42:00 -0700","0","Sauer Center","Golledge Hall","198","238.8723508487326","same","0same"
"Utah_194","2017-10-26 14:42:00 -0700","0","Sauer Center","Tobler Museum","281","189.76037521042164","same","0same"
"Utah_194","2017-10-26 14:42:00 -0700","0","Sauer Center","Harvey House","340","568.4804306218465","different","0different"
"Utah_194","2017-10-26 14:42:00 -0700","0","Sauer Center","Harris Hall","436","457.68329661459137","different","0different"
"Utah_194","2017-10-26 14:42:00 -0700","0","Sauer Center","Snow Church","36","198.8793604173143","same","0same"
"Utah_194","2017-10-26 14:42:00 -0700","0","Harris Hall","Harvey House","45","239.70815588961506","same","0same"
"Utah_194","2017-10-26 14:42:00 -0700","0","Harris Hall","Snow Church","93","463.0","different","0different"
"Utah_194","2017-10-26 14:42:00 -0700","0","Harris Hall","Golledge Hall","83","369.2830892418444","different","0different"
"Utah_194","2017-10-26 14:42:00 -0700","0","Harris Hall","Lynch Station","35","221.472345903501","same","0same"
"Utah_194","2017-10-26 14:42:00 -0700","0","Harris Hall","Tobler Museum","320","277.7642885613628","different","0different"
"Utah_194","2017-10-26 14:42:00 -0700","0","Harris Hall","Sauer Center","378","457.68329661459137","different","0different"
"Utah_194","2017-10-26 14:42:00 -0700","0","Lynch Station","Harvey House","401","409.0110022970042","same","0same"
"Utah_194","2017-10-26 14:42:00 -0700","0","Lynch Station","Golledge Hall","518","583.5923234587651","different","0different"
"Utah_194","2017-10-26 14:42:00 -0700","0","Lynch Station","Batty House","19","123.06502346320826","same","0same"
"Utah_194","2017-10-26 14:42:00 -0700","0","Lynch Station","Tobler Museum","153","469.4262455381037","different","0different"
"Utah_194","2017-10-26 14:42:00 -0700","0","Lynch Station","Harris Hall","272","221.472345903501","same","0same"
"Utah_194","2017-10-26 14:42:00 -0700","0","Lynch Station","Snow Church","582","670.4811705036914","different","0different"
"Utah_194","2017-10-26 14:42:00 -0700","0","Tobler Museum","Harris Hall","349","277.7642885613628","different","0different"
"Utah_194","2017-10-26 14:42:00 -0700","0","Tobler Museum","Lynch Station","0","469.4262455381037","different","0different"
"Utah_194","2017-10-26 14:42:00 -0700","0","Tobler Museum","Sauer Center","37","189.76037521042164","same","0same"
"Utah_194","2017-10-26 14:42:00 -0700","0","Tobler Museum","Golledge Hall","169","150.98675438593943","same","0same"
"Utah_194","2017-10-26 14:42:00 -0700","0","Tobler Museum","Harvey House","291","382.8276374558138","different","0different"
"Utah_194","2017-10-26 14:42:00 -0700","0","Tobler Museum","Batty House","38","484.08470333196857","different","0different"
"Utah_195","2017-10-27 08:21:56 -0700","0","Tobler Museum","Lynch Station","162","469.4262455381037","different","0different"
"Utah_195","2017-10-27 08:21:56 -0700","0","Tobler Museum","Golledge Hall","113","150.98675438593943","same","0same"
"Utah_195","2017-10-27 08:21:56 -0700","0","Tobler Museum","Sauer Center","29","189.76037521042164","same","0same"
"Utah_195","2017-10-27 08:21:56 -0700","0","Tobler Museum","Harvey House","394","382.8276374558138","different","0different"
"Utah_195","2017-10-27 08:21:56 -0700","0","Tobler Museum","Harris Hall","353","277.7642885613628","different","0different"
"Utah_195","2017-10-27 08:21:56 -0700","0","Tobler Museum","Batty House","251","484.08470333196857","different","0different"
"Utah_195","2017-10-27 08:21:56 -0700","0","Snow Church","Harris Hall","413","463.0","different","0different"
"Utah_195","2017-10-27 08:21:56 -0700","0","Snow Church","Batty House","553","668.6733133601191","different","0different"
"Utah_195","2017-10-27 08:21:56 -0700","0","Snow Church","Sauer Center","286","198.8793604173143","same","0same"
"Utah_195","2017-10-27 08:21:56 -0700","0","Snow Church","Golledge Hall","264","104.38869670610895","same","0same"
"Utah_195","2017-10-27 08:21:56 -0700","0","Snow Church","Lynch Station","538","670.4811705036914","different","0different"
"Utah_195","2017-10-27 08:21:56 -0700","0","Snow Church","Tobler Museum","204","208.21623375712088","same","0same"
"Utah_195","2017-10-27 08:21:56 -0700","0","Harris Hall","Snow Church","377","463.0","different","0different"
"Utah_195","2017-10-27 08:21:56 -0700","0","Harris Hall","Sauer Center","165","457.68329661459137","different","0different"
"Utah_195","2017-10-27 08:21:56 -0700","0","Harris Hall","Lynch Station","252","221.472345903501","same","0same"
"Utah_195","2017-10-27 08:21:56 -0700","0","Harris Hall","Batty House","259","207.18349355100662","same","0same"
"Utah_195","2017-10-27 08:21:56 -0700","0","Harris Hall","Tobler Museum","376","277.7642885613628","different","0different"
"Utah_195","2017-10-27 08:21:56 -0700","0","Harris Hall","Golledge Hall","378","369.2830892418444","different","0different"
"Utah_195","2017-10-27 08:21:56 -0700","0","Lynch Station","Golledge Hall","571","583.5923234587651","different","0different"
"Utah_195","2017-10-27 08:21:56 -0700","0","Lynch Station","Tobler Museum","286","469.4262455381037","different","0different"
"Utah_195","2017-10-27 08:21:56 -0700","0","Lynch Station","Sauer Center","400","624.0640992718617","different","0different"
"Utah_195","2017-10-27 08:21:56 -0700","0","Lynch Station","Harris Hall","278","221.472345903501","same","0same"
"Utah_195","2017-10-27 08:21:56 -0700","0","Lynch Station","Batty House","11","123.06502346320826","same","0same"
"Utah_195","2017-10-27 08:21:56 -0700","0","Lynch Station","Harvey House","404","409.0110022970042","same","0same"
"Utah_195","2017-10-27 08:21:56 -0700","0","Sauer Center","Batty House","171","658.8846636551802","different","0different"
"Utah_195","2017-10-27 08:21:56 -0700","0","Sauer Center","Lynch Station","170","624.0640992718617","different","0different"
"Utah_195","2017-10-27 08:21:56 -0700","0","Sauer Center","Golledge Hall","33","238.8723508487326","same","0same"
"Utah_195","2017-10-27 08:21:56 -0700","0","Sauer Center","Harvey House","482","568.4804306218465","different","0different"
"Utah_195","2017-10-27 08:21:56 -0700","0","Sauer Center","Harris Hall","418","457.68329661459137","different","0different"
"Utah_195","2017-10-27 08:21:56 -0700","0","Sauer Center","Snow Church","621","198.8793604173143","same","0same"
"Utah_195","2017-10-27 08:21:56 -0700","0","Harvey House","Sauer Center","350","568.4804306218465","different","0different"
"Utah_195","2017-10-27 08:21:56 -0700","0","Harvey House","Harris Hall","99","239.70815588961506","same","0same"
"Utah_195","2017-10-27 08:21:56 -0700","0","Harvey House","Lynch Station","428","409.0110022970042","same","0same"
"Utah_195","2017-10-27 08:21:56 -0700","0","Harvey House","Snow Church","422","482.63547320933634","different","0different"
"Utah_195","2017-10-27 08:21:56 -0700","0","Harvey House","Batty House","446","321.6286678764814","same","0same"
"Utah_195","2017-10-27 08:21:56 -0700","0","Harvey House","Tobler Museum","568","382.8276374558138","different","0different"
"Utah_195","2017-10-27 08:21:56 -0700","0","Batty House","Snow Church","668","668.6733133601191","different","0different"
"Utah_195","2017-10-27 08:21:56 -0700","0","Batty House","Tobler Museum","439","484.08470333196857","different","0different"
"Utah_195","2017-10-27 08:21:56 -0700","0","Batty House","Sauer Center","217","658.8846636551802","different","0different"
"Utah_195","2017-10-27 08:21:56 -0700","0","Batty House","Harvey House","383","321.6286678764814","same","0same"
"Utah_195","2017-10-27 08:21:56 -0700","0","Batty House","Golledge Hall","328","572.1057594536171","different","0different"
"Utah_195","2017-10-27 08:21:56 -0700","0","Batty House","Lynch Station","0","123.06502346320826","same","0same"
"Utah_195","2017-10-27 08:21:56 -0700","0","Golledge Hall","Tobler Museum","385","150.98675438593943","same","0same"
"Utah_195","2017-10-27 08:21:56 -0700","0","Golledge Hall","Lynch Station","347","583.5923234587651","different","0different"
"Utah_195","2017-10-27 08:21:56 -0700","0","Golledge Hall","Snow Church","138","104.38869670610895","same","0same"
"Utah_195","2017-10-27 08:21:56 -0700","0","Golledge Hall","Batty House","374","572.1057594536171","different","0different"
"Utah_195","2017-10-27 08:21:56 -0700","0","Golledge Hall","Harvey House","583","379.0118731649445","different","0different"
"Utah_195","2017-10-27 08:21:56 -0700","0","Golledge Hall","Harris Hall","379","369.2830892418444","different","0different"
"Utah_196","2017-10-27 11:03:14 -0700","0","Batty House","Golledge Hall","436","572.1057594536171","different","0different"
"Utah_196","2017-10-27 11:03:14 -0700","0","Batty House","Lynch Station","41","123.06502346320826","same","0same"
"Utah_196","2017-10-27 11:03:14 -0700","0","Batty House","Sauer Center","612","658.8846636551802","different","0different"
"Utah_196","2017-10-27 11:03:14 -0700","0","Batty House","Tobler Museum","119","484.08470333196857","different","0different"
"Utah_196","2017-10-27 11:03:14 -0700","0","Batty House","Harris Hall","380","207.18349355100662","same","0same"
"Utah_196","2017-10-27 11:03:14 -0700","0","Batty House","Harvey House","521","321.6286678764814","same","0same"
"Utah_196","2017-10-27 11:03:14 -0700","0","Harvey House","Sauer Center","0","568.4804306218465","different","0different"
"Utah_196","2017-10-27 11:03:14 -0700","0","Harvey House","Snow Church","189","482.63547320933634","different","0different"
"Utah_196","2017-10-27 11:03:14 -0700","0","Harvey House","Harris Hall","119","239.70815588961506","same","0same"
"Utah_196","2017-10-27 11:03:14 -0700","0","Harvey House","Lynch Station","0","409.0110022970042","same","0same"
"Utah_196","2017-10-27 11:03:14 -0700","0","Harvey House","Golledge Hall","93","379.0118731649445","different","0different"
"Utah_196","2017-10-27 11:03:14 -0700","0","Harvey House","Batty House","448","321.6286678764814","same","0same"
"Utah_196","2017-10-27 11:03:14 -0700","0","Snow Church","Harvey House","360","482.63547320933634","different","0different"
"Utah_196","2017-10-27 11:03:14 -0700","0","Snow Church","Tobler Museum","234","208.21623375712088","same","0same"
"Utah_196","2017-10-27 11:03:14 -0700","0","Snow Church","Golledge Hall","123","104.38869670610895","same","0same"
"Utah_196","2017-10-27 11:03:14 -0700","0","Snow Church","Lynch Station","529","670.4811705036914","different","0different"
"Utah_196","2017-10-27 11:03:14 -0700","0","Snow Church","Batty House","608","668.6733133601191","different","0different"
"Utah_196","2017-10-27 11:03:14 -0700","0","Snow Church","Sauer Center","115","198.8793604173143","same","0same"
"Utah_196","2017-10-27 11:03:14 -0700","0","Sauer Center","Snow Church","0","198.8793604173143","same","0same"
"Utah_196","2017-10-27 11:03:14 -0700","0","Sauer Center","Harris Hall","0","457.68329661459137","different","0different"
"Utah_196","2017-10-27 11:03:14 -0700","0","Sauer Center","Tobler Museum","0","189.76037521042164","same","0same"
"Utah_196","2017-10-27 11:03:14 -0700","0","Sauer Center","Golledge Hall","0","238.8723508487326","same","0same"
"Utah_196","2017-10-27 11:03:14 -0700","0","Sauer Center","Lynch Station","0","624.0640992718617","different","0different"
"Utah_196","2017-10-27 11:03:14 -0700","0","Sauer Center","Harvey House","0","568.4804306218465","different","0different"
"Utah_196","2017-10-27 11:03:14 -0700","0","Harris Hall","Harvey House","125","239.70815588961506","same","0same"
"Utah_196","2017-10-27 11:03:14 -0700","0","Harris Hall","Sauer Center","0","457.68329661459137","different","0different"
"Utah_196","2017-10-27 11:03:14 -0700","0","Harris Hall","Batty House","350","207.18349355100662","same","0same"
"Utah_196","2017-10-27 11:03:14 -0700","0","Harris Hall","Lynch Station","308","221.472345903501","same","0same"
"Utah_196","2017-10-27 11:03:14 -0700","0","Harris Hall","Snow Church","179","463.0","different","0different"
"Utah_196","2017-10-27 11:03:14 -0700","0","Harris Hall","Golledge Hall","0","369.2830892418444","different","0different"
"Utah_196","2017-10-27 11:03:14 -0700","0","Golledge Hall","Batty House","583","572.1057594536171","different","0different"
"Utah_196","2017-10-27 11:03:14 -0700","0","Golledge Hall","Tobler Museum","303","150.98675438593943","same","0same"
"Utah_196","2017-10-27 11:03:14 -0700","0","Golledge Hall","Harris Hall","457","369.2830892418444","different","0different"
"Utah_196","2017-10-27 11:03:14 -0700","0","Golledge Hall","Sauer Center","265","238.8723508487326","same","0same"
"Utah_196","2017-10-27 11:03:14 -0700","0","Golledge Hall","Snow Church","173","104.38869670610895","same","0same"
"Utah_196","2017-10-27 11:03:14 -0700","0","Golledge Hall","Lynch Station","537","583.5923234587651","different","0different"
"Utah_196","2017-10-27 11:03:14 -0700","0","Lynch Station","Golledge Hall","562","583.5923234587651","different","0different"
"Utah_196","2017-10-27 11:03:14 -0700","0","Lynch Station","Harvey House","670","409.0110022970042","same","0same"
"Utah_196","2017-10-27 11:03:14 -0700","0","Lynch Station","Sauer Center","450","624.0640992718617","different","0different"
"Utah_196","2017-10-27 11:03:14 -0700","0","Lynch Station","Harris Hall","338","221.472345903501","same","0same"
"Utah_196","2017-10-27 11:03:14 -0700","0","Lynch Station","Batty House","52","123.06502346320826","same","0same"
"Utah_196","2017-10-27 11:03:14 -0700","0","Lynch Station","Snow Church","369","670.4811705036914","different","0different"
"Utah_196","2017-10-27 11:03:14 -0700","0","Tobler Museum","Harris Hall","351","277.7642885613628","different","0different"
"Utah_196","2017-10-27 11:03:14 -0700","0","Tobler Museum","Golledge Hall","176","150.98675438593943","same","0same"
"Utah_196","2017-10-27 11:03:14 -0700","0","Tobler Museum","Sauer Center","95","189.76037521042164","same","0same"
"Utah_196","2017-10-27 11:03:14 -0700","0","Tobler Museum","Lynch Station","456","469.4262455381037","different","0different"
"Utah_196","2017-10-27 11:03:14 -0700","0","Tobler Museum","Harvey House","250","382.8276374558138","different","0different"
"Utah_196","2017-10-27 11:03:14 -0700","0","Tobler Museum","Snow Church","130","208.21623375712088","same","0same"
"Utah_197","2017-11-02 08:34:29 -0700","0","Snow Church","Sauer Center","335","198.8793604173143","same","0same"
"Utah_197","2017-11-02 08:34:29 -0700","0","Snow Church","Batty House","246","668.6733133601191","different","0different"
"Utah_197","2017-11-02 08:34:29 -0700","0","Snow Church","Lynch Station","510","670.4811705036914","different","0different"
"Utah_197","2017-11-02 08:34:29 -0700","0","Snow Church","Harvey House","599","482.63547320933634","different","0different"
"Utah_197","2017-11-02 08:34:29 -0700","0","Snow Church","Golledge Hall","215","104.38869670610895","same","0same"
"Utah_197","2017-11-02 08:34:29 -0700","0","Snow Church","Harris Hall","174","463.0","different","0different"
"Utah_197","2017-11-02 08:34:29 -0700","0","Harris Hall","Golledge Hall","125","369.2830892418444","different","0different"
"Utah_197","2017-11-02 08:34:29 -0700","0","Harris Hall","Batty House","168","207.18349355100662","same","0same"
"Utah_197","2017-11-02 08:34:29 -0700","0","Harris Hall","Harvey House","424","239.70815588961506","same","0same"
"Utah_197","2017-11-02 08:34:29 -0700","0","Harris Hall","Lynch Station","385","221.472345903501","same","0same"
"Utah_197","2017-11-02 08:34:29 -0700","0","Harris Hall","Snow Church","105","463.0","different","0different"
"Utah_197","2017-11-02 08:34:29 -0700","0","Harris Hall","Sauer Center","350","457.68329661459137","different","0different"
"Utah_197","2017-11-02 08:34:29 -0700","0","Golledge Hall","Harvey House","490","379.0118731649445","different","0different"
"Utah_197","2017-11-02 08:34:29 -0700","0","Golledge Hall","Snow Church","111","104.38869670610895","same","0same"
"Utah_197","2017-11-02 08:34:29 -0700","0","Golledge Hall","Batty House","58","572.1057594536171","different","0different"
"Utah_197","2017-11-02 08:34:29 -0700","0","Golledge Hall","Harris Hall","56","369.2830892418444","different","0different"
"Utah_197","2017-11-02 08:34:29 -0700","0","Golledge Hall","Sauer Center","361","238.8723508487326","same","0same"
"Utah_197","2017-11-02 08:34:29 -0700","0","Golledge Hall","Lynch Station","445","583.5923234587651","different","0different"
"Utah_197","2017-11-02 08:34:29 -0700","0","Sauer Center","Tobler Museum","244","189.76037521042164","same","0same"
"Utah_197","2017-11-02 08:34:29 -0700","0","Sauer Center","Snow Church","117","198.8793604173143","same","0same"
"Utah_197","2017-11-02 08:34:29 -0700","0","Sauer Center","Golledge Hall","330","238.8723508487326","same","0same"
"Utah_197","2017-11-02 08:34:29 -0700","0","Sauer Center","Harris Hall","223","457.68329661459137","different","0different"
"Utah_197","2017-11-02 08:34:29 -0700","0","Sauer Center","Harvey House","658","568.4804306218465","different","0different"
"Utah_197","2017-11-02 08:34:29 -0700","0","Sauer Center","Batty House","413","658.8846636551802","different","0different"
"Utah_197","2017-11-02 08:34:29 -0700","0","Batty House","Golledge Hall","538","572.1057594536171","different","0different"
"Utah_197","2017-11-02 08:34:29 -0700","0","Batty House","Harvey House","668","321.6286678764814","same","0same"
"Utah_197","2017-11-02 08:34:29 -0700","0","Batty House","Tobler Museum","668","484.08470333196857","different","0different"
"Utah_197","2017-11-02 08:34:29 -0700","0","Batty House","Sauer Center","668","658.8846636551802","different","0different"
"Utah_197","2017-11-02 08:34:29 -0700","0","Batty House","Harris Hall","621","207.18349355100662","same","0same"
"Utah_197","2017-11-02 08:34:29 -0700","0","Batty House","Lynch Station","668","123.06502346320826","same","0same"
"Utah_197","2017-11-02 08:34:29 -0700","0","Harvey House","Snow Church","568","482.63547320933634","different","0different"
"Utah_197","2017-11-02 08:34:29 -0700","0","Harvey House","Harris Hall","568","239.70815588961506","same","0same"
"Utah_197","2017-11-02 08:34:29 -0700","0","Harvey House","Golledge Hall","568","379.0118731649445","different","0different"
"Utah_197","2017-11-02 08:34:29 -0700","0","Harvey House","Lynch Station","464","409.0110022970042","same","0same"
"Utah_197","2017-11-02 08:34:29 -0700","0","Harvey House","Batty House","568","321.6286678764814","same","0same"
"Utah_197","2017-11-02 08:34:29 -0700","0","Harvey House","Tobler Museum","568","382.8276374558138","different","0different"
"Utah_197","2017-11-02 08:34:29 -0700","0","Tobler Museum","Harris Hall","398","277.7642885613628","different","0different"
"Utah_197","2017-11-02 08:34:29 -0700","0","Tobler Museum","Snow Church","360","208.21623375712088","same","0same"
"Utah_197","2017-11-02 08:34:29 -0700","0","Tobler Museum","Lynch Station","484","469.4262455381037","different","0different"
"Utah_197","2017-11-02 08:34:29 -0700","0","Tobler Museum","Golledge Hall","301","150.98675438593943","same","0same"
"Utah_197","2017-11-02 08:34:29 -0700","0","Tobler Museum","Sauer Center","484","189.76037521042164","same","0same"
"Utah_197","2017-11-02 08:34:29 -0700","0","Tobler Museum","Harvey House","484","382.8276374558138","different","0different"
"Utah_197","2017-11-02 08:34:29 -0700","0","Lynch Station","Tobler Museum","670","469.4262455381037","different","0different"
"Utah_197","2017-11-02 08:34:29 -0700","0","Lynch Station","Golledge Hall","670","583.5923234587651","different","0different"
"Utah_197","2017-11-02 08:34:29 -0700","0","Lynch Station","Batty House","670","123.06502346320826","same","0same"
"Utah_197","2017-11-02 08:34:29 -0700","0","Lynch Station","Harris Hall","670","221.472345903501","same","0same"
"Utah_197","2017-11-02 08:34:29 -0700","0","Lynch Station","Sauer Center","577","624.0640992718617","different","0different"
"Utah_197","2017-11-02 08:34:29 -0700","0","Lynch Station","Snow Church","670","670.4811705036914","different","0different"
"Utah_198","2017-11-02 09:07:40 -0700","0","Harris Hall","Sauer Center","318","457.68329661459137","different","0different"
"Utah_198","2017-11-02 09:07:40 -0700","0","Harris Hall","Batty House","183","207.18349355100662","same","0same"
"Utah_198","2017-11-02 09:07:40 -0700","0","Harris Hall","Harvey House","0","239.70815588961506","same","0same"
"Utah_198","2017-11-02 09:07:40 -0700","0","Harris Hall","Lynch Station","105","221.472345903501","same","0same"
"Utah_198","2017-11-02 09:07:40 -0700","0","Harris Hall","Golledge Hall","381","369.2830892418444","different","0different"
"Utah_198","2017-11-02 09:07:40 -0700","0","Harris Hall","Snow Church","428","463.0","different","0different"
"Utah_198","2017-11-02 09:07:40 -0700","0","Golledge Hall","Harris Hall","452","369.2830892418444","different","0different"
"Utah_198","2017-11-02 09:07:40 -0700","0","Golledge Hall","Snow Church","128","104.38869670610895","same","0same"
"Utah_198","2017-11-02 09:07:40 -0700","0","Golledge Hall","Harvey House","311","379.0118731649445","different","0different"
"Utah_198","2017-11-02 09:07:40 -0700","0","Golledge Hall","Lynch Station","405","583.5923234587651","different","0different"
"Utah_198","2017-11-02 09:07:40 -0700","0","Golledge Hall","Sauer Center","205","238.8723508487326","same","0same"
"Utah_198","2017-11-02 09:07:40 -0700","0","Golledge Hall","Batty House","503","572.1057594536171","different","0different"
"Utah_198","2017-11-02 09:07:40 -0700","0","Harvey House","Harris Hall","250","239.70815588961506","same","0same"
"Utah_198","2017-11-02 09:07:40 -0700","0","Harvey House","Snow Church","470","482.63547320933634","different","0different"
"Utah_198","2017-11-02 09:07:40 -0700","0","Harvey House","Lynch Station","288","409.0110022970042","same","0same"
"Utah_198","2017-11-02 09:07:40 -0700","0","Harvey House","Golledge Hall","422","379.0118731649445","different","0different"
"Utah_198","2017-11-02 09:07:40 -0700","0","Harvey House","Sauer Center","374","568.4804306218465","different","0different"
"Utah_198","2017-11-02 09:07:40 -0700","0","Harvey House","Tobler Museum","337","382.8276374558138","different","0different"
"Utah_198","2017-11-02 09:07:40 -0700","0","Lynch Station","Snow Church","670","670.4811705036914","different","0different"
"Utah_198","2017-11-02 09:07:40 -0700","0","Lynch Station","Harvey House","435","409.0110022970042","same","0same"
"Utah_198","2017-11-02 09:07:40 -0700","0","Lynch Station","Tobler Museum","566","469.4262455381037","different","0different"
"Utah_198","2017-11-02 09:07:40 -0700","0","Lynch Station","Golledge Hall","670","583.5923234587651","different","0different"
"Utah_198","2017-11-02 09:07:40 -0700","0","Lynch Station","Batty House","0","123.06502346320826","same","0same"
"Utah_198","2017-11-02 09:07:40 -0700","0","Lynch Station","Harris Hall","295","221.472345903501","same","0same"
"Utah_198","2017-11-02 09:07:40 -0700","0","Sauer Center","Golledge Hall","279","238.8723508487326","same","0same"
"Utah_198","2017-11-02 09:07:40 -0700","0","Sauer Center","Harris Hall","570","457.68329661459137","different","0different"
"Utah_198","2017-11-02 09:07:40 -0700","0","Sauer Center","Lynch Station","521","624.0640992718617","different","0different"
"Utah_198","2017-11-02 09:07:40 -0700","0","Sauer Center","Snow Church","245","198.8793604173143","same","0same"
"Utah_198","2017-11-02 09:07:40 -0700","0","Sauer Center","Batty House","658","658.8846636551802","different","0different"
"Utah_198","2017-11-02 09:07:40 -0700","0","Sauer Center","Harvey House","0","568.4804306218465","different","0different"
"Utah_198","2017-11-02 09:07:40 -0700","0","Snow Church","Sauer Center","211","198.8793604173143","same","0same"
"Utah_198","2017-11-02 09:07:40 -0700","0","Snow Church","Golledge Hall","156","104.38869670610895","same","0same"
"Utah_198","2017-11-02 09:07:40 -0700","0","Snow Church","Harris Hall","569","463.0","different","0different"
"Utah_198","2017-11-02 09:07:40 -0700","0","Snow Church","Lynch Station","513","670.4811705036914","different","0different"
"Utah_198","2017-11-02 09:07:40 -0700","0","Snow Church","Batty House","646","668.6733133601191","different","0different"
