"participant","date","model number","building","x","y","error"
"Utah_135","2017-09-11 12:34:37 -0700","0","Golledge Hall","487","148","162.4130536625674"
"Utah_135","2017-09-11 12:34:37 -0700","0","Sauer Center","324","314","431.3722290551398"
"Utah_135","2017-09-11 12:34:37 -0700","0","Snow Church","329","166","388.96015220071064"
"Utah_135","2017-09-11 12:34:37 -0700","0","Harvey House","517","509","224.28776159211185"
"Utah_135","2017-09-11 12:34:37 -0700","0","Batty House","747","247","720.4338970370565"
"Utah_135","2017-09-11 12:34:37 -0700","0","Harris Hall","733","502","586.9412236331675"
"Utah_136","2017-09-15 09:34:41 -0700","0","Snow Church","580","120","160.37767924496225"
"Utah_136","2017-09-15 09:34:41 -0700","0","Sauer Center","334","6","291.00171820798585"
"Utah_136","2017-09-15 09:34:41 -0700","0","Tobler Museum","593","242","156.20499351813308"
"Utah_136","2017-09-15 09:34:41 -0700","0","Lynch Station","6","310","186.09674903124989"
"Utah_136","2017-09-15 09:34:41 -0700","0","Batty House","23","491","219.03652663425797"
"Utah_136","2017-09-15 09:34:41 -0700","0","Harvey House","713","480","419.02983187357916"
"Utah_136","2017-09-15 09:34:41 -0700","0","Golledge Hall","115","182","462.04112371086626"
"Utah_136","2017-09-15 09:34:41 -0700","0","Harris Hall","552","365","364.5408070436011"
"UTah_137","2017-09-15 10:13:07 -0700","0","Lynch Station","21","211","87.46427842267951"
"UTah_137","2017-09-15 10:13:07 -0700","0","Batty House","112","426","175.90054007876157"
"UTah_137","2017-09-15 10:13:07 -0700","0","Harris Hall","278","212","64.53681120105021"
"UTah_137","2017-09-15 10:13:07 -0700","0","Harvey House","371","531","89.69392398596462"
"UTah_137","2017-09-15 10:13:07 -0700","0","Golledge Hall","649","218","112.0446339634344"
"UTah_137","2017-09-15 10:13:07 -0700","0","Snow Church","617","61","174.7483905505284"
"UTah_137","2017-09-15 10:13:07 -0700","0","Sauer Center","454","66","181.5543995611233"
"UTah_137","2017-09-15 10:13:07 -0700","0","Tobler Museum","378","181","129.25169244539896"
"Utah_138","2017-09-15 10:50:21 -0700","0","Tobler Museum","681","495","417.6996528607607"
"Utah_138","2017-09-15 10:50:21 -0700","0","Sauer Center","656","34","42.44997055358225"
"Utah_138","2017-09-15 10:50:21 -0700","0","Snow Church","668","331","134.8332303254654"
"Utah_138","2017-09-15 10:50:21 -0700","0","Golledge Hall","425","190","171.81967291320282"
"Utah_138","2017-09-15 10:50:21 -0700","0","Harvey House","318","482","24.186773244895647"
"Utah_138","2017-09-15 10:50:21 -0700","0","Harris Hall","259","341","123.13001258832064"
"Utah_138","2017-09-15 10:50:21 -0700","0","Lynch Station","110","158","103.73041983911952"
"Utah_138","2017-09-15 10:50:21 -0700","0","Batty House","7","526","254.78618486880328"
"Utah_139","2017-09-15 13:07:56 -0700","0","Batty House","304","26","370.46592285930967"
"Utah_139","2017-09-15 13:07:56 -0700","0","Lynch Station","327","93","316.5217212135685"
"Utah_139","2017-09-15 13:07:56 -0700","0","Harris Hall","232","175","53.75872022286245"
"Utah_139","2017-09-15 13:07:56 -0700","0","Harvey House","23","321","316.76016163652906"
"Utah_139","2017-09-15 13:07:56 -0700","0","Golledge Hall","309","267","256.12692166189794"
"Utah_139","2017-09-15 13:07:56 -0700","0","Snow Church","351","420","423.6153915995027"
"Utah_139","2017-09-15 13:07:56 -0700","0","Sauer Center","661","359","355.8258000763857"
"Utah_139","2017-09-15 13:07:56 -0700","0","Tobler Museum","615","210","150.42606157179014"
"Utah_144","2017-09-20 14:42:01 -0700","0","Harris Hall","210","318","92.13576938409967"
"Utah_144","2017-09-20 14:42:01 -0700","0","Batty House","27","466","194.0"
"Utah_144","2017-09-20 14:42:01 -0700","0","Lynch Station","10","347","223.00896842952304"
"Utah_144","2017-09-20 14:42:01 -0700","0","Harvey House","46","68","485.173164962779"
"Utah_144","2017-09-20 14:42:01 -0700","0","Golledge Hall","459","21","289.69811873741946"
"Utah_144","2017-09-20 14:42:01 -0700","0","Snow Church","588","149","139.71399357258383"
"Utah_144","2017-09-20 14:42:01 -0700","0","Sauer Center","552","254","259.4802497301095"
"Utah_144","2017-09-20 14:42:01 -0700","0","Tobler Museum","408","269","169.80577139779436"
"Utah_145","2017-09-21 14:40:54 -0700","0","Snow Church","574","160","148.95972610071487"
"Utah_145","2017-09-21 14:40:54 -0700","0","Sauer Center","447","1","178.04493814764857"
"Utah_145","2017-09-21 14:40:54 -0700","0","Golledge Hall","283","167","307.1432890362412"
"Utah_145","2017-09-21 14:40:54 -0700","0","Tobler Museum","160","9","351.6503945682416"
"Utah_145","2017-09-21 14:40:54 -0700","0","Batty House","19","522","250.12796724876648"
"Utah_145","2017-09-21 14:40:54 -0700","0","Lynch Station","45","317","195.80091930325557"
"Utah_145","2017-09-21 14:40:54 -0700","0","Harris Hall","323","358","170.55204484262273"
"Utah_145","2017-09-21 14:40:54 -0700","0","Harvey House","414","490","120.10412149464314"
"Utah_146","2017-09-22 09:30:24 -0700","0","Batty House","32","488","216.05786262017867"
"Utah_146","2017-09-22 09:30:24 -0700","0","Lynch Station","-10","249","126.92123541787639"
"Utah_146","2017-09-22 09:30:24 -0700","0","Harris Hall","290","203","78.44743462982075"
"Utah_146","2017-09-22 09:30:24 -0700","0","Harvey House","419","485","125.0"
"Utah_146","2017-09-22 09:30:24 -0700","0","Golledge Hall","673","398","152.74161188098023"
"Utah_146","2017-09-22 09:30:24 -0700","0","Snow Church","656","207","60.03332407921454"
"Utah_146","2017-09-22 09:30:24 -0700","0","Sauer Center","496","31","131.59407281484982"
"Utah_146","2017-09-22 09:30:24 -0700","0","Tobler Museum","680","25","210.6608648990125"
"Utah_147","2017-09-22 10:23:16 -0700","0","Tobler Museum","627","424","330.39370454050726"
"Utah_147","2017-09-22 10:23:16 -0700","0","Snow Church","442","175","275.6374430297887"
"Utah_147","2017-09-22 10:23:16 -0700","0","Batty House","741","21","756.8335351978003"
"Utah_147","2017-09-22 10:23:16 -0700","0","Lynch Station","675","99","663.4711749578877"
"Utah_147","2017-09-22 10:23:16 -0700","0","Harvey House","689","255","457.083143421413"
"Utah_147","2017-09-22 10:23:16 -0700","0","Harris Hall","305","169","106.53168542738823"
"Utah_147","2017-09-22 10:23:16 -0700","0","Golledge Hall","334","444","276.24083695210595"
"Utah_147","2017-09-22 10:23:16 -0700","0","Sauer Center","110","294","590.5472038711215"
"Utah_148","2017-09-22 13:24:27 -0700","0","Lynch Station","589","230","586.655776414074"
"Utah_148","2017-09-22 13:24:27 -0700","0","Batty House","671","71","674.6384216748999"
"Utah_148","2017-09-22 13:24:27 -0700","0","Harris Hall","392","295","189.97368238785077"
"Utah_148","2017-09-22 13:24:27 -0700","0","Harvey House","302","145","340.0941046239996"
"Utah_148","2017-09-22 13:24:27 -0700","0","Sauer Center","140","160","509.1659847240387"
"Utah_148","2017-09-22 13:24:27 -0700","0","Tobler Museum","144","322","402.2449502479801"
"Utah_148","2017-09-22 13:24:27 -0700","0","Golledge Hall","122","489","484.3222068003903"
"Utah_148","2017-09-22 13:24:27 -0700","0","Snow Church","615","487","299.5413160150032"
"Utah_149","2017-09-25 06:12:58 -0700","0","Tobler Museum","623","340","253.81883302859936"
"Utah_149","2017-09-25 06:12:58 -0700","0","Sauer Center","442","452","483.0093166803307"
"Utah_149","2017-09-25 06:12:58 -0700","0","Snow Church","379","328","358.74503480884584"
"Utah_149","2017-09-25 06:12:58 -0700","0","Golledge Hall","506","250","71.02816342831905"
"Utah_149","2017-09-25 06:12:58 -0700","0","Harvey House","114","214","325.33213797594607"
"Utah_149","2017-09-25 06:12:58 -0700","0","Lynch Station","251","124","239.0"
"Utah_149","2017-09-25 06:12:58 -0700","0","Harris Hall","437","105","252.83393759541065"
"Utah_149","2017-09-25 06:12:58 -0700","0","Batty House","507","9","547.3289687199098"
"Utah_150","2017-09-25 06:57:22 -0700","0","Batty House","39","95","177.40631330367023"
"Utah_150","2017-09-25 06:57:22 -0700","0","Tobler Museum","631","438","344.81879299133334"
"Utah_150","2017-09-25 06:57:22 -0700","0","Sauer Center","423","459","496.9104547099004"
"Utah_150","2017-09-25 06:57:22 -0700","0","Golledge Hall","425","166","186.93849255838134"
"Utah_150","2017-09-25 06:57:22 -0700","0","Lynch Station","153","32","168.35973390332975"
"Utah_150","2017-09-25 06:57:22 -0700","0","Harris Hall","262","408","187.97074240423694"
"Utah_150","2017-09-25 06:57:22 -0700","0","Harvey House","63","217","353.8149233709624"
"Utah_150","2017-09-25 06:57:22 -0700","0","Snow Church","221","289","502.0766873695691"
"Utah_151","2017-09-25 07:41:43 -0700","0","Tobler Museum","322","465","383.2623122614589"
"Utah_151","2017-09-25 07:41:43 -0700","0","Snow Church","155","502","634.7676740351544"
"Utah_151","2017-09-25 07:41:43 -0700","0","Golledge Hall","20","292","544.0009191168706"
"Utah_151","2017-09-25 07:41:43 -0700","0","Sauer Center","266","286","455.8969181733959"
"Utah_151","2017-09-25 07:41:43 -0700","0","Lynch Station","467","129","455.02747169813824"
"Utah_151","2017-09-25 07:41:43 -0700","0","Batty House","494","19","531.1289862170959"
"Utah_151","2017-09-25 07:41:43 -0700","0","Harvey House","259","153","333.83978193139296"
"Utah_151","2017-09-25 07:41:43 -0700","0","Harris Hall","67","123","180.31361568112376"
"Utah_152","2017-09-27 13:16:00 -0700","0","Lynch Station","18","424","300.0599940011997"
"Utah_152","2017-09-27 13:16:00 -0700","0","Batty House","695","325","670.0992463807133"
"Utah_152","2017-09-27 13:16:00 -0700","0","Harvey House","697","476","403.10048375064"
"Utah_152","2017-09-27 13:16:00 -0700","0","Tobler Museum","34","125","459.0098038168684"
"Utah_152","2017-09-27 13:16:00 -0700","0","Sauer Center","135","24","490.36822898715616"
"Utah_152","2017-09-27 13:16:00 -0700","0","Golledge Hall","444","116","212.19095173922943"
"Utah_152","2017-09-27 13:16:00 -0700","0","Snow Church","324","28","430.108125940443"
"Utah_152","2017-09-27 13:16:00 -0700","0","Harris Hall","207","267","41.773197148410844"
"Utah_153","2017-09-27 14:17:34 -0700","0","Lynch Station","32","357","233.8567937862828"
"Utah_153","2017-09-27 14:17:34 -0700","0","Batty House","49","521","249.96999819978396"
"Utah_153","2017-09-27 14:17:34 -0700","0","Harris Hall","220","447","221.05655384991417"
"Utah_153","2017-09-27 14:17:34 -0700","0","Snow Church","588","326","176.13914953808538"
"Utah_153","2017-09-27 14:17:34 -0700","0","Golledge Hall","349","243","220.29298672449835"
"Utah_153","2017-09-27 14:17:34 -0700","0","Sauer Center","566","131","139.12943613772032"
"Utah_153","2017-09-27 14:17:34 -0700","0","Tobler Museum","327","128","166.10839834276894"
"Utah_153","2017-09-27 14:17:34 -0700","0","Harvey House","625","484","331.00151057057127"
"Utah_154","2017-09-29 08:28:37 -0700","0","Batty House","69","427","160.58953888718904"
"Utah_154","2017-09-29 08:28:37 -0700","0","Lynch Station","30","232","109.48972554536796"
"Utah_154","2017-09-29 08:28:37 -0700","0","Harris Hall","310","224","95.02105029939419"
"Utah_154","2017-09-29 08:28:37 -0700","0","Harvey House","642","376","364.67108467768594"
"Utah_154","2017-09-29 08:28:37 -0700","0","Golledge Hall","478","134","179.0111728356641"
"Utah_154","2017-09-29 08:28:37 -0700","0","Snow Church","683","63","145.7840869230932"
"Utah_154","2017-09-29 08:28:37 -0700","0","Sauer Center","500","-15","126.58988901172162"
"Utah_154","2017-09-29 08:28:37 -0700","0","Tobler Museum","310","54","195.2255106280939"
"utah_155","2017-09-29 12:55:39 -0700","0","Golledge Hall","","",""
"utah_155","2017-09-29 12:55:39 -0700","0","Lynch Station","-10","3","122.98373876248843"
"utah_155","2017-09-29 12:55:39 -0700","0","Harris Hall","43","168","181.51583952922675"
"utah_155","2017-09-29 12:55:39 -0700","0","Harvey House","530","159","402.45745116720104"
"utah_155","2017-09-29 12:55:39 -0700","0","Sauer Center","397","390","447.4472035894291"
"utah_155","2017-09-29 12:55:39 -0700","0","Tobler Museum","640","-3","192.96113598338914"
"utah_155","2017-09-29 12:55:39 -0700","0","Snow Church","671","437","236.32393023136697"
"utah_155","2017-09-29 12:55:39 -0700","0","Batty House","232","413","248.80916381837707"
"Utah_156","2017-10-02 06:12:28 -0700","0","Lynch Station","57","317","198.17668884104407"
"Utah_156","2017-10-02 06:12:28 -0700","0","Batty House","205","507","294.8033242689098"
"Utah_156","2017-10-02 06:12:28 -0700","0","Harvey House","273","294","192.15098230297966"
"Utah_156","2017-10-02 06:12:28 -0700","0","Golledge Hall","493","41","259.88651369395836"
"Utah_156","2017-10-02 06:12:28 -0700","0","Snow Church","690","56","151.25144627407698"
"Utah_156","2017-10-02 06:12:28 -0700","0","Sauer Center","558","255","258.8223328849348"
"Utah_156","2017-10-02 06:12:28 -0700","0","Tobler Museum","551","419","302.61031046545656"
"Utah_156","2017-10-02 06:12:28 -0700","0","Harris Hall","294","62","182.03571078225283"
"Utah_157","2017-10-02 09:06:59 -0700","0","Lynch Station","14","3","121.01652779682617"
"Utah_157","2017-10-02 09:06:59 -0700","0","Golledge Hall","419","490","246.22347572885897"
"Utah_157","2017-10-02 09:06:59 -0700","0","Tobler Museum","628","247","183.98369492974098"
"Utah_157","2017-10-02 09:06:59 -0700","0","Sauer Center","367","178","310.6332242372023"
"Utah_157","2017-10-02 09:06:59 -0700","0","Harvey House","80","312","275.1817581163403"
"Utah_157","2017-10-02 09:06:59 -0700","0","Harris Hall","624","418","451.82408081021975"
"Utah_157","2017-10-02 09:06:59 -0700","0","Batty House","82","423","160.70469812671936"
"Utah_157","2017-10-02 09:06:59 -0700","0","Snow Church","593","48","199.44422779313518"
"Utah_158","2017-10-03 08:31:02 -0700","0","Sauer Center","441","395","431.22615876126997"
"Utah_158","2017-10-03 08:31:02 -0700","0","Snow Church","265","425","501.7977680301099"
"Utah_158","2017-10-03 08:31:02 -0700","0","Tobler Museum","572","301","195.65786465153911"
"Utah_158","2017-10-03 08:31:02 -0700","0","Golledge Hall","458","33","278.9265136196271"
"Utah_158","2017-10-03 08:31:02 -0700","0","Harvey House","288","19","466.0386250087003"
"Utah_158","2017-10-03 08:31:02 -0700","0","Harris Hall","123","45","203.03940504246953"
"Utah_158","2017-10-03 08:31:02 -0700","0","Lynch Station","32","185","64.19501538281614"
"Utah_158","2017-10-03 08:31:02 -0700","0","Batty House","160","361","160.0312469488381"
"Utah_159","2017-10-03 13:50:52 -0700","0","Batty House","50","219","57.77542730261716"
"Utah_159","2017-10-03 13:50:52 -0700","0","Lynch Station","56","52","84.38009243891595"
"Utah_159","2017-10-03 13:50:52 -0700","0","Harris Hall","272","190","67.4166151627327"
"Utah_159","2017-10-03 13:50:52 -0700","0","Harvey House","264","444","50.80354318352215"
"Utah_159","2017-10-03 13:50:52 -0700","0","Golledge Hall","537","302","29.154759474226502"
"Utah_159","2017-10-03 13:50:52 -0700","0","Snow Church","720","213","8.94427190999916"
"Utah_159","2017-10-03 13:50:52 -0700","0","Sauer Center","599","42","45.221676218380054"
"Utah_159","2017-10-03 13:50:52 -0700","0","Tobler Museum","440","77","69.52697318307479"
"Utah_160","2017-10-04 14:45:49 -0700","0","Tobler Museum","625","225","167.4305826305338"
"Utah_160","2017-10-04 14:45:49 -0700","0","Sauer Center","642","439","434.3328216932264"
"Utah_160","2017-10-04 14:45:49 -0700","0","Snow Church","402","474","413.4694668291723"
"Utah_160","2017-10-04 14:45:49 -0700","0","Golledge Hall","354","231","218.40329667841556"
"Utah_160","2017-10-04 14:45:49 -0700","0","Harvey House","481","-31","548.839685154053"
"Utah_160","2017-10-04 14:45:49 -0700","0","Lynch Station","122","-15","177.2596964907703"
"Utah_160","2017-10-04 14:45:49 -0700","0","Harris Hall","422","122","231.65707414193074"
"Utah_160","2017-10-04 14:45:49 -0700","0","Batty House","-12","4","270.8228203087768"
"Utah_161","2017-10-04 15:35:23 -0700","0","Batty House","","",""
"Utah_161","2017-10-04 15:35:23 -0700","0","Lynch Station","","",""
"Utah_161","2017-10-04 15:35:23 -0700","0","Harris Hall","","",""
"Utah_161","2017-10-04 15:35:23 -0700","0","Harvey House","","",""
"Utah_161","2017-10-04 15:35:23 -0700","0","Golledge Hall","","",""
"Utah_161","2017-10-04 15:35:23 -0700","0","Snow Church","","",""
"Utah_161","2017-10-04 15:35:23 -0700","0","Sauer Center","","",""
"Utah_161","2017-10-04 15:35:23 -0700","0","Tobler Museum","","",""
"Utah_162","2017-10-06 08:20:34 -0700","0","Batty House","177","511","282.17193340231415"
"Utah_162","2017-10-06 08:20:34 -0700","0","Lynch Station","21","351","227.17834403833479"
"Utah_162","2017-10-06 08:20:34 -0700","0","Harris Hall","375","286","170.88007490635061"
"Utah_162","2017-10-06 08:20:34 -0700","0","Harvey House","568","121","455.60070236995904"
"Utah_162","2017-10-06 08:20:34 -0700","0","Golledge Hall","386","0","341.1231449198368"
"Utah_162","2017-10-06 08:20:34 -0700","0","Snow Church","241","4","515.7770836320668"
"Utah_162","2017-10-06 08:20:34 -0700","0","Sauer Center","45","73","583.9726020970504"
"Utah_162","2017-10-06 08:20:34 -0700","0","Tobler Museum","71","220","433.22973120505014"
"Utah_163","2017-10-06 09:33:56 -0700","0","Batty House","100","348","105.38026380684383"
"Utah_163","2017-10-06 09:33:56 -0700","0","Lynch Station","37","127","25.179356624028344"
"Utah_163","2017-10-06 09:33:56 -0700","0","Harris Hall","260","112","122.56018929489298"
"Utah_163","2017-10-06 09:33:56 -0700","0","Harvey House","347","392","107.0420478129973"
"Utah_163","2017-10-06 09:33:56 -0700","0","Golledge Hall","419","289","145.01379244747721"
"Utah_163","2017-10-06 09:33:56 -0700","0","Sauer Center","396","89","243.92006887503126"
"Utah_163","2017-10-06 09:33:56 -0700","0","Tobler Museum","564","128","71.25307010929424"
"Utah_163","2017-10-06 09:33:56 -0700","0","Snow Church","600","278","137.05838172107534"
"Utah_164","2017-10-06 10:01:35 -0700","0","Batty House","51","432","161.78998732925348"
"Utah_164","2017-10-06 10:01:35 -0700","0","Lynch Station","28","226","103.24727599312246"
"Utah_164","2017-10-06 10:01:35 -0700","0","Harris Hall","275","161","88.45903006477066"
"Utah_164","2017-10-06 10:01:35 -0700","0","Harvey House","399","407","130.80137613954986"
"Utah_164","2017-10-06 10:01:35 -0700","0","Golledge Hall","490","173","139.2838827718412"
"Utah_164","2017-10-06 10:01:35 -0700","0","Tobler Museum","493","15","107.0"
"Utah_164","2017-10-06 10:01:35 -0700","0","Snow Church","710","148","57.3149195236284"
"Utah_164","2017-10-06 10:01:35 -0700","0","Sauer Center","647","-2","23.08679276123039"
"Utah_165","2017-10-06 12:36:52 -0700","0","Lynch Station","501","426","574.7390712314589"
"Utah_165","2017-10-06 12:36:52 -0700","0","Batty House","723","532","742.9777924002843"
"Utah_165","2017-10-06 12:36:52 -0700","0","Sauer Center","22","35","603.7458074388592"
"Utah_165","2017-10-06 12:36:52 -0700","0","Harris Hall","527","273","315.5202053751867"
"Utah_165","2017-10-06 12:36:52 -0700","0","Tobler Museum","21","215","481.07483825284396"
"Utah_165","2017-10-06 12:36:52 -0700","0","Golledge Hall","248","147","347.26358864701035"
"Utah_165","2017-10-06 12:36:52 -0700","0","Snow Church","197","16","552.3422851819332"
"Utah_165","2017-10-06 12:36:52 -0700","0","Harvey House","387","255","248.09070921741508"
"Utah_166","2017-10-06 13:54:27 -0700","0","Batty House","14","495","223.37860237721964"
"Utah_166","2017-10-06 13:54:27 -0700","0","Lynch Station","-6","274","151.07613974417006"
"Utah_166","2017-10-06 13:54:27 -0700","0","Sauer Center","520","37","109.7679370308106"
"Utah_166","2017-10-06 13:54:27 -0700","0","Snow Church","687","201","29.274562336608895"
"Utah_166","2017-10-06 13:54:27 -0700","0","Golledge Hall","426","228","151.7003625572464"
"Utah_166","2017-10-06 13:54:27 -0700","0","Harris Hall","137","110","139.7855500400524"
"Utah_166","2017-10-06 13:54:27 -0700","0","Harvey House","238","231","260.0999807766237"
"Utah_166","2017-10-06 13:54:27 -0700","0","Tobler Museum","629","467","370.8382396679177"
"Utah_167","2017-10-06 14:41:41 -0700","0","Tobler Museum","42","172","453.763154079306"
"Utah_167","2017-10-06 14:41:41 -0700","0","Snow Church","353","173","364.4077386664559"
"Utah_167","2017-10-06 14:41:41 -0700","0","Golledge Hall","233","258","332.6409475695979"
"Utah_167","2017-10-06 14:41:41 -0700","0","Sauer Center","231","34","395.06581730137066"
"Utah_167","2017-10-06 14:41:41 -0700","0","Lynch Station","352","463","480.1260251225713"
"Utah_167","2017-10-06 14:41:41 -0700","0","Batty House","598","501","615.2089076078141"
"Utah_167","2017-10-06 14:41:41 -0700","0","Harvey House","396","307","205.15360099203718"
"Utah_167","2017-10-06 14:41:41 -0700","0","Harris Hall","457","411","304.6128690649822"
"Utah_169","2017-10-10 08:18:59 -0700","0","Golledge Hall","140","490","468.3769849170644"
"Utah_169","2017-10-10 08:18:59 -0700","0","Snow Church","263","422","502.29274332803175"
"Utah_169","2017-10-10 08:18:59 -0700","0","Sauer Center","242","282","472.6711330301439"
"Utah_169","2017-10-10 08:18:59 -0700","0","Tobler Museum","82","268","436.16166727487644"
"Utah_169","2017-10-10 08:18:59 -0700","0","Harvey House","499","130","409.93901985539264"
"Utah_169","2017-10-10 08:18:59 -0700","0","Harris Hall","427","178","217.3660507070964"
"Utah_169","2017-10-10 08:18:59 -0700","0","Lynch Station","117","26","143.62799170078233"
"Utah_169","2017-10-10 08:18:59 -0700","0","Batty House","98","116","171.39719951037708"
"Utah_170","2017-10-10 15:20:32 -0700","0","Batty House","759","481","761.2522577963234"
"Utah_170","2017-10-10 15:20:32 -0700","0","Lynch Station","515","442","595.0907493819745"
"Utah_170","2017-10-10 15:20:32 -0700","0","Harris Hall","325","400","205.854317418897"
"Utah_170","2017-10-10 15:20:32 -0700","0","Harvey House","494","242","314.72051092993604"
"Utah_170","2017-10-10 15:20:32 -0700","0","Tobler Museum","2","30","499.5447927863927"
"Utah_170","2017-10-10 15:20:32 -0700","0","Sauer Center","209","26","416.52971082505024"
"Utah_170","2017-10-10 15:20:32 -0700","0","Golledge Hall","6","261","558.8058696900024"
"Utah_170","2017-10-10 15:20:32 -0700","0","Snow Church","186","249","531.8232789188529"
"Utah_171","2017-10-16 09:16:35 -0700","0","Lynch Station","224","167","216.31689716709604"
"Utah_171","2017-10-16 09:16:35 -0700","0","Harris Hall","556","444","404.7283039274619"
"Utah_171","2017-10-16 09:16:35 -0700","0","Harvey House","52","36","510.0637215093816"
"Utah_171","2017-10-16 09:16:35 -0700","0","Golledge Hall","463","295","101.07917688624102"
"Utah_171","2017-10-16 09:16:35 -0700","0","Snow Church","582","4","241.5719354560873"
"Utah_171","2017-10-16 09:16:35 -0700","0","Batty House","137","24","271.3005713226568"
"Utah_171","2017-10-16 09:16:35 -0700","0","Sauer Center","504","158","195.0640920313116"
"Utah_171","2017-10-16 09:16:35 -0700","0","Tobler Museum","224","317","332.24388632448904"
"Utah_172","2017-10-16 10:05:12 -0700","0","Sauer Center","280","89","355.07886447942803"
"Utah_172","2017-10-16 10:05:12 -0700","0","Golledge Hall","502","250","74.33034373659252"
"Utah_172","2017-10-16 10:05:12 -0700","0","Snow Church","401","419","380.81622864578657"
"Utah_172","2017-10-16 10:05:12 -0700","0","Harvey House","547","397","267.86750456149025"
"Utah_172","2017-10-16 10:05:12 -0700","0","Lynch Station","26","351","227.43130831088317"
"Utah_172","2017-10-16 10:05:12 -0700","0","Batty House","45","511","239.67686580060246"
"Utah_172","2017-10-16 10:05:12 -0700","0","Harris Hall","214","252","26.019223662515376"
"Utah_172","2017-10-16 10:05:12 -0700","0","Tobler Museum","485","119","8.54400374531753"
"Utah_173","2017-10-16 11:09:30 -0700","0","Lynch Station","150","279","207.53072061745462"
"Utah_173","2017-10-16 11:09:30 -0700","0","Batty House","202","466","261.2680615766114"
"Utah_173","2017-10-16 11:09:30 -0700","0","Harris Hall","363","256","151.00993344810135"
"Utah_173","2017-10-16 11:09:30 -0700","0","Golledge Hall","568","168","123.06502346320826"
"Utah_173","2017-10-16 11:09:30 -0700","0","Sauer Center","506","-2","119.20570456148481"
"Utah_173","2017-10-16 11:09:30 -0700","0","Tobler Museum","370","61","137.2953021774598"
"Utah_173","2017-10-16 11:09:30 -0700","0","Snow Church","421","165","297.6995129320839"
"Utah_173","2017-10-16 11:09:30 -0700","0","Harvey House","249","166","322.158346159152"
"Utah_174","2017-10-16 14:19:32 -0700","0","Lynch Station","523","252","526.7874334112385"
"Utah_174","2017-10-16 14:19:32 -0700","0","Tobler Museum","508","443","321.3502761785028"
"Utah_174","2017-10-16 14:19:32 -0700","0","Sauer Center","145","414","630.6195366463047"
"Utah_174","2017-10-16 14:19:32 -0700","0","Harris Hall","393","465","298.00167784762556"
"Utah_174","2017-10-16 14:19:32 -0700","0","Harvey House","216","201","294.5165530152762"
"Utah_174","2017-10-16 14:19:32 -0700","0","Golledge Hall","499","120","182.9371476764629"
"Utah_174","2017-10-16 14:19:32 -0700","0","Snow Church","369","224","347.51978360950903"
"Utah_174","2017-10-16 14:19:32 -0700","0","Batty House","660","365","639.7952797575174"
"Utah_175","2017-10-17 07:08:06 -0700","0","Tobler Museum","622","427","331.15857228826195"
"Utah_175","2017-10-17 07:08:06 -0700","0","Golledge Hall","345","454","273.00183149568795"
"Utah_175","2017-10-17 07:08:06 -0700","0","Sauer Center","640","241","236.47621444872632"
"Utah_175","2017-10-17 07:08:06 -0700","0","Lynch Station","34","145","30.4138126514911"
"Utah_175","2017-10-17 07:08:06 -0700","0","Batty House","74","359","98.88377015466189"
"Utah_175","2017-10-17 07:08:06 -0700","0","Harvey House","236","67","422.0047393098803"
"Utah_175","2017-10-17 07:08:06 -0700","0","Harris Hall","418","43","273.3093485411723"
"Utah_175","2017-10-17 07:08:06 -0700","0","Snow Church","228","283","494.1942937752317"
"Utah_176","2017-10-17 08:03:48 -0700","0","Lynch Station","31","82","46.09772228646444"
"Utah_176","2017-10-17 08:03:48 -0700","0","Harvey House","337","519","54.817880294662984"
"Utah_176","2017-10-17 08:03:48 -0700","0","Batty House","-8","200","80.05623023850174"
"Utah_176","2017-10-17 08:03:48 -0700","0","Harris Hall","270","206","58.52349955359813"
"Utah_176","2017-10-17 08:03:48 -0700","0","Tobler Museum","575","181","101.01980003939822"
"Utah_176","2017-10-17 08:03:48 -0700","0","Sauer Center","493","19","132.74034804836094"
"Utah_176","2017-10-17 08:03:48 -0700","0","Snow Church","652","-7","221.44976857066254"
"Utah_176","2017-10-17 08:03:48 -0700","0","Golledge Hall","732","109","247.68528418135784"
"Utah_177","2017-10-17 08:09:42 -0700","0","Batty House","20","63","209.11719202399405"
"Utah_177","2017-10-17 08:09:42 -0700","0","Lynch Station","71","59","87.78382538941898"
"Utah_177","2017-10-17 08:09:42 -0700","0","Tobler Museum","375","90","122.2620137246234"
"Utah_177","2017-10-17 08:09:42 -0700","0","Golledge Hall","422","276","142.79005567615695"
"Utah_177","2017-10-17 08:09:42 -0700","0","Harris Hall","129","342","144.40221604947757"
"Utah_177","2017-10-17 08:09:42 -0700","0","Harvey House","403","485","109.0"
"Utah_177","2017-10-17 08:09:42 -0700","0","Sauer Center","615","115","110.45361017187261"
"Utah_177","2017-10-17 08:09:42 -0700","0","Snow Church","567","356","212.13674834879504"
"Utah_178","2017-10-17 15:30:01 -0700","0","Golledge Hall","573","404","113.35784048754634"
"Utah_178","2017-10-17 15:30:01 -0700","0","Snow Church","516","242","203.39370688396434"
"Utah_178","2017-10-17 15:30:01 -0700","0","Sauer Center","281","227","409.41421567893804"
"Utah_178","2017-10-17 15:30:01 -0700","0","Tobler Museum","155","391","431.97800869951703"
"Utah_178","2017-10-17 15:30:01 -0700","0","Batty House","117","188","123.10970717209915"
