"","id","Education","FamSES","Income","Age","Gender","Ethnicity","Kids_1","KidsHome_1","Fav","FavPpl","FavActivity","UStotal","UTtotal","UTrural","UTurban","UTdist","SBtotal","Orient","Route","SA","BFExtraverted","BFAgreeableness","BFConscient","BFEmoStabil","BFOpennness","SOIbehavior","SOIattitude","SOIdesire","SOItotal","ATOTpleasure","ATOTnopleasure","Q1","Q3","Q4","Q5","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q18","Q19","Q20","Q25","Q27","Q29","Q32","Q39","Q40","Q42","Q45","Q47","Q49","Q50","Q51","Q52","Q54","Q56","Q57","Q58","Q59","Q60","Q61","Q62","Q65","Q66","Q67","Q68","Q69","Q72","Q73","Map","WithinRtPt","BetweenRtPt","WithinRtPtAllo","BetweenRtPtAllo","WithinDist","BetweenDist","date","MRT","PSAS"
"44","Utah_146",3,3,6,34,"Female","Caucasian",1,1,"Camping in S. Eastern Utah","Family","Hike, go out to eat, shop, see a game/event",14,11,5,5,1381.7,5.73333333333333,3.72727272727273,3.16666666666667,1.5,5.5,4,6.5,5,4.5,4,6.33333333333333,4.66666666666667,5,5.2,1.8,5,2,5,2,1,2,3,1,1,4,5,4,5,3,4,3,5,1,5,4,4,2,2,5,5,4,5,4,5,1,1,1,1,4,5,4,2,2,5,2,5,4,3,"137.682050792742","31.66042533875","41.1365402840312","70.9553433561013","56.1675478117481","99.6634384386357","135.190242601892","2017-09-22 09:30:24 -0700","20","4.6875"
"45","Utah_147",3,5,1,22,"Female","Caucasian",0,0,"Pittsburgh","Usually my parents and brother","Spend time with extended family and see the city.",25,19,6,12,1378.1,3.33333333333333,2.45454545454545,4.66666666666667,3,1,4.5,5.5,4,5.5,1,1,2,1.33333333333333,4.4,5,3,2,3,2,1,1,3,2,1,3,5,3,5,2,4,3,2,4,4,2,4,2,1,4,1,5,3,3,2,2,4,1,1,3,4,4,4,2,1,3,4,1,2,"432.092340924752","29.5100688065833","35.0637904233438","62.6555289223675","92.8270577116792","108.226267188087","131.278092690561","2017-09-22 10:23:16 -0700","36","3.5625"
"46","Utah_148",4,5,1,22,"Male","Caucasian",0,0,"Hawaii","Family and Friends","Go to the beach and tours",17,12,5,5,1313.2,4.2,2.90909090909091,3.66666666666667,1,1.5,5,5.5,6,5.5,3,8.66666666666667,7.33333333333333,6.33333333333333,3,2.8,2,3,5,1,3,3,3,2,1,3,4,3,4,3,4,4,4,4,2,2,4,3,3,5,4,4,4,3,4,3,1,1,1,4,4,4,2,2,2,2,4,4,2,"435.82955536103","37.3330322000417","47.052522500875","72.8209975576906","91.5646391590385","152.328359221719","413.840494934177","2017-09-22 13:24:27 -0700","8","3.375"
"47","Utah_149",3,6,1,19,"Female","Caucasian",0,0,"Hawaii","family","relax",10,7,3,2,1213.2,3.8,2.72727272727273,4.33333333333333,3.625,3,4,6,4,4,1,3.33333333333333,1,1.77777777777778,4.4,2.6,6,5,3,2,1,2,1,2,1,2,4,3,4,3,5,3,3,2,3,1,4,4,5,4,5,4,4,3,4,4,2,5,2,5,5,4,4,2,2,4,2,1,1,"316.38704902967","45.7503477279583","65.5530717919062","82.1055400621748","58.8657350945326","111.116133061953","99.8690791782666","2017-09-25 06:12:58 -0700","48","3.1875"
"48","Utah_150",2,4,4,20,"Male","Latino or Hispanic",0,0,"at home ","family and friends ","have fun",22,17,9,6,1949.3,3.6,2.27272727272727,3,1.75,4,4.5,6,4,4,1,1,3,1.66666666666667,3.6,2,3,5,3,2,2,2,3,3,1,3,4,3,4,4,3,3,1,2,2,4,3,4,4,3,3,2,4,2,3,3,2,1,1,4,5,4,1,1,1,2,4,2,1,"302.287017576423","35.5267759744167","53.122716823125","87.430717361215","72.226819210876","125.897001991048","262.461313426795","2017-09-25 06:57:22 -0700","48","4"
"49","Utah_151",3,4,1,20,"Male","Caucasian",0,3,"California","family","Relax and visit places",19,15,6,7,1400,3.06666666666667,1.45454545454545,2.66666666666667,3.5,4,5,4,4.5,5,1,3.66666666666667,3,2.55555555555556,3.2,2.6,4,5,4,2,2,2,3,3,1,2,4,3,4,3,4,3,3,4,4,2,4,3,3,4,3,3,3,4,4,3,3,1,1,3,4,4,4,2,3,2,2,1,2,"439.779709889329","35.8092091185417","59.9442226033438","60.1938894085327","107.819279654427","102.594644700361","123.266611935617","2017-09-25 07:41:43 -0700","64","2.75"
"50","Utah_152",2,5,1,18,"Male","Caucasian",0,0,"Mountains","Myself","listen to music or hike",15,11,5,5,1615,2.8,2.90909090909091,3.66666666666667,3.875,5,3.5,2,3.5,5,1,5.66666666666667,5.66666666666667,4.11111111111111,3.6,4.2,5,4,3,1,2,3,3,1,1,2,3,4,4,4,4,3,2,4,5,4,1,2,3,2,2,4,2,2,4,3,4,1,2,4,5,4,3,1,2,4,4,1,2,"375.838753970583","22.0480546125","47.786185773","82.3419494070049","70.9348326338682","91.1225465769484","112.690553288909","2017-09-27 13:16:00 -0700","50","4.9375"
"51","Utah_153",3,5,2,20,"Male","Caucasian",0,0,"At a my families cabin in montana","family and close friends","hike, boat, bike, visit nature places",19,12,7,3,1901.9,4.6,4,3.16666666666667,1.375,2,4,5,7,6,2.66666666666667,7.33333333333333,2,4,4.8,2.8,5,5,3,1,2,2,3,2,1,3,4,3,4,3,4,4,3,2,3,4,2,3,4,5,3,5,4,4,4,4,1,1,1,3,4,2,3,2,2,3,2,2,1,"217.194353393703","23.6036159001667","40.1856628074688","49.688354677113","84.2055843183854","114.282351964533","119.546915501257","2017-09-27 14:17:34 -0700","54","4.375"
"52","Utah_154",3,2,5,19,"Female","Caucasian",0,0,"Disneyland","Family and Partners","Hang out as a group",8,4,3,1,698.3,2.2,2.36363636363636,4.16666666666667,4,6.5,3.5,3,2.5,5.5,1,1,3.66666666666667,1.88888888888889,3.6,4.2,3,2,2,2,1,1,3,3,1,3,3,5,3,5,2,5,4,4,5,2,2,2,3,2,1,4,3,1,1,1,4,1,2,2,4,3,2,5,2,3,4,1,1,"172.047757351026","13.3118503172917","23.5246046357813","62.1111187464769","71.9496754453017","89.1670869120908","81.9148982221444","2017-09-29 08:28:37 -0700","-24","3.875"
"53","Utah_155",4,5,1,41,"Male","Other",0,0,"at home","no one","Study and play on computer",14,12,5,5,1639.5,4.13333333333333,2.63636363636364,2.33333333333333,1.375,2,2,5,5,6,2,8.66666666666667,7.33333333333333,6,4.2,1,1,1,1,1,1,1,2,5,2,1,4,2,5,3,3,4,1,1,3,4,1,3,4,4,3,5,4,4,3,4,1,4,5,4,4,2,4,2,3,2,1,1,1,"261.785494725926","48.9025563875","46.0098508362188","74.66708626794","92.5223336740172","156.232231393029","96.0424393821923","2017-09-29 12:55:39 -0700","38","3.625"
"54","Utah_156",2,2,3,21,"Female","Asian/Pacific-Islanders",0,0,"Hawaii","myself","go to the beach",9,6,3,1,1027.7,3.8,4.09090909090909,4.66666666666667,1.625,3,5,6,5.5,7,1,1.33333333333333,1.33333333333333,1.22222222222222,4.6,1.8,2,4,3,3,1,3,1,3,1,3,5,2,5,2,4,4,2,2,2,1,5,4,5,5,5,5,3,2,4,3,1,1,1,5,5,5,1,1,5,3,5,5,3,"229.967163689202","41.418877535625","59.08760059475","69.9817394941246","82.8095822297942","130.143614576756","248.36352408291","2017-10-02 06:12:28 -0700","28","4.125"
"55","Utah_157",4,4,4,34,"Male","Caucasian",0,0,"Oregon","My wife","visit family",13,9,5,3,1271.2,4.13333333333333,3.18181818181818,4.16666666666667,2.5,3,6.5,5.5,5.5,6.5,1.66666666666667,8.33333333333333,2.33333333333333,4.11111111111111,4.8,3.8,1,1,2,1,1,2,3,4,1,2,5,5,4,5,5,4,3,3,4,4,1,2,2,3,1,4,3,4,2,2,2,1,1,4,5,4,4,1,1,1,1,2,1,"243.62646094238","35.309248726125","62.651743952375","68.6862710690721","82.9969475469528","195.531913424776","240.32279140249","2017-10-02 09:06:59 -0700","52","5.6875"
"56","Utah_158",5,5,10,36,"Female","Asian/Pacific-Islanders",2,2,"beach","family","swim, picnic, expore, check animals",19,12,6,4,1688.9,4.13333333333333,3.27272727272727,4,5,5.5,4.5,7,5.5,6.5,1.66666666666667,3.66666666666667,1,2.11111111111111,3,3,7,4,7,4,3,2,4,4,1,4,5,4,4,3,5,3,3,4,3,2,3,3,3,4,3,3,3,4,3,4,5,2,2,3,5,5,3,3,5,3,3,3,3,"287.614074680671","42.828562165375","60.300964925625","66.2505063557406","78.6046119832073","217.661948571223","512.270539249827","2017-10-03 08:31:02 -0700","8","5.5625"
"57","Utah_159",3,5,2,18,"Male","Caucasian",0,0,"at home","my friends","play video games and board games",17,14,6,7,963.2,4.46666666666667,2.81818181818182,4,1.375,1.5,4,4.5,5,6,1.66666666666667,8.33333333333333,6,5.33333333333333,5.2,2.4,4,4,3,2,1,3,5,4,1,4,4,3,4,3,3,4,3,1,3,1,4,3,4,5,5,1,4,4,4,5,2,3,2,3,4,2,4,2,1,4,1,1,1,"51.6529198591836","18.8995070025417","15.688354583625","54.0443504967877","56.9245026971429","67.0870285475684","78.0578574520758","2017-10-03 13:50:52 -0700","30","5.125"
"58","Utah_160",2,3,3,18,"Male","Caucasian",0,0,"Home","Nobody","Study, play videogames",6,5,1,4,65.4,3,2.54545454545455,3.5,2.75,1,4,5,3,2.5,1,1.66666666666667,1.33333333333333,1.33333333333333,3.2,3.2,5,2,3,2,2,2,5,4,1,4,3,4,4,4,3,4,3,2,2,2,1,1,2,2,1,4,2,5,3,3,5,1,4,4,3,2,2,2,2,2,1,1,1,"307.77693049086","15.257678074125","23.4385748857813","71.9454099039259","62.2511397022635","99.3953541424981","57.3096440482251","2017-10-04 14:45:49 -0700","26","2.6875"
"59","Utah_161",3,4,5,47,"Female","Caucasian",4,3,"Home","My family","Spend time together",29,23,10,11,2175.6,3.33333333333333,1.45454545454545,3.83333333333333,3.75,6,6.5,6.5,3.5,5,1,1,1,1,2.4,5.6,2,2,6,1,1,1,3,2,1,3,4,4,4,4,4,4,5,4,5,4,4,4,4,2,2,2,1,4,4,2,3,1,2,4,5,4,4,1,1,5,1,1,1,NA,"52.2391123193333","64.91408741875","68.1438693940016","81.6167827154753","221.902782805659","507.842093148843","2017-10-04 15:35:23 -0700","42","4.125"
"60","Utah_162",3,5,2,19,"Male","Caucasian",0,0,"The Mountains","Close Friends","Camp, Have a fire, Listen to music",14,11,8,2,1457.1,5.4,4.54545454545455,4.66666666666667,2.125,4.5,4,5.5,5.5,6.5,2,2.33333333333333,6.66666666666667,3.66666666666667,4.4,2,6,4,3,1,3,2,1,2,1,2,5,3,5,2,5,1,1,1,2,4,5,5,5,5,4,5,4,5,4,2,1,1,1,5,5,3,1,1,1,2,4,3,2,"376.24170207137","13.2579218802083","29.7093487427187","74.1588970848317","96.2254031359845","83.3174003158151","138.237326581764","2017-10-06 08:20:34 -0700","66","1.625"
"61","Utah_163",3,3,1,18,"Female","Asian/Pacific-Islanders",0,0,"My room","No one","homework, study, sleep",6,5,3,1,878.5,3,2.27272727272727,4.16666666666667,4.125,2,5,5.5,4,5.5,1,1.66666666666667,1,1.22222222222222,3.4,4.4,2,2,2,1,1,1,3,4,1,4,4,4,5,5,2,5,5,4,4,1,2,4,4,1,4,2,4,1,2,1,2,2,3,4,2,1,5,5,3,4,1,1,2,"119.675896336455","38.3956688775833","51.5335700550625","53.3965473133858","93.162179360848","106.809296855313","193.998882435806","2017-10-06 09:33:56 -0700","36","3.875"
"62","Utah_164",5,5,2,22,"Male","Asian/Pacific-Islanders",0,0,"Beach ","Family, Friends ","Relax, Explore ",12,9,3,4,1050.1,4.73333333333333,3.63636363636364,4,2.25,2,4.5,5.5,5.5,3.5,1.33333333333333,3.66666666666667,2.66666666666667,2.55555555555556,3.4,3.4,5,3,2,2,2,2,3,2,1,3,4,3,5,2,3,3,3,3,3,1,4,4,3,4,5,4,4,4,5,2,1,1,1,3,4,3,3,2,2,4,4,3,3,"101.372908072925","18.714363549875","23.4808218492187","54.3358830831916","67.702314681689","62.6093500517919","78.0946211313594","2017-10-06 10:01:35 -0700","42","4.25"
"63","Utah_165",3,3,3,18,"Female","Caucasian",0,5,"Anywhere outside with nature","My family and friends","Relax and play around.",8,5,2,2,698.2,3.73333333333333,3.72727272727273,4.33333333333333,2.875,6.5,6.5,5,5.5,6.5,1,1,1.66666666666667,1.22222222222222,4.8,4,3,5,3,2,1,2,3,4,1,4,5,4,5,2,5,2,3,2,2,2,4,4,4,4,3,2,3,3,3,3,4,1,2,4,5,3,2,2,3,2,3,1,1,"483.219287218124","21.1427283639167","37.2156961395312","73.2648789331679","81.0191460745511","100.218866220217","69.135683153971","2017-10-06 12:36:52 -0700","32","4.9375"
"64","Utah_166",3,5,8,25,"Male","Caucasian",0,2,"At a lake","Family or friends","Boating activities",14,33,12,19,2791.9,3.46666666666667,2.09090909090909,3.5,1,3.5,5,4,5,6,1,1,5.33333333333333,2.44444444444444,3,3,3,2,3,1,2,4,3,3,1,3,4,4,4,3,2,4,4,2,1,4,3,2,2,3,2,3,2,3,3,4,3,1,2,2,5,4,1,4,2,1,3,2,1,"179.490171816331","28.2578762154167","53.2095001181875","73.7665899788155","79.1714855558614","73.4238193979106","91.5995333131015","2017-10-06 13:54:27 -0700","74","4.9375"
"65","Utah_167",3,3,2,19,"Male","Caucasian",0,0,"Any forest, mountains, woods, or wilderness.","Family","Wander, or follow a trail to find an interesting landmark.",3,18,4,13,1308.4,3.53333333333333,2.63636363636364,4.33333333333333,2.5,4.5,7,5,4.5,7,1,1,2,1.33333333333333,3.2,1.8,1,3,2,2,2,2,4,5,1,1,5,3,5,2,5,2,5,1,3,3,4,3,4,4,4,2,4,5,3,5,1,1,2,4,5,4,5,5,2,2,1,1,5,"393.872382550517","19.6771654990833","50.75012721475","54.069146098409","88.4289230596019","75.6602773933614","116.05130726178","2017-10-06 14:41:41 -0700","24","4.5625"
"66","Utah_168",2,5,1,18,"Male","Asian/Pacific-Islanders",0,0,"Home","No one","Write code, compile and update every once in a while to the newest version of the Linux kernel, do homework, nothing particularly outstanding.",5,3,0,3,32.7,3.26666666666667,2.45454545454545,4.5,2,1.5,2,3.5,6.5,4.5,1,2.66666666666667,1,1.55555555555556,3.8,3.6,3,3,2,1,1,1,5,5,1,2,3,4,4,4,1,5,3,4,3,2,4,1,2,4,4,1,3,2,3,2,2,1,4,1,1,1,4,4,2,4,2,1,1,"307.11727310321","32.5219618238333","57.6633770053125","66.8126973314202","77.9767787903708","89.6272131381994","120.312119960946","2017-10-10 08:00:29 -0700","22","4.9375"
"67","Utah_169",4,2,1,27,"Male","Caucasian",0,0,"Outdoors, a forest","friends, family","take pictures, explore",9,7,2,4,916.9,4.46666666666667,4.45454545454545,4.83333333333333,4.25,3,6.5,4,5,4.5,2,4.66666666666667,4.66666666666667,3.77777777777778,5.6,5.4,1,3,2,2,2,2,3,1,1,3,4,5,5,3,5,4,2,2,5,2,4,5,5,5,4,5,5,4,5,1,2,2,1,4,5,5,2,4,4,2,1,1,1,"352.729098790471","17.087304890625","51.7348011787813","63.4966402291335","75.5138728965225","92.3279433848437","287.338258099759","2017-10-10 08:18:59 -0700","24","4.5625"
"68","Utah_170",3,4,2,20,"Male","Caucasian",0,0,"Home","My fiance","Watch shows, play games, do homework, read",4,24,6,18,1355.9,4.93333333333333,3.09090909090909,4,1.875,5.5,6,4.5,6,6.5,3.33333333333333,6.66666666666667,7.33333333333333,5.77777777777778,4.2,2.2,7,8,3,2,1,2,3,1,1,3,4,4,4,5,5,5,2,2,2,5,4,5,5,5,4,4,4,5,5,4,2,1,1,4,5,1,1,1,1,2,5,5,5,"485.452685968429","22.7324200158333","64.013276943875","61.6581471060714","95.9442798256121","47.8807456528531","156.769467863621","2017-10-10 15:20:32 -0700","80","6.25"
"69","Utah_171",4,5,1,20,"Female","Asian/Pacific-Islanders",0,0,"Coffee Shops ","Friends ","Homework ",27,23,9,13,1942.2,3.33333333333333,2.18181818181818,4.33333333333333,3.375,6,6.5,6.5,3,6.5,1.33333333333333,3.33333333333333,2,2.22222222222222,3.8,4.4,4,4,4,2,1,1,5,5,1,4,5,5,5,5,5,2,5,1,4,3,5,3,3,4,3,2,4,2,4,1,4,1,1,5,5,5,2,1,1,3,5,3,2,"284.046073078091","60.4006860202917","54.6710956135313","55.0925563733398","86.1744227671937","155.713649666214","129.955171283739","2017-10-16 09:16:35 -0700","24","3.75"
"70","Utah_172",3,5,2,20,"Male","Caucasian",0,0,"California ","Friends, family","relax, shop, swim",9,32,11,19,2441.4,4.73333333333333,3.36363636363636,3.66666666666667,3.375,7,5,5.5,4.5,4,2.33333333333333,9,4.33333333333333,5.22222222222222,4,2.8,3,4,2,1,2,2,3,3,1,3,5,4,5,4,4,4,2,3,3,4,4,3,4,5,5,4,5,3,4,4,1,1,2,3,5,1,1,1,1,1,1,1,1,"197.470542867827","38.0779429371667","37.7260695338125","59.3191441184349","81.5965412318465","86.1663113522586","130.905235854285","2017-10-16 10:05:12 -0700","26","4.5625"
"71","Utah_173",3,5,1,18,"Male","Caucasian",0,0,"Japan","My grandparents","Go to many different places and explore",7,19,7,11,1862.1,4.4,3.45454545454545,3.5,1,1.5,4,5,1.5,1.5,1,4.66666666666667,6.66666666666667,4.11111111111111,5.2,2.8,5,4,4,1,1,2,1,2,1,4,4,5,5,3,4,4,4,2,1,3,4,1,1,5,4,5,4,4,4,5,1,1,1,1,4,1,1,4,3,3,4,1,1,"202.404075616945","28.63004038375","48.016289072","60.7595987768173","83.0855953500377","79.034398830981","118.592572950563","2017-10-16 11:09:30 -0700","26","5.25"
"72","Utah_174",2,4,1,18,"Male","Asian/Pacific-Islanders",0,0,"A restaurant called Tastea","Friends and Family","Eat food and drink boba",12,7,2,5,614,5,3.45454545454545,2.83333333333333,3,5.5,7,6.5,6.5,6.5,1,2.33333333333333,3,2.11111111111111,3.6,2.6,3,3,6,2,1,2,1,4,1,3,5,4,4,4,4,4,4,3,4,1,4,4,4,3,3,5,4,4,3,4,2,1,1,4,4,4,3,4,2,2,2,3,3,"405.190961017805","25.3565129012083","46.611685048","88.1093952693838","60.5977067161872","85.1212426027901","296.957561103948","2017-10-16 14:19:32 -0700","10","4.1875"
"73","Utah_175",3,3,2,19,"Female","Caucasian",0,0,"At my friend's house","a group of friends","Talk, eat, watch movies",5,24,4,19,1052.6,3.4,2.90909090909091,4.5,3,4.5,7,6,4.5,6.5,1,1,3,1.66666666666667,4.8,5,3,2,2,1,1,1,4,5,1,3,5,5,5,2,4,4,5,2,4,1,3,4,4,5,1,2,3,2,4,1,3,1,2,4,5,4,1,2,3,2,3,4,4,"269.930322833139","49.448888552375","57.5320029858125","62.5497707437765","95.6143789009189","129.300647633319","128.974255678927","2017-10-17 07:08:06 -0700","22","4.75"
"74","Utah_176",3,3,2,18,"Male","Caucasian",0,0,"outside","Family and friends","play sports, eat, explore",12,26,8,16,2608.5,5.33333333333333,3.45454545454545,3.5,1.5,2,4,5.5,6.5,5.5,1,5.33333333333333,0,2.11111111111111,5.4,2,5,5,2,1,2,3,3,3,1,3,5,2,5,3,4,3,1,2,1,2,4,2,4,4,5,4,5,5,4,5,1,1,1,4,4,3,1,2,3,2,5,1,2,"117.798816651626","6.36195218433333","44.2622613943125","49.7764658368005","77.0800513563675","71.7069990172767","72.1841935927349","2017-10-17 08:03:48 -0700","40","5.4375"
"75","Utah_177",3,5,1,19,"Female","Caucasian",0,0,"In the hills near the beach back home. ","Myself or a couple friends ","Run and relax",11,21,9,11,2193.4,4.06666666666667,3.27272727272727,3.83333333333333,1.875,5.5,5.5,4,6.5,6.5,1.66666666666667,7.66666666666667,2.33333333333333,3.88888888888889,4,2.4,4,3,4,2,1,2,3,3,1,3,5,3,5,2,5,2,2,2,1,2,4,4,5,4,3,2,4,4,3,4,3,1,1,5,5,5,4,1,2,4,1,1,1,"142.243207673042","26.16185770675","35.29507080475","72.7545722502636","83.6298838326783","80.3317180307274","98.1349885316374","2017-10-17 08:09:42 -0700","34","3.9375"
"76","Utah_178",3,4,1,20,"Male","Asian/Pacific-Islanders",0,0,"Home","Friends","Relax",5,NA,NA,NA,NA,4.73333333333333,2.27272727272727,3.16666666666667,3.125,4,5,6,5,4.5,0,0,0,0,5.2,4.6,6,3,2,2,1,1,3,3,1,3,4,4,4,4,4,5,4,3,4,2,5,4,5,2,5,2,3,3,4,4,3,1,1,4,5,3,4,4,2,3,3,3,3,"289.945295113484","26.17747813225","49.73071843175","83.6290633558172","53.0113297375672","96.3059541342092","84.8239799604565","2017-10-17 15:30:01 -0700","12","3.4375"
"77","Utah_179",5,4,5,28,"Male","Caucasian",0,0,"Germany","Significant partner","Sight see, eat at local restraunts, shop",12,34,11,20,2907.9,5.33333333333333,3.63636363636364,4.5,1.375,6.5,5.5,7,6,6.5,1.33333333333333,7,3.66666666666667,4,4.4,2.4,2,2,3,1,1,1,3,2,1,3,4,4,4,3,5,3,4,1,2,1,2,2,4,5,4,4,5,5,5,2,1,1,1,5,5,5,3,2,1,2,4,2,3,"200.903921253411","7.59500264920833","49.7179070144375","55.5337293596331","103.416751564901","131.675308668267","79.5416908993535","2017-10-17 15:35:00 -0700","56","5.3125"
"78","Utah_180",3,6,1,19,"Female","Caucasian",0,0,"the beach, outdoors,  amusement parks, home ","family or friends ","relax or have fun",16,9,1,8,426.1,4.6,3.54545454545455,4.33333333333333,2,6,7,7,5.5,7,1.66666666666667,1.33333333333333,2.66666666666667,1.88888888888889,4.6,2.4,3,5,5,3,2,2,3,3,1,3,5,4,5,2,5,3,4,4,3,2,5,4,5,3,3,4,3,2,3,3,1,1,1,4,5,4,4,4,1,2,3,1,1,"279.170584602583","40.644505948375","46.328530493125","95.0056783325918","77.9366974250938","192.329135601289","255.11192291754","2017-10-17 16:41:42 -0700","32","5.875"
"79","Utah_181",2,6,1,18,"Female","Caucasian",0,0,"L.A.","Family or friends","baseball games, hockey games, beach, or just anything in the city",22,26,9,16,2337.2,4.66666666666667,3.54545454545455,3.66666666666667,1.25,4.5,4.5,5.5,6.5,4.5,1,1,2,1.33333333333333,5.4,1.4,2,7,2,1,1,2,1,2,1,3,5,2,5,3,5,3,2,1,1,2,4,4,5,4,4,4,4,5,5,5,2,1,1,4,5,5,2,3,1,2,2,1,1,"177.370001879726","16.6262649064583","35.0432215832188","63.66607386497","82.9497929815403","116.560299395945","94.0797910519675","2017-10-18 15:40:38 -0700","24","4.0625"
"80","Utah_182",3,6,2,22,"Male","Caucasian",0,0,"My cabin near Heber City","Family, Friends, Girlfriend","Go hiking, fishing, kayaking, read, grill",17,36,18,16,3726.6,5.06666666666667,3.54545454545455,4.83333333333333,2.25,6,5.5,3.5,4,6.5,1,1,1,1,5.6,1.8,3,5,5,2,2,3,3,2,1,4,5,2,5,1,5,2,3,1,1,3,5,5,5,4,5,4,4,5,5,5,2,1,1,2,5,2,1,1,2,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Utah_183",3,2,1,18,"Female","Latino or Hispanic",0,0,"Lagoon.","Friends or family.","Eat and go on rides.",7,26,8,18,1393,2.13333333333333,2.09090909090909,3.83333333333333,3,5.5,6,5.5,4.5,4.5,1,2.66666666666667,1,1.55555555555556,2.4,2.6,4,3,3,1,2,2,3,1,1,4,4,4,4,3,2,4,3,3,2,1,4,4,4,1,1,1,1,1,1,2,5,1,2,3,5,2,5,2,2,2,2,1,1,"478.91162059125","29.0648232971667","61.6312549320312","64.77604694454","91.5411776981942","104.024092586391","139.798687137721","2017-10-19 15:52:35 -0700","48","4.75"
"82","Utah_184",2,6,1,19,"Male","Caucasian",0,0,"Boise","My family","Outdoorsy stuff",13,8,0,8,111.3,4.26666666666667,2.36363636363636,3.66666666666667,2,2,4.5,6.5,6.5,5.5,1,3,1.66666666666667,1.88888888888889,5,2,5,7,8,2,2,3,1,5,1,3,5,2,5,2,5,3,4,2,2,2,2,4,3,4,3,2,4,3,3,3,2,1,1,5,5,4,2,4,3,2,2,1,1,"97.5368367198495","14.988265916625","31.28591384675","51.6751035544276","77.8872311684949","99.5134393492085","84.81457173923","2017-10-20 08:45:03 -0700","60","4.9375"
"83","Utah_185",3,5,1,21,"Female","Caucasian",0,0,"Mountains","Friends/partner","Hike, swim if lake, chill",17,12,1,11,575,1.73333333333333,2.27272727272727,3.83333333333333,2.625,2.5,3.5,3,3.5,4.5,1.33333333333333,4,1,2.11111111111111,2.6,3.2,4,5,3,2,1,1,1,2,1,3,5,5,5,3,4,2,2,2,2,1,5,5,5,1,1,1,1,1,3,4,5,1,1,5,5,5,3,2,5,4,1,1,1,"265.17022832096","41.409581952","51.5424108350625","102.681984990093","63.4115842816104","113.35827732399","222.280647333243","2017-10-20 09:05:22 -0700","44","3.3125"
"84","Utah_186",3,4,2,20,"Female","Caucasian",0,0,"In the mountains - any state","Boyfriend, father, and/or dog","Hike and camp",28,25,8,15,2041.4,4.86666666666667,3.63636363636364,4.16666666666667,2,3,4.5,6.5,6.5,6,1.33333333333333,3.33333333333333,2.33333333333333,2.33333333333333,5.2,2.6,3,3,3,2,1,2,3,1,1,3,5,4,5,3,4,2,2,2,3,1,5,2,4,5,5,5,4,5,5,5,2,1,1,4,5,5,2,2,2,4,5,1,2,"259.477007872578","21.670785668","50.2679922439687","64.7447794490277","98.25533544871","116.611854595455","160.039562463474","2017-10-20 09:51:04 -0700","18","5.1875"
"85","Utah_187",4,1,5,25,"Androgynous","Caucasian",0,0,"Near water, (e.g. Lava Hot Springs, ID)","My partner","Relax and reflect",10,26,7,18,1518.7,3.26666666666667,2.90909090909091,3.83333333333333,2.875,2.5,5,4,5,4.5,1.66666666666667,3.66666666666667,1.33333333333333,2.22222222222222,4.2,3,2,3,3,2,2,2,4,4,1,4,5,4,4,2,4,4,4,4,4,1,2,2,4,2,2,4,4,2,2,2,4,2,2,4,4,3,4,4,2,4,3,1,2,"165.75207927495","17.9709567482917","33.68607009425","69.2731871658347","92.3701899739192","94.1369887655654","106.331727639468","2017-10-20 09:56:30 -0700","32","3.9375"
"86","Utah_188",4,3,3,20,"Female","Latino or Hispanic",0,1,"Home","My family","Homework",7,19,4,14,714.5,1.53333333333333,1.36363636363636,3.66666666666667,2.875,1,6.5,4,3.5,4.5,2,2.66666666666667,1,1.88888888888889,1.8,2.4,2,2,2,1,1,1,4,5,1,3,4,3,3,3,3,3,3,3,4,1,1,2,1,1,2,1,1,1,1,1,4,5,3,1,3,1,5,5,4,5,1,1,1,"245.512515623864","21.163484719625","47.7772454353125","53.2530831379393","72.426747480554","113.673372631256","121.549812384249","2017-10-20 10:52:58 -0700","36","3.75"
"87","Utah_189",2,5,1,18,"Female","Caucasian",0,0,"California","Family","Visit family",12,27,9,16,2579.2,4.33333333333333,3.45454545454545,3.83333333333333,2.875,4.5,4,4.5,3,5.5,1.33333333333333,9,2,4.11111111111111,3.6,2,3,5,4,2,1,2,3,1,1,4,5,4,5,3,4,2,2,1,2,2,5,5,5,4,4,5,4,1,5,3,2,1,2,4,5,2,1,2,5,2,3,1,1,"463.23581739595","12.2089592112083","28.065484636125","75.961400172263","87.5873813048112","74.8480913297676","75.6414273546928","2017-10-20 11:13:15 -0700","34","4.625"
"88","Utah_190",3,3,1,19,"Female","Caucasian",0,0,"My couch at home","My boyfriend","Watch movies, talk, read, or play video games",12,15,2,13,551.9,4.4,2.90909090909091,3.5,2.875,3.5,6.5,6,3.5,5,2.66666666666667,2.33333333333333,1.33333333333333,2.11111111111111,4.8,2.8,1,4,4,1,1,1,5,4,1,4,5,3,5,4,5,3,4,1,4,2,5,5,5,4,3,4,5,5,4,2,2,1,1,2,5,1,1,2,1,2,1,1,1,"278.102373783298","12.605195782375","44.5474778113125","78.2040481367513","76.5040411851763","169.110060233227","136.456619880575","2017-10-20 12:08:27 -0700","4","4.5"
