V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,id,intro,text1,Q1,Q3,text2,Q4,Q5,text3,Q9,Q10,Q11,Q12,Q13,Q14,text4,Q15,Q16,Q18,Q19,Q20,Q25,Q27,Q29,Q32,Q39,Q40,Q42,Q45,Q47,Q49,Q50,Q51,Q52,Q54,Q56,Q57,text5,Q58,Q59,Q60,Q61,Q62,Q65,Q66,Q67,Q68,Q69,Q72,Q73,LO1,LO2,LO3,LO4,LO5,L06,LO7,LO8,LO9,LO10,LO11,LR1,LR2,LR3,LR4,LR5,LR6,SB1,SB2,SB3,SB4,SB5,SB6,SB7,SB8,SB9,SB10,SB11,SB12,SB13,SB14,SB15,BF1,BF2,BF3,BF4,BF5,BF6,BF7,BF8,BF9,BF10,SA1,SA2,SA3,SA4,SA5,SA6,SA7,SA8,SOI1,SOI2,SOI3,SOI4,SOI5,SOI6,SOI7,SOI8,SOI9,ATOT1,ATOT2,ATOT3,ATOT4,ATOT5,ATOT6,ATOT7,ATOT8,ATOT9,ATOT10,Education,FamSES,Income,Age,Gender,Ethnicity,Kids_1,KidsHome_1,Map,US#1_1,US#1_2,US#1_3,US#1_4,US#1_5,US#1_6,US#1_7,US#1_8,US#1_9,US#1_10,US#1_11,US#1_12,US#1_13,US#1_14,US#1_15,US#1_16,US#1_17,US#1_18,US#1_19,US#1_20,US#1_21,US#1_22,US#1_23,US#1_24,US#1_25,US#1_26,US#1_27,US#1_28,US#1_29,US#1_30,US#1_31,US#1_32,US#1_33,US#1_34,US#1_35,US#1_36,US#1_37,US#1_38,US#1_39,US#1_40,US#1_41,US#1_42,US#1_43,US#1_44,US#1_45,US#1_46,US#1_47,US#1_48,US#1_49,US#1_50,Fav,FavPpl,FavActivity,Utah#1_1,Utah#1_2,Utah#1_3,Utah#1_4,Utah#1_5,Utah#1_6,Utah#1_7,Utah#1_8,Utah#1_9,Utah#1_10,Utah#1_11,Utah#1_12,Utah#1_13,Utah#1_14,Utah#1_15,Utah#1_16,Utah#1_17,Utah#1_18,Utah#1_19,Utah#1_20,Utah#1_21,Utah#1_22,Utah#1_23,Utah#1_24,Utah#1_25,Utah#1_26,Utah#1_27,Utah#1_28,Utah#1_29,Utah#1_30,Utah#1_31,Utah#1_32,Utah#1_33,Utah#1_34,Utah#1_35,Utah#1_36,Utah#1_37,Utah#1_38,Utah#1_39,Utah#1_40,Utah#1_41,LocationLatitude,LocationLongitude,LocationAccuracy
R_2wtogsDImTwOvs0,Default Response Set,Anonymous,,,155.97.94.79,0,12/1/2017 12:00,12/1/2017 12:13,1,Utah_260,1,1,2,3,1,2,1,1,1,1,3,1,1,5,1,4,4,5,3,3,3,2,2,2,4,1,3,3,4,2,1,2,2,2,1,2,1,1,1,1,5,1,1,1,1,5,1,1,1,1,3,1,1,4,1,5,1,3,5,4,5,5,5,5,5,5,1,7,2,1,1,7,2,5,4,7,7,6,7,3,7,7,2,3,5,6,1,7,4,1,1,2,2,1,5,1,1,5,3,1,1,1,1,1,9,2,2,1,5,4,1,1,4,5,2,2,3,6,3,1,1,21,2,4,0,0,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,park,friends,walk,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,40.7855072,-111.736702,-1
R_2dMhQrjBDLKJ4La,Default Response Set,Anonymous,,,155.97.94.70,0,12/1/2017 12:24,12/1/2017 12:38,1,Utah_261,1,1,4,2,1,7,2,1,3,3,3,4,1,3,1,5,2,5,3,5,1,1,1,4,1,4,5,5,2,3,4,2,4,2,3,2,1,1,1,4,5,4,2,2,1,2,2,1,1,3,4,4,1,4,1,3,1,5,2,3,5,4,3,2,2,4,5,4,3,5,5,4,4,3,3,6,5,6,6,5,2,7,5,5,4,7,2,7,5,4,5,3,2,2,2,2,2,2,2,2,2,5,7,1,3,2,2,2,2,5,1,4,6,5,2,2,5,2,3,6,2,19,2,3,0,0,1,,1,1,1,1,1,,,1,1,1,1,,,1,1,,,1,,,,,,,1,,1,,,1,1,,,,,,,,,1,,,1,,,,,,1,Utah,Friends,Explore,1,1,,,1,1,1,1,,,1,,1,,1,1,,1,1,1,,,,,1,,,,1,1,,,1,1,,1,1,1,1,,1,40.7855072,-111.736702,-1
R_RwaYzz5Pj37M4Lv,Default Response Set,Anonymous,,,155.97.94.79,0,12/1/2017 12:44,12/1/2017 12:57,1,Utah_262,1,1,3,4,1,6,2,1,2,2,3,3,1,3,1,4,3,3,3,4,3,2,2,3,4,2,2,3,4,2,2,2,3,3,3,2,1,1,2,3,3,3,2,2,3,2,2,2,1,3,4,3,2,3,3,4,4,3,4,3,3,3,3,4,4,4,4,4,3,3,5,4,4,4,4,5,3,5,6,5,4,4,4,6,2,5,5,4,5,5,2,1,3,2,3,3,3,2,2,10,1,1,6,6,6,10,10,2,4,3,3,3,4,3,4,2,3,3,2,6,1,18,1,3,0,3,1,,,1,,1,1,,,,,1,1,1,,,,,,,,,,,,,,,1,1,1,1,1,,,,,1,,,,,,,1,,,1,,,,New York,family,shop and hang out,,,,,1,1,,1,1,,,1,1,1,1,,1,1,1,1,,,1,,,,,,,,,,1,1,,1,1,1,,,,40.7855072,-111.736702,-1
R_ereVfyIgjjgNbqh,Default Response Set,Anonymous,,,155.97.94.70,0,12/4/2017 7:42,12/4/2017 7:54,1,Utah_263,1,1,3,1,1,4,2,1,2,2,1,2,2,1,1,5,5,5,2,4,2,1,2,2,1,3,1,1,4,3,5,4,5,2,4,2,1,4,1,4,5,5,3,5,3,5,2,1,1,5,2,3,5,4,4,5,2,3,3,4,4,4,3,3,4,2,4,2,4,4,5,3,7,3,6,3,5,4,3,5,4,1,5,3,5,6,7,6,4,7,1,2,3,2,3,2,2,3,2,2,2,1,6,1,8,1,2,1,4,4,2,2,4,6,3,2,4,1,3,3,1,21,2,3,0,0,1,,,1,,1,1,1,1,1,,1,1,,,,,,,,1,1,,1,,,1,1,,,,,,,,,,1,1,,,,,,1,,,1,,1,1,Library,N/A Alone,"Read, Draw, Write",,1,1,,1,1,,1,,,,,,,1,1,1,1,1,,,,1,,1,1,1,,,,,,,1,1,1,1,1,1,1,1,40.7855072,-111.736702,-1
R_3qqx62IPHF89UhL,Default Response Set,Anonymous,,,155.97.94.70,0,12/4/2017 9:51,12/4/2017 10:48,1,Utah_265,1,1,4,4,1,3,2,1,1,2,3,1,1,3,1,5,4,5,2,1,4,2,2,4,4,4,4,4,4,4,5,4,2,5,2,2,1,1,4,4,5,4,2,4,2,2,4,2,4,3,3,3,1,2,4,4,4,4,4,3,4,4,4,4,4,2,5,5,5,5,5,2,2,3,3,5,5,1,2,6,2,7,5,7,2,6,2,7,5,6,2,4,4,3,2,2,3,3,4,10,10,10,10,10,10,10,10,10,5,5,3,4,4,5,2,4,4,5,3,3,3,25,2,6,0,3,1,,,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,,,,,,Coffee shop,"usually by myself, occasionally I'll have a friend or two.","Study, read a book, people-watch.",1,,,,,,,1,,1,,,1,,1,1,1,1,,1,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,40.7855072,-111.736702,-1
R_PtgmhO83x6rbh3b,Default Response Set,Anonymous,,,155.97.94.79,0,12/4/2017 11:15,12/4/2017 11:28,1,Utah_266,1,1,3,5,1,3,2,1,2,2,3,3,1,4,1,5,4,5,3,3,3,2,3,3,2,4,4,5,4,2,2,2,2,3,2,4,1,2,2,4,5,2,2,2,2,2,2,1,1,2,2,2,3,1,3,4,2,3,2,4,3,4,2,2,3,4,4,5,4,4,2,5,3,4,3,5,4,3,4,5,4,6,3,5,4,6,3,6,5,4,3,3,3,3,4,2,3,4,3,10,10,10,5,5,7,4,3,2,6,4,2,3,3,4,3,3,4,3,3,4,1,18,1,2,0,1,1,,,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,1,,,1,,,,Downtown,Friends,Chill,,,,,,,1,1,,1,,,1,,1,1,,1,1,,,,,,1,,,,,1,,,1,,,1,1,1,1,,1,40.7855072,-111.736702,-1
R_3Djby5fCoF97OAE,Default Response Set,Anonymous,,,155.97.94.70,0,12/4/2017 11:41,12/4/2017 11:53,1,Utah_267,1,1,4,5,1,8,4,1,2,3,3,3,1,4,1,5,3,4,2,3,3,4,3,3,2,3,4,4,4,2,4,2,1,3,3,3,1,2,1,3,5,3,1,3,1,3,3,1,1,2,5,3,1,2,2,2,4,3,4,3,4,3,3,2,4,2,4,5,5,4,4,3,1,4,1,3,4,1,4,5,4,6,5,7,5,6,3,5,3,4,2,3,5,2,1,1,3,2,2,6,10,5,7,8,3,10,10,10,5,4,4,3,1,5,3,2,4,1,2,4,2,19,1,3,0,0,1,,,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,1,Nature,Myself or friends,Relax,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,40.7855072,-111.736702,-1
R_3rS7np7BTnw7Fjv,Default Response Set,Anonymous,,,155.97.94.70,0,12/4/2017 12:30,12/4/2017 12:44,1,Utah_268,1,1,3,4,1,3,1,1,1,2,3,3,1,4,1,4,4,4,2,3,4,3,2,3,2,4,3,3,4,3,2,4,4,3,4,2,1,1,2,4,4,4,2,3,3,2,1,1,1,2,2,2,2,3,2,4,4,3,4,4,3,4,4,4,4,3,4,3,5,5,2,4,5,3,5,5,4,3,3,5,4,3,5,6,3,3,5,7,3,4,2,2,3,1,1,2,2,1,2,2,2,2,7,6,3,8,7,8,6,3,2,2,4,3,2,3,2,4,3,5,1,18,1,3,0,0,1,,,1,,,1,,,1,,,1,,,1,1,,,,,,1,,,,,,,,,1,,,,,1,,,,,,1,1,1,,,,,,1,Colorado,My close friends,Do outdoor activities,,,,,1,,,,1,,,,1,,1,1,,1,1,,,,,,1,,,,,1,,,1,,,1,,1,,,,40.7855072,-111.736702,-1
R_2Qib6hyZnRqG3EA,Default Response Set,Anonymous,,,155.97.94.70,0,12/5/2017 7:47,12/5/2017 8:05,1,Utah_270,1,1,4,3,1,2,2,1,2,1,2,3,1,4,1,4,5,4,3,3,3,2,4,5,1,4,2,2,2,1,2,2,4,1,2,5,1,1,1,5,5,4,2,1,2,2,3,4,4,2,2,2,1,2,3,3,2,2,2,2,4,4,4,4,3,4,4,3,2,1,2,6,4,5,5,6,5,2,4,1,5,2,5,6,5,6,6,5,3,5,3,5,4,2,3,2,4,3,4,2,1,1,1,1,9,2,2,3,4,3,2,3,4,2,5,5,2,5,4,2,4,33,1,3,3,3,1,,,,,1,,,,,,1,1,1,,1,1,,,,,1,,,,1,,1,1,,,,,1,,1,,,,,,,1,,1,,1,,,,1,Mountains,Family,"Relax, explore, wander",1,,1,,1,,1,1,1,,1,,1,1,1,1,,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,40.7855072,-111.736702,-1
R_3NNZMciSjjrYeYy,Default Response Set,Anonymous,,,155.97.94.79,0,12/5/2017 8:03,12/5/2017 8:15,1,Utah_271,1,1,4,3,1,3,2,1,1,2,3,4,1,3,1,5,2,5,2,5,2,2,1,2,1,2,4,4,5,4,4,4,5,5,4,1,1,1,1,4,5,5,4,1,1,1,1,1,1,3,2,3,1,2,2,4,3,4,4,2,3,4,4,2,3,4,6,2,5,5,4,1,6,1,6,2,4,2,1,5,2,5,1,5,1,6,6,7,1,5,3,1,1,1,2,1,1,1,2,2,1,1,1,1,9,2,2,1,6,5,1,1,6,3,1,1,5,2,3,3,4,31,2,3,0,0,1,,,1,,1,1,1,1,1,,1,1,1,1,1,,,,,1,1,1,,,,1,1,1,1,1,,1,,,1,,1,1,1,,,,,1,1,1,1,1,1,1,The beach in Hawaii,My husband,Relax,1,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,40.7855072,-111.736702,-1
R_tGoX9Ur6rYxyUlH,Default Response Set,Anonymous,,,155.97.94.79,0,12/5/2017 8:44,12/5/2017 9:08,1,Utah_272,1,1,3,3,1,3,1,1,1,1,3,5,1,2,1,4,2,3,4,3,3,4,4,3,2,3,4,3,4,4,4,4,2,4,3,2,1,1,1,3,4,3,3,3,1,3,2,1,1,1,1,1,1,1,1,3,1,1,1,3,3,3,3,3,3,1,4,4,4,4,2,2,2,4,4,2,4,4,4,6,4,4,2,4,2,4,5,6,2,5,4,1,1,1,1,1,1,1,1,2,1,1,1,1,9,1,1,1,3,4,1,4,4,2,2,1,3,3,3,5,2,24,2,3,0,0,1,,1,1,,1,1,,,1,1,1,1,,,,,,,,1,,,,,,,,1,,,,,1,,,,,1,,,,,1,1,,1,1,,,,at home,family ,hang out,1,,,,1,1,,1,1,1,1,1,1,,,1,1,1,1,1,,,,,1,1,1,,,1,,,1,1,1,,1,1,1,1,1,40.7855072,-111.736702,-1
R_eDJj4JwTFzYe22J,Default Response Set,Anonymous,,,155.97.94.70,0,12/5/2017 9:33,12/5/2017 9:54,1,Utah_273,1,1,2,6,1,2,2,1,3,3,3,4,1,3,1,4,4,4,5,2,4,3,3,5,2,4,3,2,2,2,4,3,2,1,2,4,1,1,1,5,4,1,5,5,3,3,5,1,4,3,5,3,1,3,4,4,2,3,4,3,4,3,4,1,1,4,2,6,3,3,6,5,4,4,3,4,5,3,5,4,4,2,6,4,6,5,7,7,5,4,4,4,3,3,4,3,3,5,5,2,1,3,5,5,4,5,3,5,4,5,3,4,4,3,4,5,4,3,4,4,6,25,1,4,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Home,No one,"Watch tv, Read, Play video games",1,1,,,1,1,1,1,,,,,1,1,1,,,1,1,1,,,,,1,,1,,,1,,1,1,,,1,1,1,,,1,40.7855072,-111.736702,-1
R_1rJ3pha5JeqWnqd,Default Response Set,Anonymous,,,155.97.94.79,0,12/5/2017 9:51,12/5/2017 10:07,1,Utah_274,1,1,3,4,1,4,1,1,2,3,3,1,1,2,1,4,4,4,4,4,4,2,4,5,4,4,2,3,4,4,2,4,4,4,2,2,1,4,4,3,4,2,4,4,2,4,2,3,2,2,2,2,4,3,4,5,5,4,5,4,5,5,5,5,5,5,7,3,5,6,3,3,5,2,6,6,4,1,2,5,3,2,5,5,6,5,6,6,5,3,5,4,4,2,4,4,2,3,2,5,2,5,7,7,2,4,5,3,6,6,4,3,6,4,4,4,6,2,3,4,2,21,2,3,0,0,1,1,,1,1,1,1,,,1,1,,1,1,1,1,1,1,1,,,,1,,1,1,1,1,1,,,,,1,,1,1,,1,,1,,1,1,1,,1,,1,,1,Escalante Utah,my old students,"talk, horseback riding",,1,1,,,,1,1,1,,,,1,1,1,1,1,1,,,1,,,1,,,1,,,,,,1,,,1,1,1,,1,1,40.7855072,-111.736702,-1
R_3nhZqbiZQ69oNHy,Default Response Set,Anonymous,,,155.97.94.70,0,12/5/2017 10:07,12/5/2017 10:26,1,Utah_275,1,1,3,5,1,4,2,1,2,2,3,3,1,2,1,5,2,5,4,2,2,2,2,1,4,2,4,4,4,4,5,4,5,4,4,1,1,1,1,2,5,2,1,1,1,1,4,2,1,4,2,3,4,2,2,5,3,4,4,4,4,3,4,2,2,5,7,7,5,6,7,1,4,1,7,6,2,1,2,7,2,7,4,5,1,7,1,6,6,6,2,2,2,2,3,2,1,2,3,2,3,3,8,8,2,7,7,6,5,4,2,1,6,4,2,2,4,2,2,5,2,18,1,3,0,0,1,,1,1,,1,1,,,,1,,1,,,,,,,1,,,,,,,1,,1,,,,1,,,,,1,,,,,,,1,,,1,,,1,Mountains,friends,"Ski, hike, bike, ect..",1,1,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,1,40.7855072,-111.736702,-1
R_123JirbbHfQAyIM,Default Response Set,Anonymous,,,155.97.94.79,0,12/5/2017 17:31,12/5/2017 17:48,1,Utah_276,1,1,5,5,1,2,1,1,1,1,3,1,1,4,1,5,3,5,4,5,3,2,1,4,2,5,5,5,5,5,5,4,4,5,4,1,1,1,1,2,5,2,2,2,5,2,5,1,1,5,5,5,1,4,4,4,4,4,4,4,5,5,5,5,5,5,6,2,3,6,3,2,4,1,4,2,2,2,1,7,2,7,2,7,6,7,1,6,2,5,1,2,4,1,3,1,3,2,1,2,5,3,6,6,9,8,6,4,6,5,1,2,5,5,5,2,5,4,3,5,4,19,2,3,0,0,1,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,"My favorite place to spend time (on a normal day) is at the gym. It's a good stress relief and I really love bettering my fitness. If I could choose anywhere, my favorite place is my beach house in Newport Beach, California on the rooftop enjoying the sun!","If I had a significant other, I would like to be with them and my family. If not, my best friend and family. (Beach house) Best friend (gym) ",Beach house: Often relax and forget about the busy life I live for the moment. Gym: Workout!,1,,,,,1,1,1,,1,,1,1,,1,1,1,1,1,1,,,,,,1,,,,1,1,,1,1,,1,1,1,1,1,1,40.7855072,-111.736702,-1
R_tLkTTRt1bmq9VUl,Default Response Set,Anonymous,,,155.97.94.70,0,12/5/2017 17:58,12/5/2017 18:18,1,Utah_277,1,1,5,5,1,3,2,1,1,2,4,5,1,4,1,3,4,4,3,4,2,4,4,5,1,2,4,5,2,3,1,4,2,2,3,3,1,2,1,4,4,2,4,2,1,5,3,4,4,1,2,1,2,3,1,5,3,5,5,3,4,4,4,4,4,4,5,2,5,4,1,4,5,3,5,4,3,5,5,4,1,6,1,6,5,5,3,7,2,4,2,2,2,1,3,2,2,4,4,2,1,1,3,1,7,1,1,1,4,6,3,3,4,4,4,4,4,3,3,3,2,19,2,3,0,0,1,,,1,,1,1,,,1,1,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,1,,,,The beach,usually my family or friends if we went on a road trip,"Walk around the beach, swim in the water, walk around the different shops, and relax",,,,,1,,,1,,,1,,1,,1,1,1,1,,1,,,,,1,1,1,,,1,,,1,,1,1,1,1,,,1,40.7855072,-111.736702,-1
R_r2ac49rg5S4Ahah,Default Response Set,Anonymous,,,155.97.94.79,0,12/5/2017 18:28,12/5/2017 18:43,1,Utah_280,1,1,4,4,1,3,2,1,1,1,3,3,1,2,1,5,3,5,5,5,2,3,3,5,1,5,5,5,3,2,1,3,2,4,1,3,1,1,1,5,5,5,2,1,1,1,1,1,1,1,4,1,1,3,5,4,3,2,2,3,5,5,5,5,5,5,3,3,4,4,1,3,4,3,5,2,5,6,6,6,4,7,4,7,1,7,2,7,1,7,1,2,2,1,1,1,1,5,3,1,1,2,5,10,7,1,1,1,5,6,6,3,6,5,2,3,3,5,2,6,2,22,2,4,0,0,1,,1,1,,1,1,,,1,,1,1,,,,,,,,,1,,,,,1,,1,,,1,1,1,,,,,,,,,,,1,,,1,,,1,"My cabin in Driggs, Idaho.","My parents, freinds, boyfriend, and other family members.",I ski/snowboard and hike ,1,,,,1,,1,1,,,,,1,,1,1,1,1,,1,,,,,1,1,,,,,,,1,,,1,1,1,1,1,1,40.7855072,-111.736702,-1
R_TtoKccVGtNoCGpX,Default Response Set,Anonymous,,,155.97.94.70,0,12/5/2017 18:27,12/5/2017 18:46,1,Utah_278,1,1,3,2,1,2,2,1,1,2,3,3,1,3,1,4,4,5,4,4,4,4,5,4,2,2,4,4,2,2,2,4,2,2,1,4,1,1,4,2,4,4,2,2,4,2,2,2,1,3,4,2,1,3,2,3,1,2,4,4,5,5,5,4,5,4,5,1,1,5,3,7,3,3,2,2,2,3,7,6,3,3,5,7,3,5,7,7,2,6,2,4,3,2,2,3,3,5,4,1,2,2,5,3,9,4,3,2,4,3,1,6,2,4,3,5,2,6,3,3,4,19,2,4,0,0,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,California,my family ,visit all the family we have over there,,,,,,,1,,,1,,,,,,,,1,1,1,,,,,,,,,,1,,,1,1,1,1,1,1,,,1,40.7855072,-111.736702,-1
R_6XrO3SNRgZAEEwx,Default Response Set,Anonymous,,,155.97.94.79,0,12/6/2017 7:57,12/6/2017 8:11,1,Utah_279,1,1,4,3,1,8,2,1,1,1,3,3,1,3,1,3,4,2,3,2,4,4,3,2,4,5,2,3,5,5,5,5,3,5,3,1,1,2,3,3,3,2,2,2,1,3,5,1,1,5,5,3,1,5,3,1,1,1,3,5,2,5,5,1,4,5,7,4,5,7,3,1,4,1,7,1,1,1,1,7,2,4,6,7,4,5,5,6,2,7,5,1,1,1,1,1,1,1,1,1,1,1,9,9,4,9,1,2,3,6,1,1,6,5,1,1,1,1,3,5,8,18,1,2,0,1,1,1,,1,,1,1,,,1,1,1,1,1,1,,1,1,1,,1,,,,1,,,,1,,,,,1,,,1,1,,,1,,1,1,1,,,1,,,1,Home,My family,Relax,1,,,,,,1,1,,,,,1,,,1,,,1,1,,,,,,,,,,1,,,1,,,,1,1,1,,1,40.7855072,-111.736702,-1
R_SAUFRQmPK5dp6g1,Default Response Set,Anonymous,,,155.97.94.70,0,12/6/2017 7:59,12/6/2017 8:13,1,Utah_281,1,1,2,3,1,3,2,1,1,2,5,3,1,4,1,4,4,3,3,4,3,2,3,3,3,3,3,3,5,4,5,5,4,4,4,2,1,1,1,4,5,3,3,4,4,3,4,2,3,5,5,5,2,4,4,5,2,5,5,5,3,3,4,3,4,4,6,4,5,5,6,3,5,2,5,3,4,3,3,5,3,6,4,5,4,5,5,5,5,5,4,2,3,2,4,3,4,2,1,1,1,1,2,1,9,6,4,4,5,4,4,3,4,3,3,4,5,4,2,3,1,18,1,3,0,0,1,,,1,,1,1,,,,,1,1,1,,,,,,,,,,,,,1,,1,,,,,,1,,,1,,,,,,,1,,,1,,,1,Dance Hall,Dates,Dance,,1,1,,1,,,,,1,1,,,,1,1,,,1,,,,,,1,1,1,,,1,1,1,1,,,1,,,1,,1,40.7855072,-111.736702,-1
R_1LnXhiMWVvcR3tk,Default Response Set,Anonymous,,,155.97.94.70,0,12/6/2017 8:45,12/6/2017 9:02,1,Utah_282,1,1,1,3,1,3,2,1,1,1,4,3,1,4,1,4,5,4,5,2,1,5,5,5,1,4,2,1,3,2,5,1,2,1,3,4,1,1,1,4,4,4,4,5,1,4,2,1,2,3,3,1,2,5,3,5,2,4,5,3,5,5,5,5,5,4,5,2,5,5,3,5,2,2,2,7,5,2,7,6,5,1,1,6,5,4,7,7,1,7,1,5,5,2,3,3,3,2,3,2,2,7,8,8,2,2,1,2,2,5,4,5,5,4,2,6,2,5,3,4,3,22,2,3,1,0,1,,1,1,,1,1,,,1,,,1,1,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,1,,,1,,,1,Disneyland,Family,"Enjoy rides, food and entertainment",1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,,1,,,,,1,1,,1,1,1,1,1,,1,1,1,40.7855072,-111.736702,-1
R_25QvDVk4I4Qag9Q,Default Response Set,Anonymous,,,155.97.94.79,0,12/6/2017 9:13,12/6/2017 9:31,1,Utah_284,1,1,4,6,1,4,2,1,4,5,3,2,1,4,1,5,3,5,4,5,2,4,2,3,3,4,4,4,5,5,5,5,5,5,5,2,1,1,5,5,5,5,1,1,1,2,2,2,2,4,4,5,4,3,5,5,4,5,4,5,3,3,4,3,4,3,4,4,4,7,7,2,7,5,6,6,4,7,2,6,2,6,6,6,5,7,2,4,1,3,1,3,3,4,2,3,2,3,4,3,2,4,7,3,2,7,7,7,4,5,1,2,6,6,1,2,5,3,3,5,1,19,1,3,0,0,1,,,1,,1,1,1,,,,1,1,,,,,1,,,,1,1,,,,1,,1,,,,1,,,1,,1,,,,,,1,1,,,1,,,1,Utah,everyone,ski climb run bike school,,1,,,,,1,1,,,,,1,,1,1,1,1,,1,,1,1,1,1,1,,,1,1,,1,1,,,1,1,,,,,40.7855072,-111.736702,-1
R_bm9aAeyl9M2QYBX,Default Response Set,Anonymous,,,204.99.172.158,0,12/6/2017 9:14,12/6/2017 9:35,1,Utah_285,1,1,3,3,1,2,1,1,1,2,3,2,1,4,1,4,4,3,3,4,4,3,1,3,1,3,4,4,4,3,4,3,3,3,3,2,1,1,1,3,5,5,2,1,1,2,4,1,2,1,1,1,1,3,3,2,4,5,5,3,5,4,5,2,5,4,5,3,4,4,4,2,2,2,4,5,3,4,3,5,3,7,2,6,3,5,3,7,5,4,5,2,3,1,3,1,1,2,1,1,1,1,1,1,9,2,2,1,4,4,2,3,5,2,4,1,4,3,3,4,1,20,1,3,0,0,1,,,,,1,1,,,,,,1,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,1,,,,,,1,Institute of Religion,Friends,"Take classes, study, hang out with friends, play games, choir",1,,,,1,,,1,,1,,,1,1,1,1,,,1,1,,,,,,,,,,1,,,1,1,1,,,1,1,,1,40.7855072,-111.736702,-1
R_1H8Kvov0i3UHICU,Default Response Set,Anonymous,,,155.97.94.70,0,12/6/2017 10:00,12/6/2017 10:16,1,Utah_283,1,1,5,2,1,2,2,1,1,1,3,1,1,2,1,4,5,4,3,4,4,2,5,3,1,2,2,3,3,5,4,3,2,3,2,2,1,1,1,1,4,2,1,1,1,3,1,1,1,4,2,2,1,1,2,3,2,3,2,2,3,5,4,1,3,4,5,7,4,5,2,2,1,3,4,7,3,1,3,5,2,6,6,6,3,3,2,7,2,2,1,4,3,2,3,2,1,3,2,3,2,4,9,6,2,2,7,3,5,3,4,3,4,1,4,4,4,2,3,5,1,20,2,3,0,0,1,,,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,1,Disneyland,My friends or boyfriend,Ride the rides and watch parades,1,1,,,,,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,,1,1,,,,1,1,1,1,1,,1,1,1,1,,1,40.7855072,-111.736702,-1
R_vBvIrl08jeEhmxj,Default Response Set,Anonymous,,,155.97.95.187,0,12/6/2017 16:35,12/6/2017 17:11,1,Utah_287,1,1,3,5,1,3,2,1,2,2,3,1,1,3,1,5,4,5,4,5,2,3,3,4,4,3,4,5,5,5,5,3,3,5,3,1,1,1,5,3,5,5,3,2,1,3,3,1,1,5,1,2,3,3,4,4,3,4,4,5,4,3,4,3,2,4,7,2,5,5,5,3,3,2,5,1,4,2,2,6,2,5,4,7,6,7,2,6,1,5,1,3,2,2,3,2,2,2,2,5,2,2,9,4,5,7,7,5,6,6,2,2,5,4,3,3,4,2,3,5,2,19,2,3,0,0,1,,,1,,1,1,,,,,1,1,1,,,,,,,,,,,1,1,1,,1,,,,,,,,1,,,,,,,,1,,,,,,1,Outdoors ,My friends or rarely just by myself,"Hike, hammock, explore, relax, swim if there's water, create art.",1,,,,,,1,1,1,1,,,1,1,1,1,1,1,1,1,,,,,1,,,,,1,,,1,1,1,1,1,1,,1,1,40.7855072,-111.736702,-1
