participant,date,direction test,start landmark,facing landmark,target landmark,bearing,actual direction,abs error,same or different route
Utah_128,9/8/2017 11:23,0,Lynch Station,Harris Hall,Batty House,138,130.6542463,7.345753667,same
Utah_128,9/8/2017 11:23,0,Harris Hall,Harvey House,Sauer Center,128,110.6574336,17.34256637,different
Utah_128,9/8/2017 11:23,0,Harris Hall,Harvey House,Harvey House,21,2.146796904,18.8532031,same
Utah_128,9/8/2017 11:23,0,Harris Hall,Harvey House,Golledge Hall,54,77.71082192,23.71082192,different
Utah_128,9/8/2017 11:23,0,Harris Hall,Harvey House,Snow Church,54,84.7281122,30.7281122,different
Utah_128,9/8/2017 11:23,0,Harris Hall,Harvey House,Lynch Station,97,114.5627943,17.56279428,same
Utah_128,9/8/2017 11:23,0,Harris Hall,Harvey House,Tobler Museum,35,99.95984558,64.95984558,different
Utah_128,9/8/2017 11:23,0,Harris Hall,Harvey House,Batty House,66,83.35216568,17.35216568,same
Utah_128,9/8/2017 11:23,0,Harvey House,Harris Hall,Harris Hall,12,4.196894849,7.803105151,same
Utah_128,9/8/2017 11:23,0,Harvey House,Harris Hall,Tobler Museum,89,42.14615863,46.85384137,different
Utah_128,9/8/2017 11:23,0,Harvey House,Harris Hall,Snow Church,66,66.19140238,0.191402375,different
Utah_128,9/8/2017 11:23,0,Harvey House,Harris Hall,Sauer Center,89,46.29205396,42.70794604,different
Utah_128,9/8/2017 11:23,0,Harvey House,Harris Hall,Batty House,25,46.54689912,21.54689912,same
Utah_128,9/8/2017 11:23,0,Harvey House,Harris Hall,Golledge Hall,25,64.9530254,39.9530254,different
Utah_128,9/8/2017 11:23,0,Harvey House,Harris Hall,Lynch Station,6,32.28246429,26.28246429,same
Utah_128,9/8/2017 11:23,0,Golledge Hall,Snow Church,Harris Hall,107,176.2022806,69.20228061,different
Utah_128,9/8/2017 11:23,0,Golledge Hall,Snow Church,Harvey House,129,139.9309368,10.93093678,different
Utah_128,9/8/2017 11:23,0,Golledge Hall,Snow Church,Lynch Station,154,173.9683139,19.96831391,different
Utah_128,9/8/2017 11:23,0,Golledge Hall,Snow Church,Sauer Center,63,76.21088344,13.21088344,same
Utah_128,9/8/2017 11:23,0,Golledge Hall,Snow Church,Tobler Museum,143,147.0284471,4.028447062,same
Utah_128,9/8/2017 11:23,0,Golledge Hall,Snow Church,Batty House,156,173.5694617,17.56946175,different
Utah_128,9/8/2017 11:23,0,Golledge Hall,Snow Church,Snow Church,10,1.204134401,8.795865599,same
Utah_128,9/8/2017 11:23,0,Snow Church,Sauer Center,Tobler Museum,63,63.69277617,0.692776166,same
Utah_128,9/8/2017 11:23,0,Snow Church,Sauer Center,Sauer Center,4,0.279262352,3.720737648,same
Utah_128,9/8/2017 11:23,0,Snow Church,Sauer Center,Harvey House,72,119.6929579,47.69295786,different
Utah_128,9/8/2017 11:23,0,Snow Church,Sauer Center,Harris Hall,28,88.09346154,60.09346154,different
Utah_128,9/8/2017 11:23,0,Snow Church,Sauer Center,Batty House,28,90.64700942,62.64700942,different
Utah_128,9/8/2017 11:23,0,Snow Church,Sauer Center,Golledge Hall,132,125.8431145,6.15688545,same
Utah_128,9/8/2017 11:23,0,Snow Church,Sauer Center,Lynch Station,61,79.44851915,18.44851915,different
Utah_128,9/8/2017 11:23,0,Sauer Center,Tobler Museum,Tobler Museum,4,2.713388186,1.286611814,same
Utah_128,9/8/2017 11:23,0,Sauer Center,Tobler Museum,Snow Church,4,89.63525726,85.63525726,same
Utah_128,9/8/2017 11:23,0,Sauer Center,Tobler Museum,Harvey House,101,23.09134403,77.90865597,different
Utah_128,9/8/2017 11:23,0,Sauer Center,Tobler Museum,Batty House,120,6.744508622,113.2554914,different
Utah_128,9/8/2017 11:23,0,Sauer Center,Tobler Museum,Harris Hall,73,4.240040564,68.75995944,different
Utah_128,9/8/2017 11:23,0,Sauer Center,Tobler Museum,Lynch Station,103,17.76205492,85.23794508,different
Utah_128,9/8/2017 11:23,0,Sauer Center,Tobler Museum,Golledge Hall,52,51.85616181,0.143838187,same
Utah_128,9/8/2017 11:23,0,Tobler Museum,Sauer Center,Batty House,147,171.0086651,24.00866514,different
Utah_128,9/8/2017 11:23,0,Tobler Museum,Sauer Center,Snow Church,35,38.78279809,3.782798086,same
Utah_128,9/8/2017 11:23,0,Tobler Museum,Sauer Center,Harris Hall,122,173.2852643,51.28526433,different
Utah_128,9/8/2017 11:23,0,Tobler Museum,Sauer Center,Sauer Center,55,20.69981416,34.30018584,same
Utah_128,9/8/2017 11:23,0,Tobler Museum,Sauer Center,Lynch Station,19,156.2355625,137.2355625,different
Utah_128,9/8/2017 11:23,0,Tobler Museum,Sauer Center,Harvey House,178,147.248191,30.751809,different
Utah_128,9/8/2017 11:23,0,Tobler Museum,Sauer Center,Golledge Hall,77,67.30353066,9.69646934,same
Utah_129,9/8/2017 12:16,0,Batty House,Lynch Station,Harris Hall,28,37.5286373,9.528637304,same
Utah_129,9/8/2017 12:16,0,Batty House,Lynch Station,Sauer Center,28,30.3316951,2.331695097,different
Utah_129,9/8/2017 12:16,0,Batty House,Lynch Station,Tobler Museum,1,37.30802198,36.30802198,different
Utah_129,9/8/2017 12:16,0,Batty House,Lynch Station,Snow Church,10,48.19947553,38.19947553,different
Utah_129,9/8/2017 12:16,0,Batty House,Lynch Station,Harvey House,46,93.19423766,47.19423766,same
Utah_129,9/8/2017 12:16,0,Batty House,Lynch Station,Lynch Station,30,47.32798389,17.32798389,same
Utah_129,9/8/2017 12:16,0,Batty House,Lynch Station,Golledge Hall,6,51.76768154,45.76768154,different
Utah_129,9/8/2017 12:16,0,Lynch Station,Harris Hall,Harris Hall,0,7.021704671,7.021704671,same
Utah_129,9/8/2017 12:16,0,Lynch Station,Harris Hall,Tobler Museum,0,17.95076442,17.95076442,different
Utah_129,9/8/2017 12:16,0,Lynch Station,Harris Hall,Harvey House,132,48.19593801,83.80406199,same
Utah_129,9/8/2017 12:16,0,Lynch Station,Harris Hall,Sauer Center,67,29.20903342,37.79096658,different
Utah_129,9/8/2017 12:16,0,Lynch Station,Harris Hall,Golledge Hall,81,3.323863738,77.67613626,different
Utah_129,9/8/2017 12:16,0,Lynch Station,Harris Hall,Batty House,1,130.6542463,129.6542463,same
Utah_129,9/8/2017 12:16,0,Lynch Station,Harris Hall,Snow Church,55,8.968174613,46.03182539,different
Utah_129,9/8/2017 12:16,0,Harris Hall,Harvey House,Tobler Museum,97,99.95984558,2.959845582,different
Utah_129,9/8/2017 12:16,0,Harris Hall,Harvey House,Sauer Center,73,110.6574336,37.65743363,different
Utah_129,9/8/2017 12:16,0,Harris Hall,Harvey House,Golledge Hall,123,77.71082192,45.28917808,different
Utah_129,9/8/2017 12:16,0,Harris Hall,Harvey House,Batty House,125,83.35216568,41.64783432,same
Utah_129,9/8/2017 12:16,0,Harris Hall,Harvey House,Snow Church,26,84.7281122,58.7281122,different
Utah_129,9/8/2017 12:16,0,Harris Hall,Harvey House,Lynch Station,26,114.5627943,88.56279428,same
Utah_129,9/8/2017 12:16,0,Harris Hall,Harvey House,Harvey House,135,2.146796904,132.8532031,same
Utah_129,9/8/2017 12:16,0,Harvey House,Harris Hall,Tobler Museum,96,42.14615863,53.85384137,different
Utah_129,9/8/2017 12:16,0,Harvey House,Harris Hall,Sauer Center,96,46.29205396,49.70794604,different
Utah_129,9/8/2017 12:16,0,Harvey House,Harris Hall,Golledge Hall,96,64.9530254,31.0469746,different
Utah_129,9/8/2017 12:16,0,Harvey House,Harris Hall,Lynch Station,12,32.28246429,20.28246429,same
Utah_129,9/8/2017 12:16,0,Harvey House,Harris Hall,Batty House,9,46.54689912,37.54689912,same
Utah_129,9/8/2017 12:16,0,Harvey House,Harris Hall,Harris Hall,12,4.196894849,7.803105151,same
Utah_129,9/8/2017 12:16,0,Harvey House,Harris Hall,Snow Church,91,66.19140238,24.80859762,different
Utah_129,9/8/2017 12:16,0,Golledge Hall,Snow Church,Snow Church,8,1.204134401,6.795865599,same
Utah_129,9/8/2017 12:16,0,Golledge Hall,Snow Church,Sauer Center,79,76.21088344,2.789116555,same
Utah_129,9/8/2017 12:16,0,Golledge Hall,Snow Church,Tobler Museum,131,147.0284471,16.02844706,same
Utah_129,9/8/2017 12:16,0,Golledge Hall,Snow Church,Lynch Station,17,173.9683139,156.9683139,different
Utah_129,9/8/2017 12:16,0,Golledge Hall,Snow Church,Harvey House,153,139.9309368,13.06906322,different
Utah_129,9/8/2017 12:16,0,Golledge Hall,Snow Church,Harris Hall,84,176.2022806,92.20228061,different
Utah_129,9/8/2017 12:16,0,Golledge Hall,Snow Church,Batty House,24,173.5694617,149.5694617,different
Utah_129,9/8/2017 12:16,0,Snow Church,Sauer Center,Sauer Center,3,0.279262352,2.720737648,same
Utah_129,9/8/2017 12:16,0,Snow Church,Sauer Center,Harris Hall,176,88.09346154,87.90653846,different
Utah_129,9/8/2017 12:16,0,Snow Church,Sauer Center,Tobler Museum,23,63.69277617,40.69277617,same
Utah_129,9/8/2017 12:16,0,Snow Church,Sauer Center,Golledge Hall,134,125.8431145,8.15688545,same
Utah_129,9/8/2017 12:16,0,Snow Church,Sauer Center,Harvey House,92,119.6929579,27.69295786,different
Utah_129,9/8/2017 12:16,0,Snow Church,Sauer Center,Batty House,172,90.64700942,81.35299058,different
Utah_129,9/8/2017 12:16,0,Snow Church,Sauer Center,Lynch Station,172,79.44851915,92.55148085,different
Utah_129,9/8/2017 12:16,0,Sauer Center,Tobler Museum,Snow Church,91,89.63525726,1.364742741,same
Utah_129,9/8/2017 12:16,0,Sauer Center,Tobler Museum,Tobler Museum,6,2.713388186,3.286611814,same
Utah_129,9/8/2017 12:16,0,Sauer Center,Tobler Museum,Harvey House,30,23.09134403,6.908655967,different
Utah_129,9/8/2017 12:16,0,Sauer Center,Tobler Museum,Batty House,80,6.744508622,73.25549138,different
Utah_129,9/8/2017 12:16,0,Sauer Center,Tobler Museum,Lynch Station,23,17.76205492,5.23794508,different
Utah_129,9/8/2017 12:16,0,Sauer Center,Tobler Museum,Harris Hall,58,4.240040564,53.75995944,different
Utah_129,9/8/2017 12:16,0,Sauer Center,Tobler Museum,Golledge Hall,46,51.85616181,5.856161813,same
Utah_129,9/8/2017 12:16,0,Tobler Museum,Sauer Center,Sauer Center,8,20.69981416,12.69981416,same
Utah_129,9/8/2017 12:16,0,Tobler Museum,Sauer Center,Snow Church,34,38.78279809,4.782798086,same
Utah_129,9/8/2017 12:16,0,Tobler Museum,Sauer Center,Lynch Station,104,156.2355625,52.23556255,different
Utah_129,9/8/2017 12:16,0,Tobler Museum,Sauer Center,Golledge Hall,74,67.30353066,6.69646934,same
Utah_129,9/8/2017 12:16,0,Tobler Museum,Sauer Center,Harvey House,114,147.248191,33.248191,different
Utah_129,9/8/2017 12:16,0,Tobler Museum,Sauer Center,Harris Hall,86,173.2852643,87.28526433,different
Utah_129,9/8/2017 12:16,0,Tobler Museum,Sauer Center,Batty House,54,171.0086651,117.0086651,different
Utah_130,9/8/2017 12:35,0,Batty House,Lynch Station,Snow Church,8,48.19947553,40.19947553,different
Utah_130,9/8/2017 12:35,0,Batty House,Lynch Station,Lynch Station,8,47.32798389,39.32798389,same
Utah_130,9/8/2017 12:35,0,Batty House,Lynch Station,Golledge Hall,10,51.76768154,41.76768154,different
Utah_130,9/8/2017 12:35,0,Batty House,Lynch Station,Sauer Center,0,30.3316951,30.3316951,different
Utah_130,9/8/2017 12:35,0,Batty House,Lynch Station,Harris Hall,58,37.5286373,20.4713627,same
Utah_130,9/8/2017 12:35,0,Batty House,Lynch Station,Tobler Museum,5,37.30802198,32.30802198,different
Utah_130,9/8/2017 12:35,0,Batty House,Lynch Station,Harvey House,9,93.19423766,84.19423766,same
Utah_130,9/8/2017 12:35,0,Lynch Station,Harris Hall,Harris Hall,16,7.021704671,8.978295329,same
Utah_130,9/8/2017 12:35,0,Lynch Station,Harris Hall,Tobler Museum,10,17.95076442,7.950764421,different
Utah_130,9/8/2017 12:35,0,Lynch Station,Harris Hall,Batty House,135,130.6542463,4.345753667,same
Utah_130,9/8/2017 12:35,0,Lynch Station,Harris Hall,Golledge Hall,12,3.323863738,8.676136262,different
Utah_130,9/8/2017 12:35,0,Lynch Station,Harris Hall,Sauer Center,65,29.20903342,35.79096658,different
Utah_130,9/8/2017 12:35,0,Lynch Station,Harris Hall,Harvey House,18,48.19593801,30.19593801,same
Utah_130,9/8/2017 12:35,0,Lynch Station,Harris Hall,Snow Church,11,8.968174613,2.031825387,different
Utah_130,9/8/2017 12:35,0,Harris Hall,Harvey House,Sauer Center,40,110.6574336,70.65743363,different
Utah_130,9/8/2017 12:35,0,Harris Hall,Harvey House,Golledge Hall,53,77.71082192,24.71082192,different
Utah_130,9/8/2017 12:35,0,Harris Hall,Harvey House,Lynch Station,130,114.5627943,15.43720572,same
Utah_130,9/8/2017 12:35,0,Harris Hall,Harvey House,Snow Church,50,84.7281122,34.7281122,different
Utah_130,9/8/2017 12:35,0,Harris Hall,Harvey House,Tobler Museum,69,99.95984558,30.95984558,different
Utah_130,9/8/2017 12:35,0,Harris Hall,Harvey House,Harvey House,21,2.146796904,18.8532031,same
Utah_130,9/8/2017 12:35,0,Harris Hall,Harvey House,Batty House,129,83.35216568,45.64783432,same
Utah_130,9/8/2017 12:35,0,Harvey House,Harris Hall,Golledge Hall,50,64.9530254,14.9530254,different
Utah_130,9/8/2017 12:35,0,Harvey House,Harris Hall,Harris Hall,90,4.196894849,85.80310515,same
Utah_130,9/8/2017 12:35,0,Harvey House,Harris Hall,Lynch Station,26,32.28246429,6.282464293,same
Utah_130,9/8/2017 12:35,0,Harvey House,Harris Hall,Batty House,40,46.54689912,6.546899122,same
Utah_130,9/8/2017 12:35,0,Harvey House,Harris Hall,Tobler Museum,87,42.14615863,44.85384137,different
Utah_130,9/8/2017 12:35,0,Harvey House,Harris Hall,Snow Church,23,66.19140238,43.19140238,different
Utah_130,9/8/2017 12:35,0,Harvey House,Harris Hall,Sauer Center,91,46.29205396,44.70794604,different
Utah_130,9/8/2017 12:35,0,Golledge Hall,Snow Church,Harvey House,13,139.9309368,126.9309368,different
Utah_130,9/8/2017 12:35,0,Golledge Hall,Snow Church,Sauer Center,74,76.21088344,2.210883445,same
Utah_130,9/8/2017 12:35,0,Golledge Hall,Snow Church,Lynch Station,28,173.9683139,145.9683139,different
Utah_130,9/8/2017 12:35,0,Golledge Hall,Snow Church,Tobler Museum,35,147.0284471,112.0284471,same
Utah_130,9/8/2017 12:35,0,Golledge Hall,Snow Church,Batty House,172,173.5694617,1.569461746,different
Utah_130,9/8/2017 12:35,0,Golledge Hall,Snow Church,Harris Hall,14,176.2022806,162.2022806,different
Utah_130,9/8/2017 12:35,0,Golledge Hall,Snow Church,Snow Church,14,1.204134401,12.7958656,same
Utah_130,9/8/2017 12:35,0,Snow Church,Sauer Center,Harvey House,81,119.6929579,38.69295786,different
Utah_130,9/8/2017 12:35,0,Snow Church,Sauer Center,Batty House,177,90.64700942,86.35299058,different
Utah_130,9/8/2017 12:35,0,Snow Church,Sauer Center,Golledge Hall,86,125.8431145,39.84311455,same
Utah_130,9/8/2017 12:35,0,Snow Church,Sauer Center,Tobler Museum,132,63.69277617,68.30722383,same
Utah_130,9/8/2017 12:35,0,Snow Church,Sauer Center,Lynch Station,173,79.44851915,93.55148085,different
Utah_130,9/8/2017 12:35,0,Snow Church,Sauer Center,Harris Hall,116,88.09346154,27.90653846,different
Utah_130,9/8/2017 12:35,0,Snow Church,Sauer Center,Sauer Center,8,0.279262352,7.720737648,same
Utah_130,9/8/2017 12:35,0,Sauer Center,Tobler Museum,Harvey House,116,23.09134403,92.90865597,different
Utah_130,9/8/2017 12:35,0,Sauer Center,Tobler Museum,Harris Hall,23,4.240040564,18.75995944,different
Utah_130,9/8/2017 12:35,0,Sauer Center,Tobler Museum,Golledge Hall,63,51.85616181,11.14383819,same
Utah_130,9/8/2017 12:35,0,Sauer Center,Tobler Museum,Tobler Museum,3,2.713388186,0.286611814,same
Utah_130,9/8/2017 12:35,0,Sauer Center,Tobler Museum,Batty House,13,6.744508622,6.255491378,different
Utah_130,9/8/2017 12:35,0,Sauer Center,Tobler Museum,Snow Church,53,89.63525726,36.63525726,same
Utah_130,9/8/2017 12:35,0,Sauer Center,Tobler Museum,Lynch Station,75,17.76205492,57.23794508,different
Utah_130,9/8/2017 12:35,0,Tobler Museum,Sauer Center,Sauer Center,45,20.69981416,24.30018584,same
Utah_130,9/8/2017 12:35,0,Tobler Museum,Sauer Center,Golledge Hall,87,67.30353066,19.69646934,same
Utah_130,9/8/2017 12:35,0,Tobler Museum,Sauer Center,Harvey House,14,147.248191,133.248191,different
Utah_130,9/8/2017 12:35,0,Tobler Museum,Sauer Center,Harris Hall,38,173.2852643,135.2852643,different
Utah_130,9/8/2017 12:35,0,Tobler Museum,Sauer Center,Lynch Station,106,156.2355625,50.23556255,different
Utah_130,9/8/2017 12:35,0,Tobler Museum,Sauer Center,Snow Church,81,38.78279809,42.21720191,same
Utah_130,9/8/2017 12:35,0,Tobler Museum,Sauer Center,Batty House,54,171.0086651,117.0086651,different
Utah_131,9/8/2017 13:27,0,Batty House,Lynch Station,Tobler Museum,69,37.30802198,31.69197802,different
Utah_131,9/8/2017 13:27,0,Batty House,Lynch Station,Snow Church,61,48.19947553,12.80052447,different
Utah_131,9/8/2017 13:27,0,Batty House,Lynch Station,Harvey House,134,93.19423766,40.80576234,same
Utah_131,9/8/2017 13:27,0,Batty House,Lynch Station,Golledge Hall,162,51.76768154,110.2323185,different
Utah_131,9/8/2017 13:27,0,Batty House,Lynch Station,Lynch Station,34,47.32798389,13.32798389,same
Utah_131,9/8/2017 13:27,0,Batty House,Lynch Station,Harris Hall,34,37.5286373,3.528637304,same
Utah_131,9/8/2017 13:27,0,Batty House,Lynch Station,Sauer Center,60,30.3316951,29.6683049,different
Utah_131,9/8/2017 13:27,0,Lynch Station,Harris Hall,Harvey House,41,48.19593801,7.195938014,same
Utah_131,9/8/2017 13:27,0,Lynch Station,Harris Hall,Snow Church,73,8.968174613,64.03182539,different
Utah_131,9/8/2017 13:27,0,Lynch Station,Harris Hall,Tobler Museum,161,17.95076442,143.0492356,different
Utah_131,9/8/2017 13:27,0,Lynch Station,Harris Hall,Harris Hall,22,7.021704671,14.97829533,same
Utah_131,9/8/2017 13:27,0,Lynch Station,Harris Hall,Sauer Center,155,29.20903342,125.7909666,different
Utah_131,9/8/2017 13:27,0,Lynch Station,Harris Hall,Batty House,155,130.6542463,24.34575367,same
Utah_131,9/8/2017 13:27,0,Lynch Station,Harris Hall,Golledge Hall,37,3.323863738,33.67613626,different
Utah_131,9/8/2017 13:27,0,Harris Hall,Harvey House,Lynch Station,140,114.5627943,25.43720572,same
Utah_131,9/8/2017 13:27,0,Harris Hall,Harvey House,Tobler Museum,83,99.95984558,16.95984558,different
Utah_131,9/8/2017 13:27,0,Harris Hall,Harvey House,Sauer Center,152,110.6574336,41.34256637,different
Utah_131,9/8/2017 13:27,0,Harris Hall,Harvey House,Snow Church,152,84.7281122,67.2718878,different
Utah_131,9/8/2017 13:27,0,Harris Hall,Harvey House,Harvey House,79,2.146796904,76.8532031,same
Utah_131,9/8/2017 13:27,0,Harris Hall,Harvey House,Batty House,45,83.35216568,38.35216568,same
Utah_131,9/8/2017 13:27,0,Harris Hall,Harvey House,Golledge Hall,124,77.71082192,46.28917808,different
Utah_131,9/8/2017 13:27,0,Harvey House,Harris Hall,Harris Hall,55,4.196894849,50.80310515,same
Utah_131,9/8/2017 13:27,0,Harvey House,Harris Hall,Golledge Hall,151,64.9530254,86.0469746,different
Utah_131,9/8/2017 13:27,0,Harvey House,Harris Hall,Lynch Station,20,32.28246429,12.28246429,same
Utah_131,9/8/2017 13:27,0,Harvey House,Harris Hall,Sauer Center,23,46.29205396,23.29205396,different
Utah_131,9/8/2017 13:27,0,Harvey House,Harris Hall,Snow Church,20,66.19140238,46.19140238,different
Utah_131,9/8/2017 13:27,0,Harvey House,Harris Hall,Tobler Museum,76,42.14615863,33.85384137,different
Utah_131,9/8/2017 13:27,0,Harvey House,Harris Hall,Batty House,111,46.54689912,64.45310088,same
Utah_131,9/8/2017 13:27,0,Golledge Hall,Snow Church,Lynch Station,66,173.9683139,107.9683139,different
Utah_131,9/8/2017 13:27,0,Golledge Hall,Snow Church,Harris Hall,25,176.2022806,151.2022806,different
Utah_131,9/8/2017 13:27,0,Golledge Hall,Snow Church,Tobler Museum,25,147.0284471,122.0284471,same
Utah_131,9/8/2017 13:27,0,Golledge Hall,Snow Church,Batty House,62,173.5694617,111.5694617,different
Utah_131,9/8/2017 13:27,0,Golledge Hall,Snow Church,Sauer Center,49,76.21088344,27.21088344,same
Utah_131,9/8/2017 13:27,0,Golledge Hall,Snow Church,Snow Church,4,1.204134401,2.795865599,same
Utah_131,9/8/2017 13:27,0,Golledge Hall,Snow Church,Harvey House,17,139.9309368,122.9309368,different
Utah_131,9/8/2017 13:27,0,Snow Church,Sauer Center,Harvey House,121,119.6929579,1.30704214,different
Utah_131,9/8/2017 13:27,0,Snow Church,Sauer Center,Golledge Hall,92,125.8431145,33.84311455,same
Utah_131,9/8/2017 13:27,0,Snow Church,Sauer Center,Batty House,127,90.64700942,36.35299058,different
Utah_131,9/8/2017 13:27,0,Snow Church,Sauer Center,Tobler Museum,142,63.69277617,78.30722383,same
Utah_131,9/8/2017 13:27,0,Snow Church,Sauer Center,Harris Hall,122,88.09346154,33.90653846,different
Utah_131,9/8/2017 13:27,0,Snow Church,Sauer Center,Sauer Center,172,0.279262352,171.7207376,same
Utah_131,9/8/2017 13:27,0,Snow Church,Sauer Center,Lynch Station,68,79.44851915,11.44851915,different
Utah_131,9/8/2017 13:27,0,Sauer Center,Tobler Museum,Golledge Hall,32,51.85616181,19.85616181,same
Utah_131,9/8/2017 13:27,0,Sauer Center,Tobler Museum,Tobler Museum,8,2.713388186,5.286611814,same
Utah_131,9/8/2017 13:27,0,Sauer Center,Tobler Museum,Snow Church,18,89.63525726,71.63525726,same
Utah_131,9/8/2017 13:27,0,Sauer Center,Tobler Museum,Batty House,58,6.744508622,51.25549138,different
Utah_131,9/8/2017 13:27,0,Sauer Center,Tobler Museum,Harris Hall,45,4.240040564,40.75995944,different
Utah_131,9/8/2017 13:27,0,Sauer Center,Tobler Museum,Harvey House,80,23.09134403,56.90865597,different
Utah_131,9/8/2017 13:27,0,Sauer Center,Tobler Museum,Lynch Station,77,17.76205492,59.23794508,different
Utah_131,9/8/2017 13:27,0,Tobler Museum,Sauer Center,Sauer Center,37,20.69981416,16.30018584,same
Utah_131,9/8/2017 13:27,0,Tobler Museum,Sauer Center,Batty House,37,171.0086651,134.0086651,different
Utah_131,9/8/2017 13:27,0,Tobler Museum,Sauer Center,Harris Hall,86,173.2852643,87.28526433,different
Utah_131,9/8/2017 13:27,0,Tobler Museum,Sauer Center,Harvey House,115,147.248191,32.248191,different
Utah_131,9/8/2017 13:27,0,Tobler Museum,Sauer Center,Golledge Hall,16,67.30353066,51.30353066,same
Utah_131,9/8/2017 13:27,0,Tobler Museum,Sauer Center,Lynch Station,58,156.2355625,98.23556255,different
Utah_131,9/8/2017 13:27,0,Tobler Museum,Sauer Center,Snow Church,101,38.78279809,62.21720191,same
Utah_132,9/8/2017 13:33,0,Batty House,Lynch Station,Harvey House,81,93.19423766,12.19423766,same
Utah_132,9/8/2017 13:33,0,Batty House,Lynch Station,Tobler Museum,25,37.30802198,12.30802198,different
Utah_132,9/8/2017 13:33,0,Batty House,Lynch Station,Golledge Hall,60,51.76768154,8.232318462,different
Utah_132,9/8/2017 13:33,0,Batty House,Lynch Station,Lynch Station,26,47.32798389,21.32798389,same
Utah_132,9/8/2017 13:33,0,Batty House,Lynch Station,Snow Church,26,48.19947553,22.19947553,different
Utah_132,9/8/2017 13:33,0,Batty House,Lynch Station,Harris Hall,82,37.5286373,44.4713627,same
Utah_132,9/8/2017 13:33,0,Batty House,Lynch Station,Sauer Center,18,30.3316951,12.3316951,different
Utah_132,9/8/2017 13:33,0,Lynch Station,Harris Hall,Batty House,125,130.6542463,5.654246333,same
Utah_132,9/8/2017 13:33,0,Lynch Station,Harris Hall,Snow Church,10,8.968174613,1.031825387,different
Utah_132,9/8/2017 13:33,0,Lynch Station,Harris Hall,Golledge Hall,44,3.323863738,40.67613626,different
Utah_132,9/8/2017 13:33,0,Lynch Station,Harris Hall,Sauer Center,43,29.20903342,13.79096658,different
Utah_132,9/8/2017 13:33,0,Lynch Station,Harris Hall,Harvey House,72,48.19593801,23.80406199,same
Utah_132,9/8/2017 13:33,0,Lynch Station,Harris Hall,Tobler Museum,57,17.95076442,39.04923558,different
Utah_132,9/8/2017 13:33,0,Lynch Station,Harris Hall,Harris Hall,11,7.021704671,3.978295329,same
Utah_132,9/8/2017 13:33,0,Harris Hall,Harvey House,Snow Church,117,84.7281122,32.2718878,different
Utah_132,9/8/2017 13:33,0,Harris Hall,Harvey House,Tobler Museum,117,99.95984558,17.04015442,different
Utah_132,9/8/2017 13:33,0,Harris Hall,Harvey House,Harvey House,30,2.146796904,27.8532031,same
Utah_132,9/8/2017 13:33,0,Harris Hall,Harvey House,Batty House,30,83.35216568,53.35216568,same
Utah_132,9/8/2017 13:33,0,Harris Hall,Harvey House,Sauer Center,102,110.6574336,8.657433634,different
Utah_132,9/8/2017 13:33,0,Harris Hall,Harvey House,Golledge Hall,83,77.71082192,5.289178075,different
Utah_132,9/8/2017 13:33,0,Harris Hall,Harvey House,Lynch Station,17,114.5627943,97.56279428,same
Utah_132,9/8/2017 13:33,0,Harvey House,Harris Hall,Tobler Museum,80,42.14615863,37.85384137,different
Utah_132,9/8/2017 13:33,0,Harvey House,Harris Hall,Lynch Station,46,32.28246429,13.71753571,same
Utah_132,9/8/2017 13:33,0,Harvey House,Harris Hall,Golledge Hall,88,64.9530254,23.0469746,different
Utah_132,9/8/2017 13:33,0,Harvey House,Harris Hall,Harris Hall,13,4.196894849,8.803105151,same
Utah_132,9/8/2017 13:33,0,Harvey House,Harris Hall,Snow Church,55,66.19140238,11.19140238,different
Utah_132,9/8/2017 13:33,0,Harvey House,Harris Hall,Batty House,59,46.54689912,12.45310088,same
Utah_132,9/8/2017 13:33,0,Harvey House,Harris Hall,Sauer Center,34,46.29205396,12.29205396,different
Utah_132,9/8/2017 13:33,0,Golledge Hall,Snow Church,Batty House,144,173.5694617,29.56946175,different
Utah_132,9/8/2017 13:33,0,Golledge Hall,Snow Church,Tobler Museum,145,147.0284471,2.028447062,same
Utah_132,9/8/2017 13:33,0,Golledge Hall,Snow Church,Lynch Station,124,173.9683139,49.96831391,different
Utah_132,9/8/2017 13:33,0,Golledge Hall,Snow Church,Sauer Center,73,76.21088344,3.210883445,same
Utah_132,9/8/2017 13:33,0,Golledge Hall,Snow Church,Snow Church,3,1.204134401,1.795865599,same
Utah_132,9/8/2017 13:33,0,Golledge Hall,Snow Church,Harris Hall,122,176.2022806,54.20228061,different
Utah_132,9/8/2017 13:33,0,Golledge Hall,Snow Church,Harvey House,171,139.9309368,31.06906322,different
Utah_132,9/8/2017 13:33,0,Snow Church,Sauer Center,Batty House,140,90.64700942,49.35299058,different
Utah_132,9/8/2017 13:33,0,Snow Church,Sauer Center,Tobler Museum,57,63.69277617,6.692776166,same
Utah_132,9/8/2017 13:33,0,Snow Church,Sauer Center,Lynch Station,113,79.44851915,33.55148085,different
Utah_132,9/8/2017 13:33,0,Snow Church,Sauer Center,Harris Hall,118,88.09346154,29.90653846,different
Utah_132,9/8/2017 13:33,0,Snow Church,Sauer Center,Golledge Hall,147,125.8431145,21.15688545,same
Utah_132,9/8/2017 13:33,0,Snow Church,Sauer Center,Sauer Center,1,0.279262352,0.720737648,same
