good_pointing_coding_between,good_pointing_coding_within,bad_pointing_coding_between,bad_pointing_coding_within,trackpad/mouse,Site,Experimenter ,NOTES,gender,Age,Hispanic,Racial_Category,Racial_Category_Text,Education_Level,Education_Level_Text,Handedness,First_Language,Age_started_speaking_English,participant,Participant_UUID_Silcton,date,MRT,SBSOD,New_or_Original,Education_Numeric,Overall_r,Overall_rsquared,Overall_angle,Overall_x_scale,Overall_y_scale,Overall_distortion_index,Batty_r,Batty_rsquared,Batty_angle,Batty_x_scale,Batty_y_scale,Batty_distortion_index,Golledge_r,Golledge_rsquared,Golledge_angle,Golledge_x_scale,Golledge_y_scale,Golledge_distortion_index,good_pointing_coding_total,bad_pointing_coding_total,Study,Motivation,Buildings_ID,Differently_Classified,Ethnicity,WRAT,Buildings_Percent,Study_Combined_Correct,Cluster_Matches,K_Means_Across_All,SAQ,Total_Time_in_Environment,Within_rsquared_average
20.74301032,25.78310362,17.13216011,18.28091544,Mouse,Temple,Maddy,"Mac desktop, had to refresh MRT once but it loaded the second time. Didn't break in between MRT parts. Participant was following all instructions and paying attention. Some background noise throughout, but participant's house mates knew they were on a Zoom call and weren't interacting with them. Seemed like they were speeding through the1st route a bit, but did take time to view surroundings too and spent more time on looking around in the subsequent routes. Final route never loaded- I tried having them navigate to the link with /5 on the end, but they had already seen that route; then had them navigate to the link with /4 on the end, and /4 and /5 were the exact same route. So, I had them just move forward with the pointing task on the original tab.",Female,18,Not Hispanic/Latino,White,,High School,,Right,English,,146,fd030fc8-794d-48cb-9a90-9a051160ae5d,2020-12-10 18:11:03 UTC,8,4.2,New,,0.668817865,0.447317336,21.90172605,0.542513632,0.542513632,0.552682664,0.917416247,0.841652569,52.8437012,0.668015711,0.668015711,0.158347431,0.993834267,0.98770655,8.543590263,1.045343462,1.045343462,0.01229345,22.90305031,17.62448382,,,,,,,,,,,,,0.91467956
68.916295,14.26559896,54.45089288,9.898846517,trackpad,UF,Brandi,"the ""sample problem"" on the mental rotation task was not completed for the participants; participant answered it themself. took FOREVER to load virtual environment.",Male,19,Hispanic/Latino,White,,High School,,Right,Spanish,5,15,291f642a-e7e2-42f9-a9c5-3c95c921e57a,2020-07-22 16:09:34 UTC,10,3.8,New,,0.736903886,0.543027337,54.74822367,0.679384618,0.679384618,0.456972663,0.85637185,0.733372745,51.03944206,1.249434201,1.249434201,0.266627255,0.357363137,0.127708412,-14.2422946,0.456507094,0.456507094,0.872291588,45.49456813,35.35715873,,,,,,,,,,,,,0.430540578
34.10212938,18.45239383,22.75792955,13.51931926,mouse,UF,Brandi,"refreshed the instruction page of the same problem. again the smaple problem was not filled out. at the end of the first route, the page froze and wouldn't allow the participant to move on, but while trying to figure out how to open a new study, it ended up loading so we used the original one. this continued after each time, but we just waited for them to load. ",Female,20,Not Hispanic/Latino,Black/African American,,High School,,Right,English,,16,b243b2d5-7a68-489c-a10c-5b3fc2c7865d,2020-07-23 14:07:15 UTC,32,4.733333333,New,,0.960558038,0.922671744,-30.13261554,0.884761056,0.884761056,0.077328256,0.962488642,0.926384385,-38.97507254,0.972690843,0.972690843,0.073615615,0.982378208,0.965066943,-59.28815659,1.068279973,1.068279973,0.034933057,27.39509986,18.79852514,,,,,,,,,,,,,0.945725664
11.49146936,7.004951431,11.05396936,6.826051689,mouse,UF,Brandi,"said it was lagging on their end, but doable. other than that, it went very smoothly. ",Male,18,Hispanic/Latino,Unknown/Do Not Wish To Say,,College,,Left,English,,17,8b2d476b-d74a-42a5-aa6e-d4fa07b02a9b,2020-07-23 16:17:58 UTC,20,5.533333333,New,,0.950912492,0.904234568,-42.21591341,0.790043195,0.790043195,0.095765432,0.972882565,0.946500485,-30.15111533,1.010020847,1.010020847,0.053499515,0.974947651,0.950522922,-69.31527463,1.056441625,1.056441625,0.049477078,9.568675963,9.242004643,,,,,,,,,,,,,0.948511703
58.44685133,47.7610297,42.06213288,32.12884157,trackpad,Temple,Elisabeth,,Female,28,Not Hispanic/Latino,Black/African American,,Other:,Associate's,Right,English,,2,af7ded8f-330c-43b0-9362-1092b04f5924,2020-06-03 19:02:32 UTC,16,3.333333333,New,,0.360595128,0.130028847,-61.40783202,0.290953947,0.290953947,0.869971153,0.325877745,0.106196305,-8.682919688,0.388993738,0.388993738,0.893803695,0.713588238,0.509208174,-40.16358552,1.196468097,1.196468097,0.490791826,53.86721349,37.80500803,,,,,,,,,,,,,0.307702239
29.63482,13.19480479,24.92133781,11.92839688,trackpad,UF,Brandi,was fine. ,Male,19,Not Hispanic/Latino,White,,High School,,Right,english,,21,d6a6db2b-aeb3-44b6-b04a-4710eaa8ba36,2020-07-30 14:07:28 UTC,36,4.533333333,New,,0.926856922,0.859063754,-41.01209073,0.838889087,0.838889087,0.140936246,0.970396938,0.941670217,-40.75796942,1.355081056,1.355081056,0.058329783,0.981910383,0.964148,-58.43957335,1.064379561,1.064379561,0.035852,22.58909919,19.35293455,,,,,,,,,,,,,0.952909109
72.89202848,10.34351637,65.5951616,9.643430596,trackpad,UF,Brandi,"had to redo the survey becuase their browser was not responsing at all and they had to force quit, so they got a new participant ID (old one:87e406b4-6551-42e2-9588-bb657a5535af ); lots of background noise; everythign went well otherise.",Female,18,Not Hispanic/Latino,White,,High School,,Left,English,,23,575696c7-9132-43cf-9bf1-3ef385a7445f,2020-08-04 14:25:06 UTC,26,5.4,New,,0.646440923,0.417885867,-41.87001905,0.545907548,0.545907548,0.582114133,0.791688839,0.626771217,67.58287559,0.545062826,0.545062826,0.373228783,0.862828862,0.744473646,43.97350947,1.32939293,1.32939293,0.255526354,46.08552329,41.61584831,,,,,,,,,,,,,0.685622431
84.99432949,62.09047287,61.71538687,46.01187406,trackpad,UF,Brandi,"video quality and wifi connection was good despite participant being in a car(?). they did not have a power supply for their laptop, but it did not die (started at 61%)",Female,19,Not Hispanic/Latino,White,,College,,Right,english,,24,44ca8b1b-e286-4e9a-9495-0ace509a8d30,2020-08-04 16:12:38 UTC,-12,2.266666667,New,,0.762103229,0.580801332,-31.14128186,0.567206406,0.567206406,0.419198668,0.935237578,0.874669327,-37.9195619,0.693091042,0.693091042,0.125330673,0.415711471,0.172816027,28.98565245,0.470333999,0.470333999,0.827183973,75.17839094,54.98530995,,,,,,,,,,,,,0.523742677
19.42789421,4.22299674,17.78862811,4.044097001,mouse,UF,Brandi,"participant used a desktop computer, which did not lag like most laptops do with this program",Male,20,Hispanic/Latino,White,,College,,Right,Spanish,4,25,a4fe06ac-16ba-4514-a860-3a6de6054d1e,2020-08-05 16:18:35 UTC,78,4.933333333,New,,0.923416733,0.852698463,-37.02575485,0.834712418,0.834712418,0.147301537,0.953719516,0.909580914,-40.76700055,0.555409192,0.555409192,0.090419086,0.985035622,0.970295177,-86.87607833,1.065044492,1.065044492,0.029704823,12.91150958,11.89811477,,,,,,,,,,,,,0.939938046
63.71403302,13.5091261,52.07328901,10.98585424,trakckpad,UF,Amanda,"no issues loading, ran very smoothly; participant was very present, no outside distractions",Female,18,Not Hispanic/Latino,White,,High School,,Right,English,,26,833aa246-fffc-4f3d-bce6-323afd86f5f5,2020-08-05 18:39:39 UTC,30,4.266666667,New,,0.795473089,0.632777435,-19.46124309,0.705887663,0.705887663,0.367222565,0.951578364,0.905501383,-29.88891741,1.071316097,1.071316097,0.094498617,0.524224071,0.274810877,65.77813378,0.687430318,0.687430318,0.725189123,42.19764434,34.4643884,,,,,,,,,,,,,0.59015613
33.2024758,20.2298085,27.54367351,15.67896707,mouse,UF,Brandi,"everything ran smoothly; there was some background noise (phones ringing, etc.)",Female,19,Not Hispanic/Latino,Black/African American,,High School,,Right,English,,27,5b5beb6f-6901-4c62-be49-825512534ee4,2020-08-06 14:05:26 UTC,-6,3.733333333,New,,0.952037238,0.906374902,-44.11974962,0.880388885,0.880388885,0.093625098,0.95919813,0.920061053,-32.75636651,1.006331578,1.006331578,0.079938947,0.855025107,0.731067933,-44.71316796,1.060909816,1.060909816,0.268932067,27.64276124,22.45879932,,,,,,,,,,,,,0.825564493
95.92173064,36.02702161,71.6678101,31.52702161,trackpad,UF,Brandi,"the program completely skipped the second main route and one of the connecting routes, so the participant only saw 1 main route and 1 connecting route, and then it went stright to the poitning task. I had them open up a new tab and sent them the links to the routes that they missed, while they kept the pointing task open in another tab. it seemed to work but i'm unsure if data was collected correctly for this participant, as I'm not sure a if they correctly kepy track of the tabs. they did not refreash or anything and things were going smoothly before it skipped the routes. participant may have clicked the ""i'm finished"" button before the screen was able to load the route they were supposed to be on. I did not notice this happen, but i'm not sure why else it would have entirely skipped routes. ",Female,20,Not Hispanic/Latino,Asian,,High School,,Right,Mandarine,10,28,2d1b13ee-66f3-429b-b0d1-2ce796310753,2020-08-06 16:05:23 UTC,44,2.333333333,New,,0.526556061,0.277261285,-10.96986958,0.469182741,0.469182741,0.722738715,0.873805513,0.763536075,-70.5477656,0.900291442,0.900291442,0.236463925,0.953796104,0.909727009,32.84505128,1.214935558,1.214935558,0.090272991,70.25256963,54.46461503,,,,,,,,,,,,,0.836631542
43.24751743,29.31427758,32.5308507,22.00577789,trackpad,Temple,Elisabeth,Unable to turn completely  ,Female,21,Not Hispanic/Latino,White,,High School,,Right,English ,,3,0d053164-3d7c-480d-a3d3-4feade8f021e,2020-06-18 14:04:28 UTC,24,5.2,New,,0.736441075,0.542345457,-7.572583053,0.733091068,0.733091068,0.457654543,0.923296781,0.852476946,-38.47893701,0.992103956,0.992103956,0.147523054,0.288556112,0.08326463,12.79244192,0.405181701,0.405181701,0.91673537,37.27612892,28.02010521,,,,,,,,,,,,,0.467870788
34.01233105,8.209492972,24.72981254,7.597518659,trackpad,UF,Amanda,Computer was having audio issues- participant joined with phone for audio,Female,18,Not Hispanic/Latino,White,,High School,,Right,English,,31,d46d4806-a974-4bb4-a388-9274750b4d07,2020-09-15 12:17:37 UTC,30,4,New,,0.92387759,0.853549801,20.52512715,0.86752184,0.86752184,0.146450199,0.950061177,0.90261624,62.31815808,0.767571046,0.767571046,0.09738376,0.965494548,0.932179723,-11.63095043,1.03975273,1.03975273,0.067820277,22.95397187,17.38740088,,,,,,,,,,,,,0.917397982
26.92121226,18.0812673,19.856452,10.10413962,trackpad,UF,Amanda,,Female,18,Hispanic/Latino,White,,High School,,Left,spanish,3,32,ae8441a4-e82c-49c3-9140-685b1818a758,2020-09-16 13:11:03 UTC,50,2.666666667,New,,0.83895346,0.703842908,23.07584479,0.808169035,0.808169035,0.296157092,0.601733522,0.362083232,68.88024017,0.638404404,0.638404404,0.637916768,0.85041208,0.723200706,17.69567578,1.076050905,1.076050905,0.276799294,23.13266442,15.67688955,,,,,,,,,,,,,0.542641969
60.1034374,30.56521652,42.61294498,21.48441377,trackpad,UF,Brandi,"Extrmely laggy. Every route asked if they would allow ""https://virtual-ambler-staging.herokuapp.com"" to use up to 1.4 GB. At the end of the second main route, it did not allow the participant to exit full screen to move on. After a couple minutes, it finally did, but when the next page loaded it just said ""application error"" on the browser window. I had the participant refresh this page, and it seemed to work fine after that. No routes were skipped. zoom froze on the fourth route an dscreensharing stopped, but nothign happened to silcton and we just resumed the screen share. During the poitning task, zoom completely quit and participant had to rejoin, but again nothing happened to silcton. ",Female,18,Not Hispanic/Latino,Black/African American,,High School,,Left,English,,34,e5a06387-25d0-4aa7-b8a1-cf4234791f33,2020-09-17 14:07:48 UTC,32,4.333333333,New,,0.283662287,0.080464293,-47.87160419,0.176356834,0.176356834,0.919535707,0.549561896,0.302018278,-41.49481599,0.334252751,0.334252751,0.697981722,0.90739769,0.823370569,86.57027298,1.083094202,1.083094202,0.176629431,47.44419988,33.55786018,,,,,,,,,,,,,0.562694423
37.4178535,35.48618597,29.29200807,25.37739259,trackpad,UF,Brandi,"Second route started asking them to allow the website to use data. Also kept getting error messages, but after closing them nothing seemed to be wrong. also had a problem with the window not allowing them to escape from full screen. The zoom controls would pop up instead of the window getting smaller. I would tell them to try clicking inside the environment before pressing esc. I don't know if this worked, but eventually it escaped. ",Female,20,Not Hispanic/Latino,White,,High School,,Left,English,,35,0b4711b3-9099-43bf-b2ce-1f544330b56d,2020-09-17 16:03:54 UTC,48,3.6,New,,0.905761826,0.820404486,-15.75922951,0.793291676,0.793291676,0.179595514,0.741268178,0.549478512,-16.71120159,0.692444278,0.692444278,0.450521488,0.911982155,0.83171145,-51.21133871,0.948397993,0.948397993,0.16828855,36.58999599,27.61431572,,,,,,,,,,,,,0.690594981
52.37581618,45.0265862,43.37875567,29.88998578,trackpad,UF,Brandi,"Everthing seemed to go well. Participant was a bit confused about instructions, but got through everything okay.",Female,19,Not Hispanic/Latino,Asian,,High School,,Right,Hindi,4,36,d1c7c3b3-2c87-462b-b504-cda5db9c0ce0,2020-09-17 18:07:25 UTC,32,4.733333333,New,,0.665467932,0.442847568,-3.509844519,0.53268387,0.53268387,0.557152432,0.406639273,0.165355499,55.34141277,0.391723081,0.391723081,0.834644501,0.909105694,0.826473164,4.663781711,1.109678399,1.109678399,0.173526836,49.22614619,37.59785429,,,,,,,,,,,,,0.495914331
40.92923432,43.98428193,31.21151417,31.20564095,trackpad,UF,Brandi,screenshare quit in fourth route. ,Female,19,Not Hispanic/Latino,White,,High School,,Right,english,,37,3fa0ed80-aff6-4841-8d0d-ae000bae4eb7,2020-09-18 13:25:53 UTC,38,4.733333333,New,,0.590509992,0.348702051,8.675601794,0.554662861,0.554662861,0.651297949,0.905377003,0.819707517,88.95876446,1.068231503,1.068231503,0.180292483,0.975613636,0.951821967,73.62205933,1.326838984,1.326838984,0.048178033,42.23854044,31.20899708,,,,,,,,,,,,,0.885764742
40.3389091,6.19529081,34.27475677,5.666649829,trackpad,UF,Amanda,"Participant was asked to allow storing data (see previous participant for exact error message); clicked don't allow and seemed to run fine; was a bit distracted within the environment itself looking at insignificant elements such as non-important signs, inside traffic cones, close up of cars at lynch station, quote on tobler museum, etc.",Male,18,Not Hispanic/Latino,White,,High School,,Right,English,,40,6db1e537-66a3-437f-8ae8-752286cc5806,2020-09-18 18:07:14 UTC,28,4.133333333,New,,0.950897866,0.904206752,40.66373167,0.976308087,0.976308087,0.095793248,0.940278347,0.88412337,64.84790301,0.888428791,0.888428791,0.11587663,0.970599417,0.942063228,14.07953263,1.274086779,1.274086779,0.057936772,25.70592983,22.01413951,,,,,,,,,,,,,0.913093299
64.16471648,63.41814223,52.58785661,43.96778841,trackpad,Temple,Sabrina,no issues,Female,18,Not Hispanic/Latino,Black/African American,,High School,,Right,English,,43,cdf4f735-3aa0-47c9-9c98-b474b4ada4bd,2020-09-24 16:15:16 UTC,16,4,New,,0.438770886,0.192519891,-10.84515182,0.457646355,0.457646355,0.807480109,0.501496276,0.251498515,26.22056722,0.578144815,0.578144815,0.748501485,0.629480443,0.396245629,62.80989469,1.445718473,1.445718473,0.603754371,63.84475608,48.89354167,,,,,,,,,,,,,0.323872072
37.50174122,24.65648833,27.92568042,17.63102828,trackpad,UF,Brandi ,asked participant to allow data storage every route; no issues.,Female,18,Hispanic/Latino,Black/African American,,High School,,Right,English,,44,6437645d-9a32-48ee-8ef2-4437967ceeb5,2020-09-24 16:22:25 UTC,38,3.533333333,New,,0.908157811,0.82475061,12.98404194,0.859483883,0.859483883,0.17524939,0.809627966,0.655497444,42.28543075,0.851713843,0.851713843,0.344502556,0.94944085,0.901437927,32.24882465,1.020479816,1.020479816,0.098562073,31.99663284,23.51368665,,,,,,,,,,,,,0.778467686
64.03614699,23.74748278,48.7410441,15.51883329,mouse,Temple,Sarah,Participant was very focused and there were no outside distractions. ,Female,33,Hispanic/Latino,White,,High School,,Right,English,,46,0d244487-427c-4864-811d-d2101947484d,2020-09-24 19:11:47 UTC,34,3.733333333,New,,0.213878494,0.04574401,38.7383517,0.189352692,0.189352692,0.95425599,0.221129022,0.048898045,-75.41885363,0.340400193,0.340400193,0.951101955,0.396949375,0.157568806,-71.89635388,0.627062645,0.627062645,0.842431194,46.76957662,34.50295375,,,,,,,,,,,,,0.103233425
43.71615481,4.807395749,36.202594,4.724062415,mouse,UF,Amanda,"windows 10, laptop, chrome, participant asked if there was a timer shown on the SBSOD- intereting thing to consider for future studies?",Female,18,Not Hispanic/Latino,Black/African American,,High School,,Right,English,,52,6396c8da-c288-485a-8062-09a6d471931d,2020-09-25 17:07:23 UTC,60,4.2,New,,0.919734927,0.845912336,-47.07811093,0.869866996,0.869866996,0.154087664,0.911519484,0.830867771,-38.97306913,1.217253168,1.217253168,0.169132229,0.948823159,0.900265387,-19.44408058,0.992558943,0.992558943,0.099734613,27.04097235,22.71179475,,,,,,,,,,,,,0.865566579
60.53173786,52.01285991,47.79575887,35.90297485,trackpad,Temple,Maddy,"Laptop, couldn't optimize for sharing video. Participant listening to instructions and taking it seriously. No significant lag on their end. Had some trouble with controls on the first run (not able to turn and walk at the same time). They didn't realize that route 3 was a connecting route until about halfway through it. Was a little chatty on the last route, not too distracting. Otherwise had great focus.",Female,21,Not Hispanic/Latino,More Than One Race,,High School,,Right,english,,53,4827511f-a2b3-4e9b-b92b-a363756d509c,2020-09-25 17:12:26 UTC,34,3.666666667,New,,0.648045738,0.419963278,10.96281454,0.595804718,0.595804718,0.580036722,0.752725037,0.566594981,-70.9921821,0.98791129,0.98791129,0.433405019,0.849386621,0.721457632,50.32158661,0.998905225,0.998905225,0.278542368,56.88079017,42.69885143,,,,,,,,,,,,,0.644026307
71.53772388,73.50715802,61.32096792,37.67619312,trackpad,Temple,Mitch,"MRT did not load, participant had to refresh page for the test to appear. Silcton was lagging and freezing up on the first route so I had the participant refresh it once and everything ran smoothly after that. ",Female,18,Not Hispanic/Latino,White,,High School,,Right,English,,55,8c2cc2df-2217-4b49-bc83-0bcf7aede3b8,2020-09-28 21:17:19 UTC,20,3.4,New,,0.449278863,0.201851497,-8.237695697,0.44440382,0.44440382,0.798148503,0.18271943,0.03338639,56.32893795,0.189795689,0.189795689,0.96661361,0.895031926,0.801082149,-44.34251724,1.413965126,1.413965126,0.198917851,72.38176708,51.187493,,,,,,,,,,,,,0.417234269
70.96729528,60.89741482,60.98678449,41.10791297,trackpad,Temple,Maddy,"Participant wasn't able to find the ""share portion of screen"" option. Did not consent to the web data release, hit ""decline"" instead of ""accept"" and it took them back to the qualtrics survey to fill out again (so the next time they hit ""no"" and then ""accept"". It gave them a new SILCTON ID, old one was 7c0837cf-a498-4a3d-8a7d-ad28b19b94a7. Had to refresh MRT task because it didn't load the first time. Route 2 took a long time to load. For the first 5 or so buildings on the pointing task, participant just clicked in one direction rather than turning because they didn't understand the instructions, but then started to turn to pick the right direction and completed the rest of the task correctly.",Female,18,Not Hispanic/Latino,White,,High School,,Left,English,,57,57e04bdc-ff99-459e-a476-9dc2e4e8ced5,2020-09-30 14:15:44 UTC,42,4,New,,0.570320552,0.325265532,-10.13458636,0.523936195,0.523936195,0.674734468,0.697695393,0.486778862,56.50318657,0.770752148,0.770752148,0.513221138,0.55243731,0.305186981,-30.12523575,0.741976881,0.741976881,0.694813019,66.65163223,52.46726812,,,,,,,,,,,,,0.395982922
65.41163641,30.48335287,43.39634366,20.78006449,mouse,Temple,Maddy,"Participant taking the task seriously and making sure to adequately note surroundings on the routes- not rushing through or anything. Stopped outside each building to look around and memorize the view. They said sometimes the mouse gets stuck on the edge of the screen. Noted the map in the batty house route very closely. Said specifically ""I will win"" jokingly- trying very hard to learn all 8 buildings. Spent a while on the pointing task",Female,26,Not Hispanic/Latino,White,,College,,Right,English,,58,a0505a36-a5f8-48cd-ac1f-450e25236e09,2020-09-30 16:06:13 UTC,32,2.933333333,New,,0.679844657,0.462188757,-87.46290346,0.557254008,0.557254008,0.537811243,0.197210258,0.038891886,-32.60599477,0.197304397,0.197304397,0.961108114,0.931069472,0.866890362,47.87079447,1.243317711,1.243317711,0.133109638,50.44237204,33.70365259,,,,,,,,,,,,,0.452891124
13.16818849,4.788615646,11.18040765,4.455282312,mouse,UF,Amanda,"windows 10, desktop, chrome. Asked about survey question in reference to ""it is not important that I know where i am"" and asked if it meant know where they are on a map or in general?",Male,18,Hispanic/Latino,White,,High School,,Right,English,,59,6367b514-db46-4e80-a142-9deb4311bf76,2020-09-30 17:14:12 UTC,30,3.4,New,,0.967972948,0.936971627,-17.89013678,0.824084021,0.824084021,0.063028373,0.986221496,0.972632839,-35.90679892,0.977697037,0.977697037,0.027367161,0.949843587,0.902202839,-2.7900022,0.939002205,0.939002205,0.097797161,9.576942983,8.298211074,,,,,,,,,,,,,0.937417839
78.08033594,17.6870895,52.19547086,17.23700373,mouse,Temple,Sarah,"After completing the first route, the participant’s screen froze and did not allow them to click “I am finished” (MAC). After about 4 minutes, it loaded and the problem was resolved. The participant was very attentive and spoke out loud throughout the study, saying things like “Oh, I get this.” In the connecting routes the participant recognized some buildings from a distance before seeing their signs. When he entered one of the connecting routes, he said “Oh, so now we’re going the back way.” The participant was attentive during the pointing task and when he finished constructing the map at the end, he edited it a little bit for precision. The participant made a few distracting comments but was really engaged throughout the study. ",Male,19,Not Hispanic/Latino,White,,High School,,Left,english,,61,712e2f2f-53dc-4b4b-b123-19560997ff3c,2020-09-30 19:09:56 UTC,8,4.666666667,New,,,,,,,,,,,,,,,,,,,,52.19751604,37.21327066,,,,,,,,,,,,,
71.56853896,47.74115827,55.02985517,43.89942131,trackpad,Temple,Sarah,"In the qualtrics survey, the last question (about what age the participant learned their first language) disappeared before the participant could answer. In the MRT, the participant was unable to click on the blocks for a bit. Eventually they were able to click, but time ran out at question 9. In the first route, the participant was unable to look in the virtual world. We gave it time to load, but technical issues forced the participant out of the zoom meeting. Once they reentered the zoom meeting, they went back to the silcton tab again and were able to move. The participant’s screen was laggy and the participant got stuck/frozen a few times. The participant was not able to make Silcton full screen during the 3rd route. During the 4th route, the participant could not look and was frozen staring at the ground. After about 5 minutes, and escaping onto another screen, it eventually loaded and let the participant look and move. It continued to be a little laggy. Participant could not look around during the pointing task. This problem lasted for about 5 minutes and the screen was frozen, not allowing the participant to escape or anything. The participant used the 3 swipe Mac feature on the trackpad to leave the Silcton screen and then return. This fixed the pointing issue and the participant was then able to point and click during the pointing task. During the Map Arrangement task, the participant could not scroll down or view the buildings at first (problem lasted for about 4 minutes) Participant refreshed the page and then completed the task. ",Female,20,Not Hispanic/Latino,White,,High School,,Right,English,,63,5466222e-a308-4132-9106-400e27dd63fc,2020-10-01 15:06:39 UTC,4,3.066666667,New,,0.488386588,0.238521459,-19.56718403,0.491235467,0.491235467,0.761478541,0.791156927,0.625929282,-69.20188737,1.121449792,1.121449792,0.374070718,0.067273808,0.004525765,-54.7239068,0.128329226,0.128329226,0.995474235,61.35680438,50.25966923,,,,,,,,,,,,,0.315227524
58.51154023,64.16794995,44.41721833,39.58168437,trackpad,UF,Brandi,"used a mac with chrome and experinced no with siltcon issues at all. participant was having a hard time with the ""portion of screen"" screenshare; it kept moving the green box while she was trying to click inside of it, so i just had her use basic screenshare instead. ",Female,18,Not Hispanic/Latino,Asian,,High School,,Right,English,,64,fce82786-face-4d67-b5cf-a523e8a4a7b3,2020-10-01 16:09:40 UTC,4,2.133333333,New,,0.409963242,0.16806986,-12.81137759,0.325583358,0.325583358,0.83193014,0.606544672,0.367896439,55.12362332,0.592917759,0.592917759,0.632103561,0.5511025,0.303713965,21.39882517,0.952925311,0.952925311,0.696286035,60.93571583,42.34484664,,,,,,,,,,,,,0.335805202
74.35011617,47.76793644,59.50180403,36.73784222,trackpad,UF,Steven,Subject struggled for first half of the first direction of Batty route with controls,Female,23,Hispanic/Latino,,,College,,Right,English,,7,36f0e279-76e8-4b04-b8b6-b69df44db011,2020-07-09 18:15:45 UTC,-12,5.733333333,New,,0.461663033,0.213132756,55.53460899,0.345961812,0.345961812,0.786867244,0.482336848,0.232648835,-27.75204509,0.536217075,0.536217075,0.767351165,0.253946558,0.064488854,43.11595849,0.320755364,0.320755364,0.935511146,62.95775343,49.7458204,,,,,,,,,,,,,0.148568845
60.91462421,27.80903128,55.50582192,18.06934548,trackpad,UF,Brandi,"lagged a bit in the third route and the screen froze, and screenshare quit. the silcton screen unfroze when screenshare resumes. other than this, no problems. there was some noice in the background that sounded like little kids yelling",Female,19,Not Hispanic/Latino,Black/African American,,High School,,Right,English,,70,3e6766a3-4c63-43ff-aa13-e40184959bf2,2020-10-02 14:08:30 UTC,-2,5.6,New,,0.142012007,0.02016741,81.19087473,0.100422709,0.100422709,0.97983259,0.468409014,0.219407005,-56.84305149,0.479877848,0.479877848,0.780592995,0.614981056,0.378201699,-79.69356664,0.813802742,0.813802742,0.621798301,46.72651295,39.46161773,,,,,,,,,,,,,0.298804352
25.72805344,12.90570683,21.08750354,8.29373251,trackpad,Temple,Maddy,"Participant couldn't find option to share portion of screen or to optimize sharing for a video clip. Seemed like they almost passed the start line before I got to tell them not to pass it, but they were standing on the letters, didn't walk any further. Then they backed up. Noted the ""Thesius's revenge"" sign closely. Took the time to fully explore and turn around lots to note all the details of the environment. Followed instructions diligently. ",Male,18,Not Hispanic/Latino,Asian,,High School,,Right,English,,71,f19a4a56-3522-42dd-bb28-16d8d7763cc3,2020-10-02 16:10:00 UTC,2,4.733333333,New,,0.930317965,0.865491516,-27.86795088,0.889757267,0.889757267,0.134508484,0.964471145,0.930204589,-33.60018027,1.42114889,1.42114889,0.069795411,0.965669779,0.932518122,-0.099407227,0.847268657,0.847268657,0.067481878,20.23276203,15.60445882,,,,,,,,,,,,,0.931361356
70.38575721,17.25243797,57.64754897,11.88568554,trackpad,Temple,Sabrina,no issues,Male,20,Not Hispanic/Latino,Asian,,High School,,Left,English,,72,d2af8f06-6bfe-46f9-ab49-456fb4c801fa,2020-10-02 16:38:36 UTC,22,3.8,New,,0.887304511,0.787309295,16.41281158,0.860717398,0.860717398,0.212690705,0.60996562,0.372058057,20.90471466,0.540155215,0.540155215,0.627941943,0.974379666,0.949415733,14.35324484,1.644293873,1.644293873,0.050584267,47.61433468,38.03532179,,,,,,,,,,,,,0.660736895
49.65411112,12.7948774,35.28397741,11.06989288,trackpad,Temple,Sarah,"Participant did not have time to click “I’m finished” of MRT. During route 2, it got a bit laggy and the screen froze for about 20 seconds (my end only). Throughout the remainder of the study, there were no issues with lagging. For the second connecting route, the participant was not able to go full screen. This did not effect her ability to view anything. During the pointing task, I was not able to see the prompts at the top of the screen (the participant was unaffected). ",Female,18,Not Hispanic/Latino,White,,High School,,Right,English,,75,52bcd577-0855-4db6-bbb1-9849641eb9ae,2020-10-06 17:07:18 UTC,16,4.333333333,New,,0.719096242,0.517099406,13.68249454,0.623168601,0.623168601,0.482900594,0.930545649,0.865915204,8.909872724,1.122401059,1.122401059,0.134084796,0.947446774,0.89765539,-39.22151736,1.057862354,1.057862354,0.10234461,33.85729667,24.90651261,,,,,,,,,,,,,0.881785297
64.12035657,14.23934377,53.96493511,13.12736946,trackpad,UF,Rachel,Used chrome; Timed out of first and second MRT before finishing;Began 1st route while I was still reading instructions,Female,18,Not Hispanic/Latino,Asian,,High School,,Right,Vietnamese,7,76,386349c1-0d89-41c6-b0f0-a148bb4b251b,2020-10-07 14:00:57 UTC,12,4.733333333,New,,0.519469684,0.269848753,-13.95022772,0.463694788,0.463694788,0.730151247,0.499378185,0.249378572,-7.019073443,0.363474066,0.363474066,0.750621428,0.98686293,0.973898443,-65.66122467,1.140829622,1.140829622,0.026101557,42.74277966,36.46312126,,,,,,,,,,,,,0.611638507
