participant,UUID,date,condition,direction test,start landmark,facing landmark,target landmark,bearing,actual direction,abs error,same or different route,error in pointing task
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Harris Hall,Harvey House,Harvey House,-110,-2.146796904,107.8532031,same,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Harvey House,Harris Hall,Snow Church,27,66.19140238,39.19140238,different,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Harvey House,Harris Hall,Golledge Hall,93,64.9530254,28.0469746,different,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Harvey House,Harris Hall,Harris Hall,94,-4.196894849,98.19689485,same,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Harvey House,Harris Hall,Batty House,89,-46.54689912,135.5468991,same,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Harvey House,Harris Hall,Lynch Station,89,-32.28246429,121.2824643,same,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Harvey House,Harris Hall,Tobler Museum,98,42.14615863,55.85384137,different,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Harvey House,Harris Hall,Sauer Center,63,46.29205396,16.70794604,different,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Golledge Hall,Snow Church,Batty House,-97,173.5694617,89.43053825,different,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Golledge Hall,Snow Church,Lynch Station,13,-173.9683139,173.0316861,different,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Golledge Hall,Snow Church,Harvey House,-179,139.9309368,41.06906322,different,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Golledge Hall,Snow Church,Tobler Museum,-136,-147.0284471,11.02844706,same,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Golledge Hall,Snow Church,Sauer Center,-75,-76.21088344,1.210883445,same,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Golledge Hall,Snow Church,Snow Church,0,1.204134401,1.204134401,same,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Golledge Hall,Snow Church,Harris Hall,27,176.2022806,149.2022806,different,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Snow Church,Sauer Center,Harris Hall,144,-88.09346154,127.9065385,different,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Snow Church,Sauer Center,Batty House,-31,-90.64700942,59.64700942,different,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Snow Church,Sauer Center,Lynch Station,-171,-79.44851915,91.55148085,different,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Snow Church,Sauer Center,Golledge Hall,-130,-125.8431145,4.15688545,same,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Snow Church,Sauer Center,Harvey House,-73,-119.6929579,46.69295786,different,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Snow Church,Sauer Center,Sauer Center,-7,-0.279262352,6.720737648,same,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Snow Church,Sauer Center,Tobler Museum,-58,-63.69277617,5.692776166,same,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Sauer Center,Tobler Museum,Snow Church,-85,-89.63525726,4.635257259,same,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Sauer Center,Tobler Museum,Golledge Hall,-45,-51.85616181,6.856161813,same,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Sauer Center,Tobler Museum,Tobler Museum,11,2.713388186,8.286611814,same,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Sauer Center,Tobler Museum,Lynch Station,32,17.76205492,14.23794508,different,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Sauer Center,Tobler Museum,Harvey House,-99,-23.09134403,75.90865597,different,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Sauer Center,Tobler Museum,Batty House,-14,6.744508622,20.74450862,different,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Sauer Center,Tobler Museum,Harris Hall,-51,4.240040564,55.24004056,different,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Tobler Museum,Sauer Center,Harvey House,134,147.248191,13.248191,different,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Tobler Museum,Sauer Center,Lynch Station,53,-156.2355625,150.7644375,different,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Tobler Museum,Sauer Center,Golledge Hall,74,67.30353066,6.69646934,same,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Tobler Museum,Sauer Center,Snow Church,32,38.78279809,6.782798086,same,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Tobler Museum,Sauer Center,Batty House,22,-171.0086651,166.9913349,different,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Tobler Museum,Sauer Center,Harris Hall,14,-173.2852643,172.7147357,different,FALSE
Rev_8,5e5993ad-2136-4e39-9112-5a2d2d0f36d2,2020-09-22 05:20:15 UTC,Rev,0,Tobler Museum,Sauer Center,Sauer Center,-5,-20.69981416,15.69981416,same,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Batty House,Lynch Station,Snow Church,62,48.19947553,13.80052447,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Batty House,Lynch Station,Sauer Center,35,30.3316951,4.668304903,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Batty House,Lynch Station,Harris Hall,-4,37.5286373,41.5286373,same,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Batty House,Lynch Station,Golledge Hall,27,51.76768154,24.76768154,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Batty House,Lynch Station,Tobler Museum,-8,37.30802198,45.30802198,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Batty House,Lynch Station,Harvey House,45,93.19423766,48.19423766,same,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Batty House,Lynch Station,Lynch Station,19,-47.32798389,66.32798389,same,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Lynch Station,Harris Hall,Harvey House,128,48.19593801,79.80406199,same,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Lynch Station,Harris Hall,Golledge Hall,-10,-3.323863738,6.676136262,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Lynch Station,Harris Hall,Harris Hall,25,7.021704671,17.97829533,same,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Lynch Station,Harris Hall,Snow Church,-10,-8.968174613,1.031825387,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Lynch Station,Harris Hall,Batty House,64,130.6542463,66.65424633,same,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Lynch Station,Harris Hall,Tobler Museum,71,-17.95076442,88.95076442,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Lynch Station,Harris Hall,Sauer Center,-5,-29.20903342,24.20903342,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Harris Hall,Harvey House,Snow Church,-100,-84.7281122,15.2718878,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Harris Hall,Harvey House,Harvey House,146,-2.146796904,148.1467969,same,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Harris Hall,Harvey House,Batty House,-22,83.35216568,105.3521657,same,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Harris Hall,Harvey House,Sauer Center,-47,-110.6574336,63.65743363,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Harris Hall,Harvey House,Tobler Museum,-77,-99.95984558,22.95984558,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Harris Hall,Harvey House,Lynch Station,145,114.5627943,30.43720572,same,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Harris Hall,Harvey House,Golledge Hall,-62,-77.71082192,15.71082192,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Harvey House,Harris Hall,Sauer Center,21,46.29205396,25.29205396,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Harvey House,Harris Hall,Snow Church,23,66.19140238,43.19140238,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Harvey House,Harris Hall,Lynch Station,96,-32.28246429,128.2824643,same,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Harvey House,Harris Hall,Harris Hall,29,-4.196894849,33.19689485,same,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Harvey House,Harris Hall,Batty House,92,-46.54689912,138.5468991,same,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Harvey House,Harris Hall,Tobler Museum,5,42.14615863,37.14615863,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Harvey House,Harris Hall,Golledge Hall,104,64.9530254,39.0469746,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Golledge Hall,Snow Church,Harvey House,-21,139.9309368,160.9309368,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Golledge Hall,Snow Church,Tobler Museum,-7,-147.0284471,140.0284471,same,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Golledge Hall,Snow Church,Snow Church,-2,1.204134401,3.204134401,same,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Golledge Hall,Snow Church,Sauer Center,-36,-76.21088344,40.21088344,same,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Golledge Hall,Snow Church,Batty House,-66,173.5694617,120.4305383,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Golledge Hall,Snow Church,Harris Hall,24,176.2022806,152.2022806,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Golledge Hall,Snow Church,Lynch Station,35,-173.9683139,151.0316861,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Snow Church,Sauer Center,Batty House,-92,-90.64700942,1.352990583,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Snow Church,Sauer Center,Sauer Center,-56,-0.279262352,55.72073765,same,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Snow Church,Sauer Center,Harris Hall,-121,-88.09346154,32.90653846,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Snow Church,Sauer Center,Tobler Museum,128,-63.69277617,168.3072238,same,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Snow Church,Sauer Center,Lynch Station,119,-79.44851915,161.5514808,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Snow Church,Sauer Center,Harvey House,-169,-119.6929579,49.30704214,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Snow Church,Sauer Center,Golledge Hall,141,-125.8431145,93.15688545,same,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Sauer Center,Tobler Museum,Tobler Museum,2,2.713388186,0.713388186,same,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Sauer Center,Tobler Museum,Lynch Station,36,17.76205492,18.23794508,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Sauer Center,Tobler Museum,Batty House,-34,6.744508622,40.74450862,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Sauer Center,Tobler Museum,Harris Hall,-51,4.240040564,55.24004056,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Sauer Center,Tobler Museum,Snow Church,-83,-89.63525726,6.635257259,same,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Sauer Center,Tobler Museum,Golledge Hall,3,-51.85616181,54.85616181,same,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Sauer Center,Tobler Museum,Harvey House,40,-23.09134403,63.09134403,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Tobler Museum,Sauer Center,Harris Hall,79,-173.2852643,107.7147357,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Tobler Museum,Sauer Center,Sauer Center,38,-20.69981416,58.69981416,same,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Tobler Museum,Sauer Center,Batty House,14,-171.0086651,174.9913349,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Tobler Museum,Sauer Center,Lynch Station,100,-156.2355625,103.7644375,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Tobler Museum,Sauer Center,Golledge Hall,153,67.30353066,85.69646934,same,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Tobler Museum,Sauer Center,Harvey House,62,147.248191,85.248191,different,FALSE
Rev_9,eb32c1eb-c8c5-481d-b4f5-a73edbf99e86,2020-09-22 22:38:52 UTC,Rev,0,Tobler Museum,Sauer Center,Snow Church,45,38.78279809,6.217201914,same,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Batty House,Lynch Station,Lynch Station,-36,-47.32798389,11.32798389,same,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Batty House,Lynch Station,Harvey House,17,93.19423766,76.19423766,same,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Batty House,Lynch Station,Golledge Hall,-11,51.76768154,62.76768154,different,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Batty House,Lynch Station,Tobler Museum,-74,37.30802198,111.308022,different,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Batty House,Lynch Station,Snow Church,-72,48.19947553,120.1994755,different,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Batty House,Lynch Station,Harris Hall,-4,37.5286373,41.5286373,same,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Batty House,Lynch Station,Sauer Center,-72,30.3316951,102.3316951,different,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Lynch Station,Harris Hall,Harvey House,30,48.19593801,18.19593801,same,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Lynch Station,Harris Hall,Snow Church,-51,-8.968174613,42.03182539,different,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Lynch Station,Harris Hall,Batty House,130,130.6542463,0.654246333,same,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Lynch Station,Harris Hall,Sauer Center,-51,-29.20903342,21.79096658,different,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Lynch Station,Harris Hall,Tobler Museum,-51,-17.95076442,33.04923558,different,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Lynch Station,Harris Hall,Golledge Hall,-49,-3.323863738,45.67613626,different,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Lynch Station,Harris Hall,Harris Hall,-58,7.021704671,65.02170467,same,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Harris Hall,Harvey House,Lynch Station,-51,114.5627943,165.5627943,same,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Harris Hall,Harvey House,Sauer Center,130,-110.6574336,119.3425664,different,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Harris Hall,Harvey House,Harvey House,-13,-2.146796904,10.8532031,same,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Harris Hall,Harvey House,Golledge Hall,122,-77.71082192,160.2891781,different,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Harris Hall,Harvey House,Snow Church,127,-84.7281122,148.2718878,different,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Harris Hall,Harvey House,Batty House,-109,83.35216568,167.6478343,same,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Harris Hall,Harvey House,Tobler Museum,140,-99.95984558,120.0401544,different,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Harvey House,Harris Hall,Tobler Museum,98,42.14615863,55.85384137,different,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Harvey House,Harris Hall,Sauer Center,94,46.29205396,47.70794604,different,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Harvey House,Harris Hall,Harris Hall,18,-4.196894849,22.19689485,same,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Harvey House,Harris Hall,Batty House,18,-46.54689912,64.54689912,same,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Harvey House,Harris Hall,Lynch Station,18,-32.28246429,50.28246429,same,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Harvey House,Harris Hall,Golledge Hall,96,64.9530254,31.0469746,different,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Harvey House,Harris Hall,Snow Church,96,66.19140238,29.80859762,different,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Golledge Hall,Snow Church,Harvey House,47,139.9309368,92.93093678,different,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Golledge Hall,Snow Church,Sauer Center,-77,-76.21088344,0.789116555,same,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Golledge Hall,Snow Church,Harris Hall,46,176.2022806,130.2022806,different,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Golledge Hall,Snow Church,Batty House,46,173.5694617,127.5694617,different,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Golledge Hall,Snow Church,Lynch Station,46,-173.9683139,140.0316861,different,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Golledge Hall,Snow Church,Snow Church,-1,1.204134401,2.204134401,same,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Golledge Hall,Snow Church,Tobler Museum,-145,-147.0284471,2.028447062,same,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Snow Church,Sauer Center,Batty House,-175,-90.64700942,84.35299058,different,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Snow Church,Sauer Center,Harris Hall,-175,-88.09346154,86.90653846,different,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Snow Church,Sauer Center,Sauer Center,4,-0.279262352,4.279262352,same,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Snow Church,Sauer Center,Lynch Station,-84,-79.44851915,4.551480846,different,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Snow Church,Sauer Center,Tobler Museum,-51,-63.69277617,12.69277617,same,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Snow Church,Sauer Center,Golledge Hall,-124,-125.8431145,1.84311455,same,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Snow Church,Sauer Center,Harvey House,-82,-119.6929579,37.69295786,different,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Sauer Center,Tobler Museum,Harvey House,-16,-23.09134403,7.091344033,different,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Sauer Center,Tobler Museum,Batty House,-16,6.744508622,22.74450862,different,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Sauer Center,Tobler Museum,Tobler Museum,11,2.713388186,8.286611814,same,FALSE
Rev_10,884637bb-5bad-4700-b63f-9f57cb6ed4e6,2020-09-25 00:51:03 UTC,Rev,0,Sauer Center,Tobler Museum,Snow Church,-83,-89.63525726,6.635257259,same,FALSE
