participant,date,condition,model number,building,x,y,error
Rev_11,2020-09-28 22:09:11 UTC,,0,Lynch Station,72,27,114.0570033
Rev_11,2020-09-28 22:09:11 UTC,,0,Harris Hall,273,104,135.0851583
Rev_11,2020-09-28 22:09:11 UTC,,0,Golledge Hall,493,246,84.05950273
Rev_11,2020-09-28 22:09:11 UTC,,0,Harvey House,503,497,209.3442142
Rev_11,2020-09-28 22:09:11 UTC,,0,Snow Church,338,203,378.005291
Rev_11,2020-09-28 22:09:11 UTC,,0,Sauer Center,176,312,543.9209501
Rev_11,2020-09-28 22:09:11 UTC,,0,Tobler Museum,340,449,361.0235449
Rev_12,2020-09-29 04:09:03 UTC,,0,Sauer Center,460,5,165
Rev_12,2020-09-29 04:09:03 UTC,,0,Snow Church,720,204,4.123105626
Rev_12,2020-09-29 04:09:03 UTC,,0,Tobler Museum,217,81,279.0286724
Rev_12,2020-09-29 04:09:03 UTC,,0,Golledge Hall,468,298,96.25487001
Rev_12,2020-09-29 04:09:03 UTC,,0,Harvey House,95,189,356.674922
Rev_12,2020-09-29 04:09:03 UTC,,0,Lynch Station,363,428,464.3457763
Rev_12,2020-09-29 04:09:03 UTC,,0,Batty House,752,451,746.7703797
Rev_12,2020-09-29 04:09:03 UTC,,0,Harris Hall,85,364,189.5890292
Rev_14,2020-09-30 01:18:07 UTC,,0,Lynch Station,473,9,475.1273513
Rev_14,2020-09-30 01:18:07 UTC,,0,Batty House,396,2,457.2318887
Rev_14,2020-09-30 01:18:07 UTC,,0,Harris Hall,394,167,188.4728097
Rev_14,2020-09-30 01:18:07 UTC,,0,Harvey House,7,156,436.5890516
Rev_14,2020-09-30 01:18:07 UTC,,0,Golledge Hall,364,406,230.7054399
Rev_14,2020-09-30 01:18:07 UTC,,0,Tobler Museum,572,279,175.755512
Rev_14,2020-09-30 01:18:07 UTC,,0,Sauer Center,676,378,376.4704504
Rev_14,2020-09-30 01:18:07 UTC,,0,Snow Church,557,504,338.6473092
Rev_15,2020-10-01 03:09:47 UTC,,0,Batty House,45,49,223.725278
Rev_15,2020-10-01 03:09:47 UTC,,0,Lynch Station,213,15,228.6525749
Rev_15,2020-10-01 03:09:47 UTC,,0,Harris Hall,304,234,89.35882721
Rev_15,2020-10-01 03:09:47 UTC,,0,Harvey House,120,449,177.6851147
Rev_15,2020-10-01 03:09:47 UTC,,0,Golledge Hall,557,391,100.2447006
Rev_15,2020-10-01 03:09:47 UTC,,0,Snow Church,714,302,97.02061637
Rev_15,2020-10-01 03:09:47 UTC,,0,Sauer Center,631,106,101.1780609
Rev_15,2020-10-01 03:09:47 UTC,,0,Tobler Museum,492,209,87.00574694
Rev_16,2020-10-02 00:09:57 UTC,,0,Sauer Center,500,85,148.4082208
Rev_16,2020-10-02 00:09:57 UTC,,0,Tobler Museum,261,115,232.1055794
Rev_16,2020-10-02 00:09:57 UTC,,0,Snow Church,633,270,105.4229577
Rev_16,2020-10-02 00:09:57 UTC,,0,Golledge Hall,518,399,117.3882447
Rev_16,2020-10-02 00:09:57 UTC,,0,Harvey House,45,109,450.9733917
Rev_16,2020-10-02 00:09:57 UTC,,0,Lynch Station,118,405,300.3281539
Rev_16,2020-10-02 00:09:57 UTC,,0,Harris Hall,145,264,79.64923101
Rev_16,2020-10-02 00:09:57 UTC,,0,Batty House,315,516,377.4652302
Rev_17,2020-10-03 02:05:46 UTC,,0,Batty House,50,76,197.3448758
Rev_17,2020-10-03 02:05:46 UTC,,0,Lynch Station,172,21,190.2866259
Rev_17,2020-10-03 02:05:46 UTC,,0,Harris Hall,415,108,232.2154172
Rev_17,2020-10-03 02:05:46 UTC,,0,Harvey House,649,259,420.8336964
Rev_17,2020-10-03 02:05:46 UTC,,0,Golledge Hall,381,287,183.0437106
Rev_17,2020-10-03 02:05:46 UTC,,0,Sauer Center,203,382,565.8736608
Rev_17,2020-10-03 02:05:46 UTC,,0,Snow Church,80,410,668.2222684
Rev_17,2020-10-03 02:05:46 UTC,,0,Tobler Museum,387,479,372.4043501
Rev_18,2020-10-03 23:11:54 UTC,,0,Lynch Station,474,215,470.8768416
Rev_18,2020-10-03 23:11:54 UTC,,0,Batty House,700,279,673.0364032
Rev_18,2020-10-03 23:11:54 UTC,,0,Harris Hall,404,89,233.430932
Rev_18,2020-10-03 23:11:54 UTC,,0,Tobler Museum,51,418,531.958645
Rev_18,2020-10-03 23:11:54 UTC,,0,Sauer Center,179,70,450.7116595
Rev_18,2020-10-03 23:11:54 UTC,,0,Snow Church,302,198,414.0591745
Rev_18,2020-10-03 23:11:54 UTC,,0,Golledge Hall,30,212,539.8120043
Rev_18,2020-10-03 23:11:54 UTC,,0,Harvey House,181,346,179.1368192
Rev_21,2020-10-06 05:02:44 UTC,,0,Sauer Center,672,320,318.4870484
Rev_21,2020-10-06 05:02:44 UTC,,0,Batty House,4,8,265
Rev_21,2020-10-06 05:02:44 UTC,,0,Lynch Station,159,1,191.6715941
Rev_21,2020-10-06 05:02:44 UTC,,0,Snow Church,226,433,540.4479623
Rev_21,2020-10-06 05:02:44 UTC,,0,Tobler Museum,629,178,147.0782105
Rev_21,2020-10-06 05:02:44 UTC,,0,Golledge Hall,236,231,333.4426487
Rev_21,2020-10-06 05:02:44 UTC,,0,Harvey House,525,74,471.4679204
Rev_21,2020-10-06 05:02:44 UTC,,0,Harris Hall,333,353,173.3580111
Rev_22,2020-10-07 00:43:31 UTC,,0,Batty House,52,527,256.2225595
Rev_22,2020-10-07 00:43:31 UTC,,0,Lynch Station,21,365,241.1679912
Rev_22,2020-10-07 00:43:31 UTC,,0,Harris Hall,309,326,137.2443077
Rev_22,2020-10-07 00:43:31 UTC,,0,Harvey House,566,463,272.8882555
Rev_22,2020-10-07 00:43:31 UTC,,0,Snow Church,609,84,161.523992
Rev_22,2020-10-07 00:43:31 UTC,,0,Sauer Center,192,13,433.0738967
Rev_22,2020-10-07 00:43:31 UTC,,0,Tobler Museum,183,166,313.1070105
Rev_22,2020-10-07 00:43:31 UTC,,0,Golledge Hall,411,163,199.4818287
Rev_23,2020-10-08 23:37:06 UTC,,0,Batty House,43,498,226.5656638
Rev_23,2020-10-08 23:37:06 UTC,,0,Lynch Station,42,301,179.5243716
Rev_23,2020-10-08 23:37:06 UTC,,0,Harris Hall,303,358,158.6442561
Rev_23,2020-10-08 23:37:06 UTC,,0,Harvey House,430,482,136.0330842
Rev_23,2020-10-08 23:37:06 UTC,,0,Snow Church,622,169,100.6578363
Rev_23,2020-10-08 23:37:06 UTC,,0,Golledge Hall,570,307,17.08800749
Rev_23,2020-10-08 23:37:06 UTC,,0,Sauer Center,563,9,62.12889827
Rev_23,2020-10-08 23:37:06 UTC,,0,Tobler Museum,394,80,107.54069
Rev_24,2020-10-09 02:16:46 UTC,,0,Batty House,680,29,696.7481611
Rev_24,2020-10-09 02:16:46 UTC,,0,Lynch Station,646,82,635.3896442
Rev_24,2020-10-09 02:16:46 UTC,,0,Harvey House,312,26,459.3528056
Rev_24,2020-10-09 02:16:46 UTC,,0,Harris Hall,534,185,321.6240041
Rev_24,2020-10-09 02:16:46 UTC,,0,Golledge Hall,332,306,232.4844081
Rev_24,2020-10-09 02:16:46 UTC,,0,Sauer Center,134,458,668.0493994
Rev_24,2020-10-09 02:16:46 UTC,,0,Snow Church,62,312,662.6952542
Rev_24,2020-10-09 02:16:46 UTC,,0,Tobler Museum,376,457,354.8436275
Rev_25,2020-10-11 03:10:57 UTC,,0,Batty House,721,160,702.9793738
Rev_25,2020-10-11 03:10:57 UTC,,0,Lynch Station,549,37,544.0018382
Rev_25,2020-10-11 03:10:57 UTC,,0,Golledge Hall,247,285,317.0567772
Rev_25,2020-10-11 03:10:57 UTC,,0,Snow Church,165,369,574.8886849
Rev_25,2020-10-11 03:10:57 UTC,,0,Harvey House,354,74,415.3564734
Rev_25,2020-10-11 03:10:57 UTC,,0,Harris Hall,449,146,247.2973918
Rev_25,2020-10-11 03:10:57 UTC,,0,Sauer Center,243,400,549.4988626
Rev_25,2020-10-11 03:10:57 UTC,,0,Tobler Museum,403,375,268.53119
Rev_27,2020-10-14 03:20:58 UTC,,0,Golledge Hall,522,284,42.57933771
Rev_27,2020-10-14 03:20:58 UTC,,0,Snow Church,661,197,55.57877293
Rev_27,2020-10-14 03:20:58 UTC,,0,Sauer Center,530,16,95.63472173
Rev_27,2020-10-14 03:20:58 UTC,,0,Tobler Museum,347,169,153.3786165
Rev_27,2020-10-14 03:20:58 UTC,,0,Harvey House,377,462,86.127812
Rev_27,2020-10-14 03:20:58 UTC,,0,Harris Hall,208,287,61.40032573
Rev_27,2020-10-14 03:20:58 UTC,,0,Lynch Station,24,347,223.3226366
Rev_27,2020-10-14 03:20:58 UTC,,0,Batty House,98,519,257.0019455
Rev_29,2020-10-15 01:53:17 UTC,,0,Harvey House,111,38,483.0093167
Rev_29,2020-10-15 01:53:17 UTC,,0,Batty House,665,56,673.5725648
Rev_29,2020-10-15 01:53:17 UTC,,0,Lynch Station,610,109,598.1880975
Rev_29,2020-10-15 01:53:17 UTC,,0,Harris Hall,197,286,62.64183905
Rev_29,2020-10-15 01:53:17 UTC,,0,Tobler Museum,645,463,373.3430058
Rev_29,2020-10-15 01:53:17 UTC,,0,Golledge Hall,389,358,187.3872995
Rev_29,2020-10-15 01:53:17 UTC,,0,Snow Church,630,335,155.8717421
Rev_29,2020-10-15 01:53:17 UTC,,0,Sauer Center,74,426,693.4277179
Rev_31,2020-10-16 02:18:58 UTC,,0,Tobler Museum,669,477,396.233517
Rev_31,2020-10-16 02:18:58 UTC,,0,Sauer Center,271,449,567.8485714
Rev_31,2020-10-16 02:18:58 UTC,,0,Golledge Hall,537,277,30.41381265
Rev_31,2020-10-16 02:18:58 UTC,,0,Snow Church,295,276,426.9449613
Rev_31,2020-10-16 02:18:58 UTC,,0,Lynch Station,632,43,625.2687422
Rev_31,2020-10-16 02:18:58 UTC,,0,Harris Hall,462,166,254.1830049
Rev_31,2020-10-16 02:18:58 UTC,,0,Harvey House,167,133,374.2098342
Rev_31,2020-10-16 02:18:58 UTC,,0,Batty House,525,9,563.1811432
Rev_32,2020-10-16 06:05:32 UTC,,0,Batty House,30,72,200.0224987
Rev_32,2020-10-16 06:05:32 UTC,,0,Lynch Station,126,10,161.2203461
Rev_32,2020-10-16 06:05:32 UTC,,0,Harris Hall,258,252,50.24937811
Rev_32,2020-10-16 06:05:32 UTC,,0,Harvey House,330,461,43.26661531
Rev_32,2020-10-16 06:05:32 UTC,,0,Snow Church,465,189,251.5094432
Rev_32,2020-10-16 06:05:32 UTC,,0,Golledge Hall,601,122,173.0028901
Rev_32,2020-10-16 06:05:32 UTC,,0,Sauer Center,499,330,348.5699356
Rev_32,2020-10-16 06:05:32 UTC,,0,Tobler Museum,685,364,308.9142276
Rev_33,2020-10-16 10:35:51 UTC,,0,Batty House,11,503,231.5534496
Rev_33,2020-10-16 10:35:51 UTC,,0,Lynch Station,44,409,286.7908646
Rev_33,2020-10-16 10:35:51 UTC,,0,Harris Hall,191,347,123.3572049
Rev_33,2020-10-16 10:35:51 UTC,,0,Sauer Center,605,202,198.0126259
Rev_33,2020-10-16 10:35:51 UTC,,0,Tobler Museum,613,352,259.4224354
Rev_33,2020-10-16 10:35:51 UTC,,0,Golledge Hall,458,230,122.2988144
Rev_33,2020-10-16 10:35:51 UTC,,0,Snow Church,258,296,466.9528884
Rev_33,2020-10-16 10:35:51 UTC,,0,Harvey House,460,372,200.8108563
Rev_34,2020-10-24 23:35:20 UTC,,0,Tobler Museum,271,61,230.2281477
Rev_34,2020-10-24 23:35:20 UTC,,0,Sauer Center,475,33,152.5909565
Rev_34,2020-10-24 23:35:20 UTC,,0,Golledge Hall,559,403,112.1115516
Rev_34,2020-10-24 23:35:20 UTC,,0,Snow Church,612,180,106.9626103
Rev_34,2020-10-24 23:35:20 UTC,,0,Harvey House,191,412,126.245792
Rev_34,2020-10-24 23:35:20 UTC,,0,Lynch Station,85,191,99.08582139
Rev_34,2020-10-24 23:35:20 UTC,,0,Harris Hall,66,421,245.4098613
Rev_34,2020-10-24 23:35:20 UTC,,0,Batty House,22,266,7.810249676
