good_pointing_coding_between,good_pointing_coding_within,bad_pointing_coding_between,bad_pointing_coding_within,participant,Original_Study_Number,SBSOD,gender,WRAT,Model_Building,Model_Building_A,Model_Building_B,K_Means_Across_All,Model_Building_Average_Within,Education_Numeric,New_or_Original,trackpad/mouse,Site,Experimenter ,NOTES,Age,Hispanic,Racial_Category,Racial_Category_Text,Education_Level,Education_Level_Text,Handedness,First_Language,Age_started_speaking_English,Participant_UUID_Silcton,date,MRT,Overall_r,Overall_rsquared,Overall_angle,Overall_x_scale,Overall_y_scale,Overall_distortion_index,Batty_r,Batty_rsquared,Batty_angle,Batty_x_scale,Batty_y_scale,Batty_distortion_index,Golledge_r,Golledge_rsquared,Golledge_angle,Golledge_x_scale,Golledge_y_scale,Golledge_distortion_index,good_pointing_coding_total,bad_pointing_coding_total
78.22745097724999,27.161407847583337,53.77821809259374,18.477137004958333,1,,4.8,Male,,0.663244695653192,0.624316103530408,0.6576059844673199,,0.640961043998864,,New,trackpad ,Temple,Elisabeth,Lots of chatter in the background,21.0,Not Hispanic/Latino,Asian,,College,,Right,english,,ee0f71d3-1a67-48c8-be1a-b505695ffa31,2020-06-03 17:02:30 UTC,6.0,0.8143983642255129,0.663244695653192,53.186546052234796,0.7453425461782279,0.7453425461782279,0.33675530434680795,0.790136762548363,0.624316103530408,-84.23042976927559,0.813587475353065,0.813587475353065,0.375683896469592,0.8109290872001821,0.6576059844673199,63.4533348421292,1.2340632177646298,1.2340632177646298,0.34239401553267895,56.34200392167856,38.64918334074999
35.052012257562495,12.816866315541665,27.021287193218754,12.116780548791665,100,,2.666666667,Female,,0.962876855867486,0.9499651159300331,0.9597596425290559,,0.9548623792295445,,New,mouse,UF,Brandi ,"mac, ios, firefox. participant closed the wrong link at the beginning so i had them redo the survey (old id: 7d377104-7cb6-4703-badc-6829fbe5e94c ). other than this, no problems; routes loaded very quickly and the VE ran very smoothly ",18.0,Hispanic/Latino,Unknown/Do Not Wish To Say,,High School,,Right,English,,7bc64d0c-08fa-410c-beaa-e6e3ad9831fc,2020-10-16 14:09:49 UTC,34.0,0.9812628882554799,0.962876855867486,38.354044518706004,0.8745230122638861,0.8745230122638861,0.0371231441325146,0.9746615391663059,0.9499651159300331,48.9297161202681,0.835818591047067,0.835818591047067,0.0500348840699668,0.979673232526568,0.9597596425290559,19.2748218484466,1.00765088157477,1.00765088157477,0.0402403574709435,25.522663996696426,20.63364148846429
46.908873389875,17.4394361305,33.87814832509375,13.572683695541668,101,,2.733333333,Male,,0.9265002305859851,0.847644848513605,0.839536817496202,,0.8435908330049036,,New,mouse,Temple,Maddy,"Laptop. No option to share portion of screen, but was able to optimize for sharing a video clip. Took time to immerse self in the MRT practice problems- taking time on answering, and took time to see why incorrect answers were incorrect. Asked later if there is any way to see how they did on the MRT because they felt they did poorly. Took the time to look around lots in the virtual environment and relate routes to each other",18.0,Not Hispanic/Latino,Asian,,High School,,Right,Telugu,5,637ab224-9edf-48e8-a297-e8af174201d0,2020-10-16 16:11:34 UTC,26.0,0.962548819845511,0.9265002305859851,-3.01856991592817,0.801416516991836,0.801416516991836,0.0734997694140158,0.9206762995285609,0.847644848513605,-0.9539289503665022,0.8744918300960409,0.8744918300960409,0.15235515148639497,0.9162624173762679,0.839536817496202,-0.0949691411763935,0.950210429774533,0.950210429774533,0.160463182503797,34.279114564428575,25.175806340999998
44.62639492762501,28.404152049624997,32.21300788215625,15.157978117458336,102,,3.066666667,Female,,0.22056514596203897,0.6810685152058171,0.781524548234565,,0.731296531720191,,New,trackpad,UF,Rachel,Used chrome; Timed out of MRT; Silcton loaded really quickly on eduroam wifi and chrome,18.0,Not Hispanic/Latino,White,,High School,,Right,English,,d89053b1-22b0-4ae4-8768-4f233e773b1a,2020-10-20 14:03:49 UTC,30.0,0.469643637199568,0.22056514596203897,-32.164483799329,0.36805321696759996,0.36805321696759996,0.7794348540379609,0.8252687533196791,0.6810685152058171,70.812375232821,0.8725585285027451,0.8725585285027451,0.318931484794183,0.8840387707756742,0.781524548234565,35.4793354725411,0.8866401989567829,0.8866401989567829,0.218475451765435,37.674005122767866,24.90370941157143
63.83585474803125,18.216651847458333,43.71037496071875,16.58766633062501,104,,2.4666666669999997,Female,,0.567379919491695,0.612799053566106,0.653814573632197,,0.6333068135991515,,New,trackpad,UF,Rachel,Used Chrome ,20.0,Hispanic/Latino,White,,High School,,Right,Spanish,14,c83f657b-3801-41a3-b556-e2e4bc1af604,2020-10-21 14:03:15 UTC,56.0,0.753246254216836,0.567379919491695,82.69562618083991,0.7112397677263729,0.7112397677263729,0.43262008050830497,0.7828148271245929,0.612799053566106,79.9428747786542,1.07495881403431,1.07495881403431,0.38720094643389397,0.808588012298103,0.653814573632197,-10.516992885063301,0.971702418713361,0.971702418713361,0.34618542636780203,44.28476779064285,32.08635697639286
53.493722349375,15.576764205625002,35.252704505281244,11.596879083375,105,,3.8,Female,,0.39604120497099804,0.487197791058729,0.679463657224161,,0.583330724141445,,New,trackpad,UF,Amanda,"mac, ios, chrome, once participant finished the pointing task, it went ot map task, but then flashed back to pointing task for a minute. Participant said they did not press any buttons from here and pointing task screen was up for about 20 seconds, then map task loaded again- hopefully all judegements were recorded correctly ",18.0,Not Hispanic/Latino,White,,High School,,Left,English,,fe20bb37-07f7-4c4c-a13e-c4125a6b5795,2020-10-21 14:07:50 UTC,24.0,0.6293180475490889,0.39604120497099804,67.3962255171179,0.567901865216661,0.567901865216661,0.6039587950290021,0.697995552320163,0.487197791058729,-31.2192546575797,0.7878766836727179,0.7878766836727179,0.51280220894127,0.8242958553966899,0.679463657224161,57.304727611558704,1.13451314492686,1.13451314492686,0.320536342775839,37.243597430625,25.114493610178567
32.609600001000004,20.908623145250004,26.34545209196875,16.37339531904167,106,,3.4,Female,,0.8203839423457429,0.8408619542773409,0.929818952773417,,0.8853404535253789,,New,trackpad,UF,Rachel,"Using Chrome; Could hear a smoke detector chirping in the background; Timed out of MRT pt 1; After finished route 1, the screen froze and participant couldn't escape the virtual world so after stopping screen share and starting it back again this worked and the participant was able to click ""I am Finished"" to load the 2nd route; ",18.0,Not Hispanic/Latino,White,,High School,,Right,English,,84949345-3d43-4edf-b863-27cc8e2f4173,2020-10-21 16:03:13 UTC,20.0,0.905750485699977,0.8203839423457429,-16.9516792253646,0.8277815721906591,0.8277815721906591,0.179616057654257,0.916985253031553,0.8408619542773409,-9.25716640592912,0.917319847005048,0.917319847005048,0.159138045722659,0.9642712029161801,0.929818952773417,-65.9485966910658,1.22743048764098,1.22743048764098,0.0701810472265828,27.594895634250005,22.071713475
53.84209017321874,20.089837993083336,35.986700497593745,13.866480365791668,107,,2.866666667,Male,,0.687252047261033,0.5704718955458721,0.570331861074624,,0.570401878310248,,New,mouse,UF,Rachel,Using chrome; Timed out of MRT pt 1 and 2; ,18.0,Not Hispanic/Latino,White,,High School,,Right,English,,0689384c-416e-4368-8e1c-c4206e8a8e1c,2020-10-21 18:00:42 UTC,10.0,0.829006662977466,0.687252047261033,38.3274850181792,0.8499903399954609,0.8499903399954609,0.312747952738966,0.7552958993307671,0.5704718955458721,77.8890882008872,0.90451132516086,0.90451132516086,0.429528104454129,0.7552031919123641,0.570331861074624,57.63243164219911,1.05396164788883,1.05396164788883,0.42966813892537603,39.376839238875,26.506606155392856
79.03865112056249,37.68801219370834,70.00484012134375,21.05070031495834,108,,3.5333333330000003,Female,,,,,,,,New,trackpad,UF,Amanda,"windows, chrome, first judgement on pointing task was frozen, participant pressed escape when I told them to get out of full screen but it took that as a selection for first two judgements; tool bar for zoom kept showing up again and covering prompt, but when participant tried to hide video panel while in full screen, it froze;for map task, participant accidentally placed building too far out of box and it disappeared (tobler museum)",18.0,Not Hispanic/Latino,White,,High School,,Right,English,,3b2f3e72-e644-4f9d-96a7-401c196d66b1,2020-10-22 14:04:00 UTC,4.0,,,,,,,,,,,,,,,,,,,61.31694872333929,49.024494490035714
42.092303672812506,19.766459510541665,33.07874286696875,9.916718265708333,109,,5.8,Female,,0.738619446697074,0.8785246980897919,0.749666965607357,,0.8140958318485745,,New,trackpad,UF,Brandi,"mac, ios, chrome. no issues, everything loaded quicky",20.0,Hispanic/Latino,White,,High School,,Right,Spanish,5,f5f5d367-0c58-4cd6-a2b1-b984b763fc05,2020-10-22 14:04:26 UTC,56.0,0.8594297217906031,0.738619446697074,-34.1765056673892,0.9080018654189391,0.9080018654189391,0.26138055330292603,0.9372964835577869,0.8785246980897919,-31.574988104335798,1.43382797649145,1.43382797649145,0.12147530191020801,0.86583310493845,0.749666965607357,1.20375034791048,1.38281221583054,1.38281221583054,0.250333034392642,32.524084746125006,23.152160895
16.207310139687497,5.569668552916666,15.38523081028125,4.719927314375001,110,,5.533333333,Male,,0.905819849397362,0.9778594717073509,0.922076786691213,,0.9499681291992819,,New,mouse,UF,Amanda,"asis laptop, chrome, no issues running study, participant talked to themselves the entre study to remember things- did not seem distracting",18.0,Hispanic/Latino,White,,High School,,Both,Spanish,5,39bc04c5-fa30-4f6a-bdda-6820699b82f6,2020-10-22 16:34:16 UTC,48.0,0.9517456852528209,0.905819849397362,-42.7598720342014,0.9288739948799392,0.9288739948799392,0.0941801506026376,0.988867772610348,0.9778594717073509,-43.779121959771096,1.18726612244082,1.18726612244082,0.0221405282926489,0.9602482942922691,0.922076786691213,-81.497896529208,1.06311908639071,1.06311908639071,0.0779232133087878,11.648320888214284,10.814386454892857
59.29779864843749,14.123639444874996,48.79142516259375,11.464449188458337,112,,4.533333333,Female,,0.6615109291565351,0.782088967373282,0.7629531710513291,,0.7725210692123056,,New,trackpad,Temple,Sarah,"Participant did not have time to complete first round of MRT. The screen froze at the beginning of each route. However, doing the “three swipe” feature on the Mac’s trackpad fixed this issue each time. There were no distractions and the participant was focused.  ",21.0,Not Hispanic/Latino,White,,High School,,Right,Russian,5-Apr,6f49cf77-8084-4d0f-a0a7-191c51ab300b,2020-10-23 15:07:43 UTC,32.0,0.813333221476004,0.6615109291565351,38.0289719803225,0.815220695075479,0.815220695075479,0.338489070843465,0.884357940753223,0.782088967373282,65.96764986619371,1.06244103019539,1.06244103019539,0.21791103262671802,0.8734719062747979,0.7629531710513291,-42.59704322355329,1.13533903117389,1.13533903117389,0.23704682894867105,39.93744470405357,32.79414974510714
48.022588348468744,8.486040014666665,37.035564427593755,8.069373346874999,116,,2.866666667,Female,,0.816060268386002,0.869072426082958,0.9193417715638141,,0.8942070988233861,,New,trackpad,UF,Rachel,Using chrome; Timed out of MRT part 1; Could hear yelling in the background during MRT part 2;,18.0,Hispanic/Latino,White,,High School,,Right,Spanish,4,02f447fe-12a1-48a2-8cc5-2af2f9b4c034,2020-10-27 19:03:52 UTC,26.0,0.903360541747315,0.816060268386002,48.5674480671465,0.9311548137194979,0.9311548137194979,0.18393973161399801,0.9322405408921871,0.869072426082958,65.9199957794229,0.839591060279277,0.839591060279277,0.13092757391704302,0.9588231179752679,0.9193417715638141,-75.0120000893423,1.1423903465621201,1.1423903465621201,0.0806582284361868,31.078353348267854,24.621482535857147
43.48360920846874,5.2456996299166665,38.15555931509375,4.157609634125,118,,4.866666667,Male,,0.8062189127554029,0.9691813026820258,0.7943135842944542,,0.88174744348824,,New,trackpad,UF,Amanda,"Mac, ios, chrome, laptop, clicked through ""point to tobler"" accidentally while trying to go full screen",18.0,Not Hispanic/Latino,White,,High School,,Right,English,,febbf5fa-b4ee-4101-8cf5-162acec2ce05,2020-10-28 13:35:59 UTC,44.0,0.897896938827282,0.8062189127554029,-35.5988800965814,0.8396352624048291,0.8396352624048291,0.193781087244597,0.9844700618515659,0.9691813026820258,-37.4083129100055,1.09164492476941,1.09164492476941,0.0308186973179735,0.8912427190695329,0.7943135842944542,21.1125858634849,1.1163285849488502,1.1163285849488502,0.20568641570554602,27.095933674803568,23.585009451821428
55.36133231856249,67.52434453775,43.67760176821874,44.234298804041664,119,,2.933333333,Female,,0.513231176548921,0.663366313517225,0.573293981560364,,0.6183301475387946,,New,trackpad,UF,Brandi,"mac, ios, safari, no problems. ",19.0,Not Hispanic/Latino,White,,High School,,Right,English,,c1ec3fe4-63ce-4954-8bdc-dc5e1d9ad226,2020-10-29 16:09:28 UTC,14.0,0.7164015470034399,0.513231176548921,-12.5319310145175,0.639107441103445,0.639107441103445,0.48676882345107897,0.8144730281091109,0.663366313517225,-59.872392762225196,0.656264981074883,0.656264981074883,0.336633686482775,0.757161793515999,0.573293981560364,-84.5542597754215,0.966763060653996,0.966763060653996,0.426706018439636,60.57405184107142,43.916186212142854
